 Date,CCMP_EC Open,CCMP_EC Low,CCMP_EC High,CCMP_EC Close,CCMP_EC Adj. Close
10/30/2015,"5,079.76","5,053.75","5,085.22","5,053.75","5,053.75"
10/29/2015,"5,071.04","5,066.89","5,084.63","5,074.27","5,074.27"
10/28/2015,"5,040.38","5,019.60","5,095.69","5,095.69","5,095.69"
10/27/2015,"5,018.99","5,009.07","5,040.08","5,030.15","5,030.15"
10/26/2015,"5,030.80","5,012.74","5,045.16","5,034.70","5,034.70"
10/23/2015,"5,024.38","4,999.54","5,048.55","5,031.86","5,031.86"
10/22/2015,"4,875.96","4,861.80","4,926.99","4,920.05","4,920.05"
10/21/2015,"4,903.98","4,836.46","4,904.85","4,840.12","4,840.12"
10/20/2015,"4,900.02","4,866.60","4,909.37","4,880.97","4,880.97"
10/19/2015,"4,873.54","4,865.83","4,915.49","4,905.47","4,905.47"
10/16/2015,"4,872.36","4,851.28","4,886.95","4,886.69","4,886.69"
10/15/2015,"4,799.43","4,795.29","4,870.10","4,870.10","4,870.10"
10/14/2015,"4,801.35","4,771.63","4,820.09","4,782.85","4,782.85"
10/13/2015,"4,809.24","4,793.92","4,858.28","4,796.61","4,796.61"
10/12/2015,"4,839.79","4,818.16","4,846.74","4,838.64","4,838.64"
10/9/2015,"4,817.28","4,804.59","4,841.38","4,830.47","4,830.47"
10/8/2015,"4,775.06","4,737.93","4,819.07","4,810.79","4,810.79"
10/7/2015,"4,775.05","4,728.71","4,791.15","4,791.15","4,791.15"
10/6/2015,"4,767.63","4,711.79","4,783.37","4,748.36","4,748.36"
10/5/2015,"4,742.13","4,740.24","4,785.91","4,781.26","4,781.26"
10/2/2015,"4,566.13","4,552.34","4,707.77","4,707.77","4,707.77"
10/1/2015,"4,624.46","4,559.21","4,628.23","4,627.08","4,627.08"
9/30/2015,"4,574.38","4,559.18","4,620.16","4,620.16","4,620.16"
9/29/2015,"4,551.04","4,487.06","4,596.06","4,517.32","4,517.32"
9/28/2015,"4,665.06","4,529.41","4,665.21","4,543.97","4,543.97"
9/25/2015,"4,782.41","4,659.48","4,785.22","4,686.50","4,686.50"
9/24/2015,"4,717.89","4,670.12","4,746.21","4,734.48","4,734.48"
9/23/2015,"4,764.69","4,735.13","4,780.64","4,752.74","4,752.74"
9/22/2015,"4,762.29","4,716.91","4,776.28","4,756.72","4,756.72"
9/21/2015,"4,851.98","4,795.91","4,881.46","4,828.95","4,828.95"
9/18/2015,"4,828.71","4,819.09","4,878.71","4,827.23","4,827.23"
9/17/2015,"4,884.11","4,880.50","4,960.87","4,893.95","4,893.95"
9/16/2015,"4,860.44","4,848.15","4,893.44","4,889.24","4,889.24"
9/15/2015,"4,819.32","4,802.09","4,872.35","4,860.52","4,860.52"
9/14/2015,"4,831.98","4,791.08","4,832.00","4,805.76","4,805.76"
9/11/2015,"4,770.73","4,763.15","4,822.34","4,822.34","4,822.34"
9/10/2015,"4,749.96","4,746.52","4,826.33","4,796.25","4,796.25"
9/9/2015,"4,856.27","4,746.73","4,862.88","4,756.53","4,756.53"
9/8/2015,"4,769.72","4,754.89","4,815.04","4,811.93","4,811.93"
9/4/2015,"4,670.35","4,657.82","4,712.67","4,683.92","4,683.92"
9/3/2015,"4,763.10","4,721.91","4,800.19","4,733.50","4,733.50"
9/2/2015,"4,704.42","4,659.41","4,749.98","4,749.98","4,749.98"
9/1/2015,"4,673.61","4,614.91","4,722.13","4,636.10","4,636.10"
8/31/2015,"4,798.68","4,763.42","4,824.61","4,776.51","4,776.51"
8/28/2015,"4,792.11","4,788.38","4,836.78","4,828.32","4,828.32"
8/27/2015,"4,761.05","4,721.79","4,818.71","4,812.71","4,812.71"
8/26/2015,"4,633.51","4,530.03","4,703.97","4,697.54","4,697.54"
8/25/2015,"4,687.27","4,506.10","4,689.54","4,506.49","4,506.49"
8/24/2015,"4,351.61","4,292.14","4,694.90","4,526.25","4,526.25"
8/21/2015,"4,801.04","4,706.04","4,856.75","4,706.04","4,706.04"
8/20/2015,"4,973.49","4,877.49","4,986.51","4,877.49","4,877.49"
8/19/2015,"5,039.03","4,992.85","5,060.93","5,019.05","5,019.05"
8/18/2015,"5,082.18","5,054.97","5,085.14","5,059.35","5,059.35"
8/17/2015,"5,032.34","5,022.42","5,092.69","5,091.70","5,091.70"
8/14/2015,"5,025.92","5,012.61","5,051.89","5,048.23","5,048.23"
8/13/2015,"5,050.94","5,029.61","5,071.46","5,033.56","5,033.56"
8/12/2015,"4,994.52","4,945.79","5,055.75","5,044.39","5,044.39"
8/11/2015,"5,069.16","5,013.44","5,089.33","5,036.79","5,036.79"
8/10/2015,"5,081.72","5,081.11","5,112.47","5,101.80","5,101.80"
8/7/2015,"5,043.97","5,006.15","5,055.56","5,043.54","5,043.54"
8/6/2015,"5,146.63","5,035.41","5,149.93","5,056.44","5,056.44"
8/5/2015,"5,132.77","5,131.86","5,175.26","5,139.94","5,139.94"
8/4/2015,"5,110.96","5,092.46","5,125.90","5,105.55","5,105.55"
8/3/2015,"5,134.34","5,082.32","5,143.08","5,115.38","5,115.38"
7/31/2015,"5,148.18","5,122.37","5,155.02","5,128.28","5,128.28"
7/30/2015,"5,100.30","5,070.62","5,135.65","5,128.78","5,128.78"
7/29/2015,"5,097.86","5,080.04","5,117.84","5,111.73","5,111.73"
7/28/2015,"5,063.44","5,025.61","5,097.69","5,089.21","5,089.21"
7/27/2015,"5,055.92","5,032.69","5,072.88","5,039.78","5,039.78"
7/24/2015,"5,166.91","5,084.51","5,167.54","5,088.63","5,088.63"
7/23/2015,"5,180.33","5,137.64","5,197.00","5,146.41","5,146.41"
7/22/2015,"5,146.03","5,145.78","5,184.74","5,171.77","5,171.77"
7/21/2015,"5,219.20","5,196.30","5,229.00","5,208.12","5,208.12"
7/20/2015,"5,223.18","5,201.49","5,231.94","5,218.86","5,218.86"
7/17/2015,"5,196.11","5,183.23","5,210.16","5,210.14","5,210.14"
7/16/2015,"5,138.18","5,128.56","5,163.18","5,163.18","5,163.18"
7/15/2015,"5,111.11","5,088.12","5,125.32","5,098.94","5,098.94"
7/14/2015,"5,077.12","5,075.12","5,116.52","5,104.89","5,104.89"
7/13/2015,"5,037.27","5,036.68","5,074.81","5,071.51","5,071.51"
7/10/2015,"4,981.24","4,966.51","5,008.05","4,997.70","4,997.70"
7/9/2015,"4,976.15","4,920.40","4,982.19","4,922.40","4,922.40"
7/8/2015,"4,953.98","4,901.51","4,965.45","4,909.76","4,909.76"
7/7/2015,"4,993.76","4,902.21","5,001.99","4,997.46","4,997.46"
7/6/2015,"4,963.80","4,960.93","5,020.71","4,991.94","4,991.94"
7/2/2015,"5,024.30","4,990.74","5,027.47","5,009.21","5,009.21"
7/1/2015,"5,029.05","4,994.47","5,038.55","5,013.12","5,013.12"
6/30/2015,"5,000.15","4,968.26","5,008.76","4,986.87","4,986.87"
6/29/2015,"5,021.21","4,956.23","5,051.01","4,958.47","4,958.47"
6/26/2015,"5,113.26","5,060.82","5,121.47","5,080.51","5,080.51"
6/25/2015,"5,139.48","5,102.16","5,141.71","5,112.19","5,112.19"
6/24/2015,"5,151.38","5,121.64","5,164.36","5,122.41","5,122.41"
6/23/2015,"5,161.68","5,139.33","5,163.41","5,160.10","5,160.10"
6/22/2015,"5,147.87","5,142.78","5,162.13","5,153.97","5,153.97"
6/19/2015,"5,139.77","5,113.94","5,140.17","5,117.00","5,117.00"
6/18/2015,"5,082.06","5,082.03","5,143.32","5,132.95","5,132.95"
6/17/2015,"5,067.68","5,042.25","5,080.11","5,064.88","5,064.88"
6/16/2015,"5,023.58","5,022.56","5,063.06","5,055.55","5,055.55"
6/15/2015,"5,011.79","4,985.94","5,035.37","5,029.97","5,029.97"
6/12/2015,"5,060.24","5,043.24","5,067.96","5,051.10","5,051.10"
6/11/2015,"5,088.26","5,075.05","5,101.39","5,082.51","5,082.51"
6/10/2015,"5,029.41","5,024.17","5,086.66","5,076.69","5,076.69"
6/9/2015,"5,013.13","4,974.61","5,027.02","5,013.86","5,013.86"
6/8/2015,"5,066.65","5,014.06","5,069.00","5,021.63","5,021.63"
6/5/2015,"5,057.04","5,025.52","5,074.98","5,068.46","5,068.46"
6/4/2015,"5,078.22","5,046.29","5,101.11","5,059.13","5,059.13"
6/3/2015,"5,098.48","5,084.99","5,114.60","5,099.23","5,099.23"
6/2/2015,"5,063.47","5,047.35","5,100.02","5,076.52","5,076.52"
6/1/2015,"5,094.94","5,045.67","5,099.01","5,082.93","5,082.93"
5/29/2015,"5,093.10","5,057.59","5,099.40","5,070.02","5,070.02"
5/28/2015,"5,096.34","5,080.25","5,106.65","5,097.98","5,097.98"
5/27/2015,"5,047.86","5,039.37","5,111.54","5,106.59","5,106.59"
5/26/2015,"5,076.91","5,016.73","5,081.17","5,032.75","5,032.75"
5/22/2015,"5,085.39","5,085.19","5,103.84","5,089.36","5,089.36"
5/21/2015,"5,065.94","5,062.51","5,098.23","5,090.79","5,090.79"
5/20/2015,"5,072.44","5,050.21","5,097.52","5,071.74","5,071.74"
5/19/2015,"5,080.44","5,062.80","5,087.35","5,070.03","5,070.03"
5/18/2015,"5,040.92","5,037.54","5,084.50","5,078.44","5,078.44"
5/15/2015,"5,059.15","5,034.84","5,062.65","5,048.29","5,048.29"
5/14/2015,"5,016.68","4,999.65","5,051.72","5,050.80","5,050.80"
5/13/2015,"4,991.42","4,977.49","5,012.97","4,981.69","4,981.69"
5/12/2015,"4,966.44","4,931.60","4,995.50","4,976.19","4,976.19"
5/11/2015,"5,003.26","4,992.02","5,017.38","4,993.57","4,993.57"
5/8/2015,"4,991.63","4,989.26","5,014.33","5,003.55","5,003.55"
5/7/2015,"4,917.75","4,914.53","4,957.12","4,945.54","4,945.54"
5/6/2015,"4,956.70","4,888.17","4,965.10","4,919.64","4,919.64"
5/5/2015,"5,000.19","4,934.34","5,008.27","4,939.33","4,939.33"
5/4/2015,"5,018.35","5,013.02","5,043.62","5,016.93","5,016.93"
5/1/2015,"4,966.32","4,962.74","5,005.39","5,005.39","5,005.39"
4/30/2015,"4,996.99","4,921.56","5,015.96","4,941.42","4,941.42"
4/29/2015,"5,028.45","4,999.83","5,053.85","5,023.64","5,023.64"
4/28/2015,"5,063.26","5,006.28","5,075.30","5,055.42","5,055.42"
4/27/2015,"5,104.36","5,053.54","5,119.83","5,060.25","5,060.25"
4/24/2015,"5,096.34","5,081.21","5,100.37","5,092.09","5,092.09"
4/23/2015,"5,020.22","5,019.30","5,073.09","5,056.06","5,056.06"
4/22/2015,"5,026.57","4,992.62","5,040.65","5,035.17","5,035.17"
4/21/2015,"5,023.96","5,009.51","5,028.22","5,014.10","5,014.10"
4/20/2015,"4,958.07","4,952.68","5,000.20","4,994.60","4,994.60"
4/17/2015,"4,966.11","4,912.32","4,974.09","4,931.81","4,931.81"
4/16/2015,"4,999.36","4,996.00","5,016.00","5,007.79","5,007.79"
4/15/2015,"4,992.62","4,989.24","5,021.19","5,011.02","5,011.02"
4/14/2015,"4,988.82","4,952.01","4,996.82","4,977.29","4,977.29"
4/13/2015,"5,001.56","4,985.96","5,024.25","4,988.25","4,988.25"
4/10/2015,"4,977.03","4,970.02","4,996.08","4,995.98","4,995.98"
4/9/2015,"4,950.84","4,928.11","4,975.93","4,974.56","4,974.56"
4/8/2015,"4,914.15","4,914.15","4,956.72","4,950.82","4,950.82"
4/7/2015,"4,917.50","4,909.77","4,948.88","4,910.23","4,910.23"
4/6/2015,"4,855.94","4,852.91","4,929.63","4,917.32","4,917.32"
4/2/2015,"4,885.41","4,872.96","4,901.32","4,886.94","4,886.94"
4/1/2015,"4,894.36","4,844.39","4,899.38","4,880.23","4,880.23"
3/31/2015,"4,925.91","4,899.31","4,940.87","4,900.88","4,900.88"
3/30/2015,"4,921.78","4,921.12","4,948.46","4,947.44","4,947.44"
3/27/2015,"4,863.74","4,859.65","4,899.26","4,891.22","4,891.22"
3/26/2015,"4,835.72","4,825.93","4,889.21","4,863.36","4,863.36"
3/25/2015,"5,002.83","4,876.52","5,006.76","4,876.52","4,876.52"
3/24/2015,"5,010.10","4,994.56","5,032.48","4,994.73","4,994.73"
3/23/2015,"5,020.60","5,010.97","5,031.39","5,010.97","5,010.97"
3/20/2015,"5,033.47","5,020.06","5,042.14","5,026.42","5,026.42"
3/19/2015,"4,982.02","4,979.94","5,000.02","4,992.38","4,992.38"
3/18/2015,"4,926.83","4,907.72","5,001.57","4,982.83","4,982.83"
3/17/2015,"4,912.65","4,907.02","4,944.91","4,937.44","4,937.44"
3/16/2015,"4,897.27","4,889.09","4,929.94","4,929.51","4,929.51"
3/13/2015,"4,885.54","4,842.80","4,904.47","4,871.76","4,871.76"
3/12/2015,"4,853.98","4,853.20","4,895.80","4,893.29","4,893.29"
3/11/2015,"4,866.94","4,846.79","4,876.09","4,849.94","4,849.94"
3/10/2015,"4,899.51","4,859.80","4,903.44","4,859.80","4,859.80"
3/9/2015,"4,936.08","4,920.82","4,950.47","4,942.44","4,942.44"
3/6/2015,"4,967.24","4,918.63","4,982.93","4,927.37","4,927.37"
3/5/2015,"4,979.95","4,963.10","4,993.52","4,982.81","4,982.81"
3/4/2015,"4,961.24","4,938.90","4,973.32","4,967.14","4,967.14"
3/3/2015,"4,990.70","4,956.07","4,996.66","4,979.90","4,979.90"
3/2/2015,"4,973.43","4,972.01","5,008.57","5,008.10","5,008.10"
2/27/2015,"4,985.03","4,960.88","4,989.25","4,963.53","4,963.53"
2/26/2015,"4,969.27","4,955.51","4,989.11","4,987.89","4,987.89"
2/25/2015,"4,960.36","4,955.99","4,984.24","4,967.14","4,967.14"
2/24/2015,"4,956.21","4,945.14","4,971.18","4,968.12","4,968.12"
2/23/2015,"4,953.10","4,939.56","4,960.97","4,960.97","4,960.97"
2/20/2015,"4,919.78","4,905.59","4,957.02","4,955.97","4,955.97"
2/19/2015,"4,901.51","4,900.63","4,929.53","4,924.70","4,924.70"
2/18/2015,"4,890.84","4,885.60","4,907.50","4,906.36","4,906.36"
2/17/2015,"4,889.98","4,880.64","4,901.89","4,899.27","4,899.27"
2/13/2015,"4,869.73","4,860.13","4,893.84","4,893.84","4,893.84"
2/12/2015,"4,828.08","4,823.57","4,857.61","4,857.61","4,857.61"
2/11/2015,"4,788.37","4,780.13","4,810.36","4,801.18","4,801.18"
2/10/2015,"4,754.63","4,737.12","4,793.27","4,787.65","4,787.65"
2/9/2015,"4,723.73","4,719.61","4,749.47","4,726.01","4,726.01"
2/6/2015,"4,768.85","4,731.22","4,787.19","4,744.40","4,744.40"
2/5/2015,"4,729.65","4,722.80","4,767.38","4,765.10","4,765.10"
2/4/2015,"4,699.81","4,697.79","4,744.33","4,716.70","4,716.70"
2/3/2015,"4,693.25","4,670.82","4,727.74","4,727.74","4,727.74"
2/2/2015,"4,650.60","4,580.46","4,676.69","4,676.69","4,676.69"
1/30/2015,"4,671.20","4,631.10","4,703.81","4,635.24","4,635.24"
1/29/2015,"4,635.73","4,601.76","4,688.41","4,683.41","4,683.41"
1/28/2015,"4,740.69","4,637.48","4,742.06","4,637.99","4,637.99"
1/27/2015,"4,698.23","4,659.83","4,721.88","4,681.50","4,681.50"
1/26/2015,"4,752.36","4,734.20","4,774.18","4,771.76","4,771.76"
1/23/2015,"4,748.19","4,737.95","4,771.18","4,757.88","4,757.88"
1/22/2015,"4,690.93","4,644.57","4,752.60","4,750.40","4,750.40"
1/21/2015,"4,641.95","4,629.59","4,692.46","4,667.42","4,667.42"
1/20/2015,"4,655.84","4,601.10","4,665.65","4,654.85","4,654.85"
1/16/2015,"4,566.38","4,563.11","4,635.82","4,634.38","4,634.38"
1/15/2015,"4,657.46","4,567.39","4,663.96","4,570.82","4,570.82"
1/14/2015,"4,610.76","4,595.98","4,655.37","4,639.32","4,639.32"
1/13/2015,"4,708.74","4,624.28","4,751.34","4,661.50","4,661.50"
1/12/2015,"4,714.07","4,650.65","4,715.81","4,664.71","4,664.71"
1/9/2015,"4,744.47","4,681.24","4,744.71","4,704.07","4,704.07"
1/8/2015,"4,689.54","4,688.02","4,741.38","4,736.19","4,736.19"
1/7/2015,"4,626.84","4,613.90","4,652.72","4,650.47","4,650.47"
1/6/2015,"4,666.85","4,567.60","4,667.33","4,592.74","4,592.74"
1/5/2015,"4,700.34","4,641.46","4,702.77","4,652.57","4,652.57"
1/2/2015,"4,760.24","4,698.11","4,777.01","4,726.81","4,726.81"
12/31/2014,"4,790.53","4,734.11","4,806.43","4,736.05","4,736.05"
12/30/2014,"4,793.61","4,772.88","4,803.89","4,777.44","4,777.44"
12/29/2014,"4,801.26","4,798.90","4,813.72","4,806.91","4,806.91"
12/26/2014,"4,788.06","4,787.85","4,814.95","4,806.86","4,806.86"
12/24/2014,"4,770.12","4,768.67","4,787.57","4,773.47","4,773.47"
12/23/2014,"4,798.03","4,761.39","4,798.06","4,765.42","4,765.42"
12/22/2014,"4,759.04","4,757.81","4,781.93","4,781.42","4,781.42"
12/19/2014,"4,752.60","4,738.29","4,782.13","4,765.38","4,765.38"
12/18/2014,"4,712.39","4,697.09","4,748.40","4,748.40","4,748.40"
12/17/2014,"4,556.90","4,550.70","4,651.90","4,644.31","4,644.31"
12/16/2014,"4,572.79","4,547.31","4,645.19","4,547.83","4,547.83"
12/15/2014,"4,679.67","4,592.43","4,690.58","4,605.16","4,605.16"
12/12/2014,"4,665.35","4,653.60","4,707.92","4,653.60","4,653.60"
12/11/2014,"4,704.65","4,699.43","4,759.88","4,708.16","4,708.16"
12/10/2014,"4,754.42","4,679.24","4,766.64","4,684.02","4,684.02"
12/9/2014,"4,685.20","4,674.38","4,768.41","4,766.47","4,766.47"
12/8/2014,"4,769.76","4,722.91","4,793.24","4,740.69","4,740.69"
12/5/2014,"4,776.57","4,769.64","4,788.98","4,780.76","4,780.76"
12/4/2014,"4,772.00","4,753.71","4,785.41","4,769.44","4,769.44"
12/3/2014,"4,761.31","4,745.14","4,781.37","4,774.47","4,774.47"
12/2/2014,"4,732.97","4,729.76","4,761.63","4,755.81","4,755.81"
12/1/2014,"4,777.73","4,724.62","4,782.07","4,727.35","4,727.35"
11/28/2014,"4,797.10","4,786.72","4,810.86","4,791.63","4,791.63"
11/26/2014,"4,760.23","4,757.48","4,788.00","4,787.32","4,787.32"
11/25/2014,"4,762.39","4,749.92","4,774.52","4,758.25","4,758.25"
11/24/2014,"4,725.17","4,723.62","4,755.02","4,754.89","4,754.89"
11/21/2014,"4,751.01","4,700.73","4,751.60","4,712.97","4,712.97"
11/20/2014,"4,655.20","4,653.32","4,702.97","4,701.87","4,701.87"
11/19/2014,"4,694.78","4,655.72","4,696.20","4,675.71","4,675.71"
11/18/2014,"4,674.84","4,674.30","4,709.83","4,702.44","4,702.44"
11/17/2014,"4,678.44","4,655.19","4,689.53","4,671.00","4,671.00"
11/14/2014,"4,679.85","4,664.31","4,688.74","4,688.54","4,688.54"
11/13/2014,"4,681.56","4,664.27","4,703.10","4,680.14","4,680.14"
11/12/2014,"4,644.63","4,643.78","4,678.58","4,675.14","4,675.14"
11/11/2014,"4,649.19","4,640.24","4,661.23","4,660.56","4,660.56"
11/10/2014,"4,635.10","4,626.49","4,653.38","4,651.62","4,651.62"
11/7/2014,"4,636.89","4,606.81","4,638.80","4,632.53","4,632.53"
11/6/2014,"4,616.78","4,604.76","4,639.17","4,638.47","4,638.47"
11/5/2014,"4,649.47","4,607.73","4,650.39","4,620.72","4,620.72"
11/4/2014,"4,623.77","4,594.91","4,635.95","4,623.64","4,623.64"
11/3/2014,"4,633.71","4,627.42","4,654.19","4,638.91","4,638.91"
10/31/2014,"4,639.45","4,616.58","4,641.51","4,630.74","4,630.74"
10/30/2014,"4,532.10","4,521.79","4,575.50","4,566.14","4,566.14"
10/29/2014,"4,551.37","4,517.02","4,564.44","4,549.23","4,549.23"
10/28/2014,"4,505.73","4,505.11","4,564.29","4,564.29","4,564.29"
10/27/2014,"4,469.02","4,450.29","4,489.60","4,485.93","4,485.93"
10/24/2014,"4,459.46","4,445.85","4,486.26","4,483.72","4,483.72"
10/23/2014,"4,427.44","4,421.56","4,475.55","4,452.79","4,452.79"
10/22/2014,"4,429.16","4,381.28","4,435.86","4,382.85","4,382.85"
10/21/2014,"4,359.17","4,356.10","4,419.48","4,419.48","4,419.48"
10/20/2014,"4,254.16","4,248.22","4,316.87","4,316.07","4,316.07"
10/17/2014,"4,275.09","4,241.67","4,296.11","4,258.44","4,258.44"
10/16/2014,"4,133.25","4,131.65","4,246.01","4,217.39","4,217.39"
10/15/2014,"4,154.10","4,116.60","4,231.54","4,215.32","4,215.32"
10/14/2014,"4,246.23","4,212.82","4,281.34","4,227.17","4,227.17"
10/13/2014,"4,274.90","4,212.86","4,303.82","4,213.66","4,213.66"
10/10/2014,"4,354.63","4,276.24","4,380.51","4,276.24","4,276.24"
10/9/2014,"4,458.29","4,377.28","4,464.13","4,378.34","4,378.34"
10/8/2014,"4,385.70","4,355.34","4,473.73","4,468.59","4,468.59"
10/7/2014,"4,433.91","4,385.15","4,441.76","4,385.20","4,385.20"
10/6/2014,"4,492.40","4,444.10","4,496.26","4,454.80","4,454.80"
10/3/2014,"4,456.81","4,445.72","4,488.07","4,475.62","4,475.62"
10/2/2014,"4,421.25","4,367.74","4,441.95","4,430.19","4,430.19"
10/1/2014,"4,486.65","4,409.30","4,486.79","4,422.09","4,422.09"
9/30/2014,"4,512.64","4,483.91","4,522.06","4,493.39","4,493.39"
9/29/2014,"4,465.84","4,464.44","4,515.24","4,505.85","4,505.85"
9/26/2014,"4,476.48","4,475.48","4,515.74","4,512.19","4,512.19"
9/25/2014,"4,540.82","4,466.64","4,546.93","4,466.75","4,466.75"
9/24/2014,"4,514.92","4,500.13","4,557.27","4,555.22","4,555.22"
9/23/2014,"4,511.32","4,508.42","4,536.03","4,508.69","4,508.69"
9/22/2014,"4,568.45","4,513.12","4,568.87","4,527.69","4,527.69"
9/19/2014,"4,606.13","4,563.44","4,610.57","4,579.79","4,579.79"
9/18/2014,"4,575.74","4,572.62","4,593.98","4,593.43","4,593.43"
9/17/2014,"4,553.96","4,539.36","4,582.40","4,562.19","4,562.19"
9/16/2014,"4,502.11","4,499.87","4,558.24","4,552.76","4,552.76"
9/15/2014,"4,567.45","4,506.73","4,567.47","4,518.90","4,518.90"
9/12/2014,"4,588.77","4,555.68","4,590.08","4,567.60","4,567.60"
9/11/2014,"4,567.64","4,559.75","4,591.81","4,591.81","4,591.81"
9/10/2014,"4,554.15","4,544.84","4,587.10","4,586.52","4,586.52"
9/9/2014,"4,588.83","4,544.44","4,599.03","4,552.28","4,552.28"
9/8/2014,"4,579.06","4,570.23","4,600.40","4,592.28","4,592.28"
9/5/2014,"4,560.63","4,542.74","4,583.00","4,582.90","4,582.90"
9/4/2014,"4,581.52","4,553.31","4,603.15","4,562.29","4,562.29"
9/3/2014,"4,610.14","4,565.38","4,610.14","4,572.56","4,572.56"
9/2/2014,"4,592.42","4,576.81","4,598.64","4,598.19","4,598.19"
8/29/2014,"4,571.76","4,553.78","4,580.27","4,580.27","4,580.27"
8/28/2014,"4,552.55","4,546.62","4,565.96","4,557.69","4,557.69"
8/27/2014,"4,574.35","4,561.84","4,575.81","4,569.62","4,569.62"
8/26/2014,"4,563.81","4,556.78","4,575.59","4,570.64","4,570.64"
8/25/2014,"4,563.72","4,547.78","4,571.14","4,557.35","4,557.35"
8/22/2014,"4,534.87","4,521.77","4,547.24","4,538.55","4,538.55"
8/21/2014,"4,526.72","4,513.81","4,534.00","4,532.10","4,532.10"
8/20/2014,"4,517.75","4,515.73","4,533.01","4,526.48","4,526.48"
8/19/2014,"4,514.26","4,513.92","4,528.91","4,527.51","4,527.51"
8/18/2014,"4,490.53","4,486.44","4,509.15","4,508.31","4,508.31"
8/15/2014,"4,479.64","4,427.13","4,482.47","4,464.93","4,464.93"
8/14/2014,"4,438.13","4,433.94","4,453.00","4,453.00","4,453.00"
8/13/2014,"4,407.86","4,403.64","4,434.31","4,434.13","4,434.13"
8/12/2014,"4,394.69","4,371.84","4,407.08","4,389.25","4,389.25"
8/11/2014,"4,387.38","4,384.15","4,415.78","4,401.33","4,401.33"
8/8/2014,"4,340.88","4,327.87","4,373.11","4,370.90","4,370.90"
8/7/2014,"4,373.24","4,321.89","4,379.70","4,334.97","4,334.97"
8/6/2014,"4,326.28","4,325.04","4,378.99","4,355.05","4,355.05"
8/5/2014,"4,364.59","4,333.58","4,383.02","4,352.84","4,352.84"
8/4/2014,"4,365.62","4,343.03","4,395.38","4,383.89","4,383.89"
8/1/2014,"4,363.39","4,324.02","4,385.05","4,352.64","4,352.64"
7/31/2014,"4,421.29","4,367.15","4,430.80","4,369.77","4,369.77"
7/30/2014,"4,468.44","4,444.51","4,476.06","4,462.90","4,462.90"
7/29/2014,"4,456.07","4,441.03","4,470.97","4,442.70","4,442.70"
7/28/2014,"4,451.12","4,413.91","4,455.39","4,444.91","4,444.91"
7/25/2014,"4,448.06","4,430.43","4,457.95","4,449.56","4,449.56"
7/24/2014,"4,481.61","4,465.94","4,485.50","4,472.11","4,472.11"
7/23/2014,"4,468.16","4,457.94","4,480.73","4,473.70","4,473.70"
7/22/2014,"4,444.94","4,443.35","4,464.13","4,456.02","4,456.02"
7/21/2014,"4,421.20","4,404.51","4,432.41","4,424.70","4,424.70"
7/18/2014,"4,379.94","4,378.22","4,434.44","4,432.15","4,432.15"
7/17/2014,"4,411.52","4,352.23","4,425.38","4,363.45","4,363.45"
7/16/2014,"4,446.17","4,419.71","4,448.87","4,425.97","4,425.97"
7/15/2014,"4,444.91","4,389.70","4,451.93","4,416.39","4,416.39"
7/14/2014,"4,441.39","4,432.95","4,451.60","4,440.42","4,440.42"
7/11/2014,"4,401.05","4,389.29","4,417.16","4,415.49","4,415.49"
7/10/2014,"4,352.03","4,351.04","4,415.85","4,396.20","4,396.20"
7/9/2014,"4,403.03","4,388.01","4,421.93","4,419.03","4,419.03"
7/8/2014,"4,442.87","4,372.04","4,443.56","4,391.46","4,391.46"
7/7/2014,"4,477.74","4,447.60","4,478.02","4,451.53","4,451.53"
7/3/2014,"4,472.89","4,463.85","4,485.93","4,485.93","4,485.93"
7/2/2014,"4,457.86","4,450.87","4,466.92","4,457.73","4,457.73"
7/1/2014,"4,424.71","4,424.43","4,471.60","4,458.65","4,458.65"
6/30/2014,"4,398.37","4,396.59","4,417.46","4,408.18","4,408.18"
6/27/2014,"4,371.80","4,371.60","4,398.85","4,397.93","4,397.93"
6/26/2014,"4,379.44","4,347.45","4,379.80","4,379.05","4,379.05"
6/25/2014,"4,341.82","4,339.41","4,383.55","4,379.76","4,379.76"
6/24/2014,"4,367.90","4,342.90","4,399.87","4,350.35","4,350.35"
6/23/2014,"4,368.95","4,358.68","4,371.81","4,368.68","4,368.68"
6/20/2014,"4,365.37","4,354.03","4,368.80","4,368.04","4,368.04"
6/19/2014,"4,370.14","4,339.61","4,372.18","4,359.33","4,359.33"
6/18/2014,"4,341.18","4,320.54","4,365.10","4,362.84","4,362.84"
6/17/2014,"4,316.01","4,311.15","4,346.12","4,337.23","4,337.23"
6/16/2014,"4,303.93","4,296.26","4,326.89","4,321.10","4,321.10"
6/13/2014,"4,315.31","4,288.41","4,317.67","4,310.65","4,310.65"
6/12/2014,"4,323.11","4,284.53","4,328.35","4,297.63","4,297.63"
6/11/2014,"4,322.92","4,315.49","4,338.21","4,331.93","4,331.93"
6/10/2014,"4,329.20","4,319.93","4,338.87","4,338.00","4,338.00"
6/9/2014,"4,324.35","4,320.28","4,346.74","4,336.24","4,336.24"
6/6/2014,"4,312.76","4,305.74","4,322.51","4,321.40","4,321.40"
6/5/2014,"4,259.12","4,241.68","4,299.50","4,296.23","4,296.23"
6/4/2014,"4,222.21","4,216.23","4,256.19","4,251.64","4,251.64"
