 Date,USDCHF Open,USDCHF Low,USDCHF High,USDCHF Close,USDCHF Adj. Close,USDCHF SMA (200D),USDCHF SMA (50D)
6/10/2019,0.9877,0.9873,0.9919,0.9899,0.9899,0.9962,1.0077
6/7/2019,0.991,0.9859,0.9949,0.9876,0.9876,0.9961,1.0079
6/6/2019,0.9949,0.9881,0.9957,0.9914,0.9914,0.996,1.008
6/5/2019,0.9922,0.9857,0.995,0.9949,0.9949,0.996,1.0081
6/4/2019,0.9923,0.9904,0.9954,0.9921,0.9921,0.9959,1.0081
6/3/2019,1.0014,0.9911,1.0018,0.9925,0.9925,0.9959,1.0081
5/31/2019,1.0073,1.0002,1.0082,1.0011,1.0011,0.9958,1.0081
5/30/2019,1.0074,1.007,1.0098,1.0078,1.0078,0.9957,1.008
5/29/2019,1.0076,1.005,1.0085,1.0078,1.0078,0.9957,1.0077
5/28/2019,1.0038,1.0035,1.0098,1.0077,1.0077,0.9956,1.0074
5/27/2019,1.0043,1.0012,1.006,1.0039,1.0039,0.9955,1.0072
5/24/2019,1.0031,1.001,1.0043,1.0017,1.0017,0.9955,1.0072
5/23/2019,1.0098,1.0024,1.0099,1.0033,1.0033,0.9955,1.0072
5/22/2019,1.0111,1.0067,1.0119,1.0097,1.0097,0.9954,1.0072
5/21/2019,1.0085,1.0083,1.0119,1.0111,1.0111,0.9953,1.0071
5/20/2019,1.0108,1.0081,1.0121,1.0085,1.0085,0.9952,1.007
5/17/2019,1.0103,1.0086,1.0122,1.0111,1.0111,0.9952,1.007
5/16/2019,1.0087,1.0074,1.0107,1.01,1.01,0.9951,1.007
5/15/2019,1.0087,1.0057,1.0097,1.0087,1.0087,0.995,1.007
5/14/2019,1.0063,1.0051,1.0096,1.0088,1.0088,0.995,1.0069
5/13/2019,1.0117,1.005,1.0121,1.0063,1.0063,0.9949,1.0068
5/10/2019,1.0146,1.0101,1.0158,1.0109,1.0109,0.9948,1.0067
5/9/2019,1.0208,1.0125,1.021,1.015,1.015,0.9947,1.0065
5/8/2019,1.0196,1.0169,1.0208,1.0202,1.0202,0.9946,1.0061
5/7/2019,1.018,1.0162,1.0226,1.0197,1.0197,0.9944,1.0057
5/6/2019,1.0159,1.0152,1.0196,1.0181,1.0181,0.9943,1.0053
5/3/2019,1.019,1.0164,1.0214,1.0164,1.0164,0.9942,1.005
5/2/2019,1.0171,1.0171,1.0203,1.0188,1.0188,0.9941,1.0047
5/1/2019,1.0196,1.0129,1.0198,1.018,1.018,0.9939,1.0043
4/30/2019,1.0197,1.0175,1.0202,1.0195,1.0195,0.9938,1.004
4/29/2019,1.0195,1.0183,1.0214,1.0197,1.0197,0.9937,1.0036
4/26/2019,1.0203,1.0185,1.0237,1.0194,1.0194,0.9936,1.0033
4/25/2019,1.0199,1.0194,1.0228,1.0202,1.0202,0.9935,1.003
4/24/2019,1.0204,1.0171,1.022,1.0207,1.0207,0.9934,1.0027
4/23/2019,1.0153,1.0153,1.023,1.0199,1.0199,0.9933,1.0025
4/22/2019,1.0139,1.0136,1.0161,1.0152,1.0152,0.9932,1.0022
4/19/2019,1.0154,1.0132,1.0156,1.0146,1.0146,0.9931,1.002
4/18/2019,1.0104,1.0094,1.0159,1.0155,1.0155,0.993,1.0017
4/17/2019,1.0079,1.0068,1.011,1.0105,1.0105,0.9929,1.0014
4/16/2019,1.0041,1.0033,1.0082,1.008,1.008,0.9928,1.0013
4/15/2019,1.002,1.001,1.0047,1.0041,1.0041,0.9927,1.0011
4/12/2019,1.0024,0.9998,1.0034,1.0028,1.0028,0.9927,1.001
4/11/2019,1.0027,1.0011,1.0046,1.0033,1.0033,0.9926,1.0008
4/10/2019,1.0001,0.9995,1.0032,1.0026,1.0026,0.9926,1.0006
4/9/2019,0.9989,0.9981,1.0009,1.0001,1.0001,0.9925,1.0005
4/8/2019,1.0001,0.9978,1.0003,0.9988,0.9988,0.9925,1.0004
4/5/2019,0.9998,0.9985,1.0012,1,1,0.9925,1.0002
4/4/2019,0.9983,0.9972,1.0003,0.9998,0.9998,0.9924,1.0001
4/3/2019,0.9981,0.9954,0.9987,0.9983,0.9983,0.9924,1
4/2/2019,0.9981,0.9974,1,0.998,0.998,0.9923,0.9999
4/1/2019,0.995,0.9935,0.9994,0.9987,0.9987,0.9923,0.9999
3/29/2019,0.9945,0.9945,0.9974,0.9955,0.9955,0.9923,0.9999
3/28/2019,0.9949,0.9941,0.9972,0.9956,0.9956,0.9923,0.9999
3/27/2019,0.9945,0.991,0.9966,0.995,0.995,0.9923,0.9999
3/26/2019,0.9925,0.9919,0.9951,0.9945,0.9945,0.9923,0.9998
3/25/2019,0.994,0.9911,0.9949,0.9924,0.9924,0.9923,0.9996
3/22/2019,0.9918,0.9915,0.997,0.9939,0.9939,0.9922,0.9994
3/21/2019,0.9926,0.9904,0.9946,0.992,0.992,0.9922,0.9992
3/20/2019,0.9993,0.9895,1.001,0.9926,0.9926,0.9922,0.9991
3/19/2019,1.0012,0.9985,1.0015,0.9993,0.9993,0.9921,0.9987
3/18/2019,1.0025,0.9997,1.0026,1.0015,1.0015,0.992,0.9983
3/15/2019,1.0038,1.0012,1.0052,1.0017,1.0017,0.992,0.9979
3/14/2019,1.0045,1.003,1.0051,1.0038,1.0038,0.9919,0.9976
3/13/2019,1.0078,1.0027,1.0085,1.0037,1.0037,0.9918,0.9973
3/12/2019,1.0106,1.0064,1.0112,1.0078,1.0078,0.9917,0.997
3/11/2019,1.0076,1.0071,1.0119,1.0106,1.0106,0.9916,0.9965
3/8/2019,1.0112,1.007,1.0118,1.0081,1.0081,0.9915,0.996
3/7/2019,1.005,1.0036,1.0124,1.0121,1.0121,0.9914,0.9956
3/6/2019,1.004,1.0032,1.0056,1.0047,1.0047,0.9913,0.9952
3/5/2019,0.999,0.9984,1.0054,1.0043,1.0043,0.9913,0.9949
3/4/2019,0.9982,0.9981,1.002,0.9986,0.9986,0.9912,0.9945
3/1/2019,0.9983,0.9966,1.0009,0.9991,0.9991,0.9912,0.9944
2/28/2019,1.0016,0.9927,1.0016,0.9983,0.9983,0.9912,0.9943
2/27/2019,0.9987,0.9963,1.0014,1.0012,1.0012,0.9911,0.9942
2/26/2019,1.0007,0.9988,1.0019,0.9999,0.9999,0.9911,0.9941
2/25/2019,1.0006,0.9984,1.0012,1.0003,1.0003,0.9911,0.994
2/22/2019,1.001,0.9989,1.0024,1.0004,1.0004,0.9911,0.9939
2/21/2019,0.9996,0.9996,1.0023,1.0011,1.0011,0.9911,0.9937
2/20/2019,1.0006,0.9982,1.0021,1.0008,1.0008,0.9911,0.9935
2/19/2019,1.0047,1.0002,1.006,1.001,1.001,0.9911,0.9933
2/18/2019,1.0053,1.0024,1.0053,1.0042,1.0042,0.9912,0.9931
2/15/2019,1.0047,1.0046,1.0087,1.0048,1.0048,0.9912,0.993
2/14/2019,1.0092,1.0045,1.0098,1.0053,1.0053,0.9911,0.9928
2/13/2019,1.0068,1.0045,1.0093,1.0092,1.0092,0.9911,0.9927
2/12/2019,1.0036,1.0036,1.0092,1.0059,1.0059,0.9911,0.9925
2/11/2019,1.0005,0.9991,1.01,1.0044,1.0044,0.991,0.9923
2/8/2019,1.0017,0.9996,1.0028,1.0001,1.0001,0.991,0.9921
2/7/2019,1.0015,1.0001,1.0029,1.0023,1.0023,0.991,0.9921
2/6/2019,0.9998,0.9988,1.0026,1.0019,1.0019,0.9909,0.992
2/5/2019,0.9978,0.9975,1.0019,0.9999,0.9999,0.9909,0.9919
2/4/2019,0.995,0.9944,0.9994,0.9981,0.9981,0.9908,0.9918
2/1/2019,0.9939,0.9923,0.9963,0.9954,0.9954,0.9908,0.9917
1/31/2019,0.9941,0.991,0.9952,0.9946,0.9946,0.9907,0.9917
1/30/2019,0.995,0.9933,0.9994,0.9943,0.9943,0.9906,0.9917
1/29/2019,0.9914,0.9908,0.9957,0.9948,0.9948,0.9905,0.9918
1/28/2019,0.9931,0.9906,0.9934,0.9919,0.9919,0.9904,0.9921
1/25/2019,0.9965,0.9923,0.9974,0.9925,0.9925,0.9903,0.9923
1/24/2019,0.9954,0.9936,0.9977,0.9964,0.9964,0.9901,0.9926
1/23/2019,0.9973,0.994,0.999,0.9949,0.9949,0.9899,0.9929
1/22/2019,0.9968,0.9962,0.9985,0.9976,0.9976,0.9898,0.9931
1/21/2019,0.9951,0.9947,0.9987,0.9973,0.9973,0.9896,0.9933
1/18/2019,0.9942,0.9933,0.9959,0.9957,0.9957,0.9894,0.9934
1/17/2019,0.9902,0.9897,0.9954,0.9936,0.9936,0.9892,0.9935
1/16/2019,0.9878,0.9873,0.991,0.9905,0.9905,0.989,0.9937
1/15/2019,0.981,0.9802,0.9894,0.9874,0.9874,0.9889,0.994
1/14/2019,0.9849,0.9801,0.9849,0.9812,0.9812,0.9887,0.9943
1/11/2019,0.9845,0.9815,0.9856,0.9838,0.9838,0.9886,0.9948
1/10/2019,0.9744,0.9717,0.9849,0.9848,0.9848,0.9885,0.9953
1/9/2019,0.9812,0.9733,0.9819,0.9734,0.9734,0.9884,0.9956
1/8/2019,0.9797,0.9789,0.9834,0.9814,0.9814,0.9883,0.9961
1/7/2019,0.987,0.9788,0.9875,0.9796,0.9796,0.9882,0.9964
1/4/2019,0.9868,0.9854,0.9906,0.9864,0.9864,0.988,0.9968
1/3/2019,0.9901,0.9847,0.9911,0.9879,0.9879,0.9878,0.997
1/2/2019,0.9818,0.9797,0.9919,0.9902,0.9902,0.9876,0.9971
12/31/2018,0.9839,0.9827,0.9874,0.9829,0.9829,0.9874,0.9973
12/28/2018,0.9879,0.9791,0.9892,0.9839,0.9839,0.9872,0.9975
12/27/2018,0.9957,0.9846,0.9959,0.9876,0.9876,0.9871,0.9977
12/26/2018,0.9866,0.9853,0.9963,0.9956,0.9956,0.9869,0.9978
12/25/2018,0.9862,0.9839,0.9878,0.9864,0.9864,0.9867,0.9976
12/24/2018,0.9937,0.9864,0.9953,0.9869,0.9869,0.9865,0.9977
12/19/2018,0.9925,0.9907,0.9952,0.9952,0.9952,0.9863,0.9978
12/18/2018,0.993,0.9901,0.9936,0.9927,0.9927,0.9861,0.9977
12/17/2018,0.9959,0.9918,0.9985,0.9928,0.9928,0.9859,0.9977
12/14/2018,0.9942,0.993,0.9982,0.998,0.998,0.9856,0.9977
12/13/2018,0.9936,0.9915,0.9953,0.9938,0.9938,0.9854,0.9976
12/12/2018,0.9933,0.9915,0.9965,0.9929,0.9929,0.9852,0.9975
12/11/2018,0.9905,0.9864,0.9938,0.9927,0.9927,0.9849,0.9975
12/10/2018,0.9906,0.9868,0.9906,0.9899,0.9899,0.9847,0.9973
12/7/2018,0.9925,0.9891,0.9944,0.9895,0.9895,0.9844,0.9972
12/6/2018,0.9976,0.9897,0.9988,0.9932,0.9932,0.9842,0.9971
12/5/2018,0.9974,0.9971,1.0005,0.9977,0.9977,0.9839,0.9967
12/4/2018,0.998,0.9932,0.9989,0.998,0.998,0.9836,0.9961
12/3/2018,0.9994,0.9965,0.9997,0.9985,0.9985,0.9833,0.9955
11/30/2018,0.996,0.9952,1.0002,0.999,0.999,0.983,0.9948
11/29/2018,0.9942,0.9918,0.9976,0.9963,0.9963,0.9827,0.994
11/28/2018,0.9987,0.9926,1.0005,0.9935,0.9935,0.9824,0.9932
11/27/2018,0.998,0.9976,1.0003,0.9986,0.9986,0.9821,0.9927
11/26/2018,0.9973,0.9955,0.9993,0.9987,0.9987,0.9818,0.992
11/23/2018,0.9955,0.9935,0.998,0.9975,0.9975,0.9815,0.9913
11/22/2018,0.9952,0.9923,0.9956,0.9945,0.9945,0.9811,0.9907
11/21/2018,0.9957,0.9925,0.9958,0.9947,0.9947,0.9808,0.9901
11/20/2018,0.9934,0.991,0.9957,0.9952,0.9952,0.9804,0.9896
11/19/2018,1.0005,0.9925,1.0007,0.994,0.994,0.9801,0.9892
11/16/2018,1.0058,0.9992,1.0086,0.9997,0.9997,0.9799,0.9888
11/15/2018,1.0075,1.0036,1.0077,1.0066,1.0066,0.9796,0.9882
11/14/2018,1.007,1.0043,1.0103,1.005,1.005,0.9792,0.9874
11/13/2018,1.011,1.0072,1.0127,1.0077,1.0077,0.9789,0.9867
11/12/2018,1.0058,1.0053,1.0106,1.0104,1.0104,0.9785,0.986
11/9/2018,1.0061,1.0045,1.0086,1.0054,1.0054,0.9782,0.9852
11/8/2018,1.0004,1.0004,1.007,1.0061,1.0061,0.9778,0.9845
11/7/2018,1.0024,0.9953,1.0049,1.0016,1.0016,0.9774,0.9838
11/6/2018,1.0045,1.0023,1.0056,1.003,1.003,0.977,0.9831
11/5/2018,1.003,1.0025,1.0068,1.0043,1.0043,0.9767,0.9826
11/2/2018,1.0021,0.9969,1.0049,1.0036,1.0036,0.9764,0.9821
11/1/2018,1.0085,1.0001,1.009,1.0021,1.0021,0.976,0.9817
10/31/2018,1.0052,1.0035,1.0094,1.0085,1.0085,0.9757,0.9814
10/30/2018,1.0017,1.0009,1.0052,1.0051,1.0051,0.9754,0.9809
10/29/2018,0.9978,0.997,1.0024,1.0019,1.0019,0.9752,0.9805
10/26/2018,0.9985,0.9965,1.0025,0.9969,0.9969,0.975,0.9803
10/25/2018,0.9979,0.9956,1.0017,0.9999,0.9999,0.9748,0.9802
10/24/2018,0.9948,0.9942,0.9989,0.9978,0.9978,0.9746,0.9802
10/23/2018,0.996,0.9938,0.997,0.9949,0.9949,0.9744,0.9801
10/22/2018,0.9957,0.994,0.998,0.9961,0.9961,0.9742,0.9801
10/19/2018,0.9956,0.9951,0.9977,0.9957,0.9957,0.9741,0.98
10/18/2018,0.9929,0.992,0.9975,0.9956,0.9956,0.9739,0.98
10/17/2018,0.9907,0.9901,0.9954,0.9953,0.9953,0.9738,0.98
10/16/2018,0.987,0.986,0.9909,0.9907,0.9907,0.9738,0.9799
10/15/2018,0.9913,0.985,0.992,0.9876,0.9876,0.9737,0.98
10/12/2018,0.9902,0.9883,0.9929,0.9919,0.9919,0.9737,0.9802
10/11/2018,0.99,0.9858,0.9922,0.9893,0.9893,0.9736,0.9803
10/10/2018,0.9923,0.9897,0.9933,0.9902,0.9902,0.9735,0.9804
10/9/2018,0.9927,0.9912,0.9955,0.9922,0.9922,0.9734,0.9804
10/8/2018,0.9928,0.9908,0.9943,0.9924,0.9924,0.9733,0.9804
10/5/2018,0.9917,0.9911,0.9951,0.9924,0.9924,0.9733,0.9803
10/4/2018,0.9923,0.9898,0.9934,0.9917,0.9917,0.9732,0.9803
10/3/2018,0.9839,0.9834,0.9925,0.9924,0.9924,0.9732,0.9804
10/2/2018,0.9843,0.983,0.9863,0.984,0.984,0.9731,0.9804
10/1/2018,0.9808,0.9803,0.9855,0.9838,0.9838,0.9732,0.9806
9/28/2018,0.9772,0.9738,0.9819,0.9819,0.9819,0.9732,0.9807
9/27/2018,0.9661,0.9648,0.978,0.9772,0.9772,0.9732,0.9809
9/26/2018,0.965,0.9626,0.9701,0.9662,0.9662,0.9733,0.9814
9/25/2018,0.9645,0.9638,0.967,0.965,0.965,0.9734,0.982
9/24/2018,0.9587,0.9579,0.965,0.965,0.965,0.9735,0.9827
9/21/2018,0.9588,0.9543,0.9598,0.958,0.958,0.9736,0.9834
9/20/2018,0.9673,0.959,0.9678,0.959,0.959,0.9738,0.9842
9/19/2018,0.9646,0.9635,0.9699,0.9673,0.9673,0.9739,0.9851
9/18/2018,0.9626,0.9601,0.9656,0.9645,0.9645,0.974,0.9857
9/17/2018,0.9677,0.9612,0.968,0.9627,0.9627,0.9742,0.9862
9/14/2018,0.9666,0.9635,0.9675,0.9671,0.9671,0.9743,0.9868
