 Date,USDCHF Open,USDCHF Low,USDCHF High,USDCHF Close,USDCHF Adj. Close,USDCHF SMA (200D),USDCHF SMA (50D)
3/22/2016,0.9699,0.9689,0.9736,0.9727,0.9727,0.9805,0.9945
3/21/2016,0.9704,0.9675,0.9731,0.9699,0.9699,0.9802,0.9951
3/18/2016,0.9676,0.9655,0.9717,0.9695,0.9695,0.98,0.9957
3/17/2016,0.9768,0.9651,0.9787,0.9676,0.9676,0.9798,0.9962
3/16/2016,0.9872,0.975,0.9914,0.9769,0.9769,0.9797,0.9967
3/15/2016,0.9872,0.9849,0.9896,0.9872,0.9872,0.9794,0.9973
3/14/2016,0.9822,0.9796,0.9882,0.9872,0.9872,0.9792,0.9978
3/11/2016,0.985,0.9803,0.9891,0.9824,0.9824,0.9789,0.9981
3/10/2016,0.9973,0.981,1.0093,0.985,0.985,0.9787,0.9984
3/9/2016,0.9957,0.994,1.0039,0.9973,0.9973,0.9784,0.9988
3/8/2016,0.9955,0.9902,0.9971,0.9957,0.9957,0.9781,0.9986
3/7/2016,0.9935,0.9929,1.0012,0.9955,0.9955,0.9778,0.9986
3/4/2016,0.9922,0.9879,0.9989,0.9927,0.9927,0.9775,0.9984
3/3/2016,0.9967,0.9892,0.9983,0.9922,0.9922,0.9773,0.9983
3/2/2016,0.9974,0.9955,1.0009,0.9968,0.9968,0.977,0.9982
3/1/2016,0.9984,0.996,1.0009,0.9974,0.9974,0.9768,0.9981
2/29/2016,0.9965,0.9949,1.0038,0.9984,0.9984,0.9766,0.9979
2/26/2016,0.9904,0.9871,0.9989,0.9968,0.9968,0.9763,0.9978
2/25/2016,0.9888,0.9878,0.9952,0.9904,0.9904,0.976,0.9977
2/24/2016,0.9913,0.9853,0.9953,0.9888,0.9888,0.9758,0.9978
2/23/2016,0.9997,0.9896,1.0002,0.9913,0.9913,0.9755,0.9978
2/22/2016,0.9901,0.9876,1.0004,0.9997,0.9997,0.9752,0.9978
2/19/2016,0.993,0.9888,0.9968,0.9904,0.9904,0.9749,0.9975
2/18/2016,0.9925,0.9905,0.9969,0.993,0.993,0.9745,0.9974
2/17/2016,0.9887,0.9853,0.9942,0.9925,0.9925,0.9741,0.9973
2/16/2016,0.9871,0.9847,0.9896,0.9887,0.9887,0.9737,0.9971
2/15/2016,0.9764,0.9754,0.9889,0.9871,0.9871,0.9734,0.9972
2/12/2016,0.9725,0.9715,0.9791,0.9771,0.9771,0.9731,0.9974
2/11/2016,0.9737,0.9661,0.9762,0.9725,0.9725,0.9729,0.9978
2/10/2016,0.9728,0.971,0.982,0.9737,0.9737,0.9727,0.9982
2/9/2016,0.987,0.9695,0.9875,0.9728,0.9728,0.9724,0.9991
2/8/2016,0.9913,0.9841,0.9973,0.987,0.987,0.9721,1.0002
2/5/2016,0.9933,0.9884,0.9985,0.991,0.991,0.9719,1.001
2/4/2016,1.0042,0.9922,1.0074,0.9933,0.9933,0.9716,1.0018
2/3/2016,1.0187,0.9988,1.0196,1.0043,1.0043,0.9713,1.0024
2/2/2016,1.0198,1.017,1.0224,1.0186,1.0186,0.9709,1.0028
2/1/2016,1.0225,1.0156,1.025,1.0198,1.0198,0.9706,1.0027
1/29/2016,1.0138,1.0133,1.0257,1.0231,1.0231,0.9703,1.0027
1/28/2016,1.0151,1.0111,1.0178,1.0138,1.0138,0.97,1.0026
1/27/2016,1.0168,1.013,1.0189,1.0151,1.0151,0.9697,1.0026
1/26/2016,1.0128,1.0118,1.0199,1.0168,1.0168,0.9694,1.0027
1/25/2016,1.0159,1.0125,1.0184,1.0128,1.0128,0.9691,1.0026
1/22/2016,1.0075,1.0069,1.0166,1.0161,1.0161,0.9689,1.0026
1/21/2016,1.0043,1.0013,1.0147,1.0075,1.0075,0.9685,1.0024
1/20/2016,1.0034,0.9991,1.0058,1.0043,1.0043,0.9683,1.0022
1/19/2016,1.0053,1.0002,1.0082,1.0035,1.0035,0.9681,1.0022
1/18/2016,1.0016,1.0005,1.0073,1.0053,1.0053,0.9679,1.0023
1/15/2016,1.0051,0.9959,1.0061,1.0012,1.0012,0.9678,1.0023
1/14/2016,1.0061,1.001,1.0092,1.0051,1.0051,0.9677,1.0023
1/13/2016,1.0022,1.0022,1.0107,1.0061,1.0061,0.9675,1.0021
1/12/2016,1.0015,0.9966,1.0047,1.0022,1.0022,0.9673,1.0019
1/11/2016,0.9954,0.9881,1.0023,1.0015,1.0015,0.9672,1.0017
1/8/2016,0.9933,0.9932,1.0052,0.9948,0.9948,0.9669,1.0014
1/7/2016,1.0075,0.9923,1.0081,0.9933,0.9933,0.9667,1.0012
1/6/2016,1.0087,1.0057,1.0121,1.0075,1.0075,0.9666,1.0012
1/5/2016,1.0021,1.0008,1.0125,1.0087,1.0087,0.9664,1.0009
1/4/2016,1.0013,0.9924,1.0063,1.0021,1.0021,0.9662,1.0004
1/1/2016,1.0021,1,1.0083,1.0014,1.0014,0.966,1.0001
12/31/2015,0.9888,0.9873,1.0029,1.0021,1.0021,0.9658,0.9996
12/30/2015,0.9932,0.9857,0.9932,0.9888,0.9888,0.9656,0.999
12/29/2015,0.9884,0.9862,0.9944,0.9932,0.9932,0.9655,0.9985
12/28/2015,0.988,0.9858,0.9902,0.9882,0.9882,0.9653,0.9977
12/25/2015,0.9873,0.9861,0.9885,0.9882,0.9882,0.9652,0.9971
12/24/2015,0.9907,0.9853,0.9917,0.9873,0.9873,0.9651,0.9964
12/23/2015,0.9871,0.9869,0.9946,0.9907,0.9907,0.9651,0.9957
12/22/2015,0.9924,0.9857,0.9938,0.9871,0.9871,0.9651,0.9948
12/21/2015,0.9926,0.9898,0.9969,0.9924,0.9924,0.9652,0.9942
12/18/2015,0.9963,0.9915,0.9976,0.9922,0.9922,0.9652,0.9937
12/17/2015,0.9901,0.989,0.9991,0.9962,0.9962,0.9653,0.993
12/16/2015,0.9914,0.9811,0.9921,0.9901,0.9901,0.9653,0.9924
12/15/2015,0.9853,0.9799,0.9925,0.9914,0.9914,0.9654,0.9921
12/14/2015,0.9828,0.9786,0.9872,0.9853,0.9853,0.9655,0.9916
12/11/2015,0.9877,0.9803,0.9899,0.9826,0.9826,0.9655,0.9914
12/10/2015,0.9832,0.983,0.9908,0.9877,0.9877,0.9655,0.9912
12/9/2015,0.9924,0.982,0.9945,0.9832,0.9832,0.9654,0.991
12/8/2015,1.0001,0.9918,1.0011,0.9924,0.9924,0.9653,0.9908
12/7/2015,0.9969,0.9963,1.0032,1.0001,1.0001,0.9652,0.9904
12/4/2015,0.9933,0.9912,1.0034,0.9964,0.9964,0.965,0.9899
12/3/2015,1.0183,0.9876,1.0266,0.9933,0.9933,0.9647,0.9895
12/2/2015,1.0259,1.018,1.0308,1.0183,1.0183,0.9645,0.9892
12/1/2015,1.029,1.0254,1.0302,1.0259,1.0259,0.9642,0.9884
11/30/2015,1.0294,1.0258,1.032,1.029,1.029,0.9638,0.9874
11/27/2015,1.0237,1.0226,1.0328,1.0302,1.0302,0.9634,0.9862
11/26/2015,1.0218,1.0213,1.0253,1.0237,1.0237,0.963,0.985
11/25/2015,1.0167,1.0144,1.0261,1.0218,1.0218,0.9626,0.9837
11/24/2015,1.0181,1.0144,1.0194,1.0167,1.0167,0.9622,0.9827
11/23/2015,1.0192,1.0176,1.0226,1.0181,1.0181,0.9618,0.9819
11/20/2015,1.0128,1.0123,1.0198,1.0182,1.0182,0.9614,0.9809
11/19/2015,1.0198,1.0122,1.0202,1.0128,1.0128,0.9609,0.9799
11/18/2015,1.0147,1.0128,1.0221,1.0198,1.0198,0.9605,0.9791
11/17/2015,1.0098,1.0093,1.0171,1.0147,1.0147,0.9601,0.9782
11/16/2015,1.0058,1.0044,1.0103,1.0098,1.0098,0.9596,0.9775
11/13/2015,1.0001,0.9999,1.0095,1.0061,1.0061,0.9592,0.9768
11/12/2015,1.0046,0.999,1.0085,1.0001,1.0001,0.9588,0.9761
11/11/2015,1.0064,1.0029,1.0072,1.0046,1.0046,0.9584,0.9756
11/10/2015,1.0036,1.002,1.0087,1.0064,1.0064,0.958,0.9749
11/9/2015,1.0058,0.9998,1.0064,1.0036,1.0036,0.9576,0.9739
11/6/2015,0.9953,0.9944,1.0077,1.0054,1.0054,0.9572,0.9732
11/5/2015,0.9934,0.9922,0.9979,0.9953,0.9953,0.9568,0.9724
11/4/2015,0.9909,0.9885,0.9952,0.9934,0.9934,0.9564,0.9718
11/3/2015,0.987,0.9844,0.9926,0.9909,0.9909,0.956,0.971
11/2/2015,0.9879,0.9836,0.9892,0.987,0.987,0.9556,0.97
10/30/2015,0.9895,0.9846,0.9911,0.9879,0.9879,0.9551,0.9688
10/29/2015,0.9942,0.9886,0.9956,0.9895,0.9895,0.9546,0.968
10/28/2015,0.9863,0.9821,0.9958,0.9942,0.9942,0.954,0.9674
10/27/2015,0.9836,0.9806,0.9874,0.9863,0.9863,0.9533,0.9668
10/26/2015,0.9785,0.9757,0.9839,0.9836,0.9836,0.9528,0.9666
10/23/2015,0.9732,0.9712,0.9801,0.9786,0.9786,0.9523,0.9665
10/22/2015,0.9596,0.958,0.9739,0.9732,0.9732,0.9517,0.9665
10/21/2015,0.9562,0.9528,0.9612,0.9596,0.9596,0.951,0.9665
10/20/2015,0.9563,0.9494,0.9571,0.9562,0.9562,0.9513,0.9669
10/19/2015,0.9536,0.9518,0.9578,0.9564,0.9564,0.9516,0.9675
10/16/2015,0.9506,0.9498,0.9554,0.9537,0.9537,0.9519,0.968
10/15/2015,0.9497,0.9476,0.9553,0.9506,0.9506,0.9522,0.9686
10/14/2015,0.9578,0.9484,0.9586,0.9497,0.9497,0.9525,0.9693
10/13/2015,0.9629,0.9555,0.9646,0.9578,0.9578,0.9529,0.9698
10/12/2015,0.9611,0.9596,0.9631,0.9629,0.9629,0.9531,0.9703
10/9/2015,0.9662,0.9587,0.9676,0.9616,0.9616,0.9533,0.9704
10/8/2015,0.9736,0.9623,0.9739,0.9661,0.9661,0.9536,0.9705
10/7/2015,0.9668,0.9648,0.974,0.9736,0.9736,0.9537,0.9705
10/6/2015,0.9756,0.9665,0.9768,0.9668,0.9668,0.9538,0.9704
10/5/2015,0.9709,0.9687,0.9768,0.9756,0.9756,0.9539,0.9703
10/2/2015,0.9772,0.9645,0.9795,0.9715,0.9715,0.954,0.9701
10/1/2015,0.9733,0.9722,0.9789,0.9772,0.9772,0.9541,0.9699
9/30/2015,0.9718,0.9708,0.9776,0.9733,0.9733,0.9541,0.9696
9/29/2015,0.9737,0.9687,0.975,0.9718,0.9718,0.9542,0.9693
9/28/2015,0.9785,0.9723,0.9816,0.9737,0.9737,0.9542,0.969
9/25/2015,0.9754,0.9743,0.9844,0.9795,0.9795,0.9543,0.9689
9/24/2015,0.9797,0.9668,0.9804,0.9754,0.9754,0.9543,0.9685
9/23/2015,0.9751,0.9736,0.9802,0.9797,0.9797,0.9543,0.9681
9/22/2015,0.9718,0.9708,0.9754,0.9751,0.9751,0.9543,0.9676
9/21/2015,0.9682,0.9643,0.974,0.9718,0.9718,0.9542,0.967
9/18/2015,0.9597,0.9528,0.9706,0.969,0.969,0.9542,0.9665
9/17/2015,0.9713,0.9592,0.9725,0.9596,0.9596,0.9542,0.9659
9/16/2015,0.974,0.967,0.9763,0.9712,0.9712,0.9542,0.9657
9/15/2015,0.9685,0.9671,0.9764,0.974,0.974,0.9542,0.9652
9/14/2015,0.9695,0.9668,0.972,0.9685,0.9685,0.9542,0.9646
9/11/2015,0.9732,0.9683,0.9797,0.9692,0.9692,0.9542,0.9641
9/10/2015,0.9755,0.9701,0.9793,0.9732,0.9732,0.9543,0.9635
9/9/2015,0.9791,0.9716,0.9824,0.9755,0.9755,0.9542,0.9629
9/8/2015,0.9751,0.97,0.9822,0.9791,0.9791,0.9543,0.9624
9/7/2015,0.9724,0.9708,0.9764,0.9751,0.9751,0.9542,0.9615
9/4/2015,0.9733,0.9688,0.977,0.9714,0.9714,0.9542,0.9605
9/3/2015,0.9691,0.9682,0.9771,0.9733,0.9733,0.9541,0.9598
9/2/2015,0.9588,0.9582,0.97,0.9692,0.9692,0.9541,0.959
9/1/2015,0.9673,0.9569,0.9674,0.9588,0.9588,0.954,0.9583
8/31/2015,0.9628,0.9587,0.969,0.9673,0.9673,0.9541,0.9578
8/28/2015,0.9663,0.9579,0.9667,0.9637,0.9637,0.9541,0.9569
8/27/2015,0.9548,0.9513,0.9672,0.9663,0.9663,0.9541,0.956
8/26/2015,0.9391,0.9384,0.9552,0.9548,0.9548,0.9541,0.9551
8/25/2015,0.9303,0.9302,0.9506,0.9392,0.9392,0.9541,0.9544
8/24/2015,0.9483,0.9259,0.949,0.9303,0.9303,0.9542,0.9543
8/21/2015,0.9586,0.9462,0.9595,0.9466,0.9466,0.9543,0.9543
8/20/2015,0.9656,0.9585,0.9672,0.9586,0.9586,0.9544,0.9539
8/19/2015,0.9772,0.9644,0.9779,0.9656,0.9656,0.9544,0.9534
8/18/2015,0.9788,0.9752,0.9796,0.9772,0.9772,0.9544,0.9527
8/17/2015,0.9767,0.9742,0.9799,0.9788,0.9788,0.9544,0.9518
8/14/2015,0.9764,0.9728,0.9787,0.9757,0.9757,0.9543,0.9508
8/13/2015,0.9754,0.973,0.9794,0.9764,0.9764,0.9543,0.9501
8/12/2015,0.9881,0.9678,0.989,0.9754,0.9754,0.9543,0.9492
8/11/2015,0.9837,0.9802,0.9903,0.9881,0.9881,0.9542,0.9484
8/10/2015,0.9813,0.9804,0.9891,0.9837,0.9837,0.9541,0.9473
8/7/2015,0.9808,0.9793,0.9884,0.9839,0.9839,0.954,0.9465
8/6/2015,0.9791,0.9769,0.9848,0.9809,0.9809,0.9539,0.9456
8/5/2015,0.9785,0.9761,0.9822,0.9791,0.9791,0.9537,0.9449
8/4/2015,0.9692,0.9668,0.979,0.9785,0.9785,0.9536,0.9443
8/3/2015,0.967,0.9644,0.9703,0.9692,0.9692,0.9535,0.9438
7/31/2015,0.9692,0.9549,0.9696,0.9663,0.9663,0.9534,0.9433
7/30/2015,0.968,0.9668,0.9719,0.9692,0.9692,0.9533,0.9429
7/29/2015,0.9625,0.9599,0.969,0.968,0.968,0.9532,0.9422
7/28/2015,0.9628,0.9605,0.9675,0.9625,0.9625,0.9531,0.9416
7/27/2015,0.9625,0.9531,0.9638,0.9628,0.9628,0.9531,0.9411
7/24/2015,0.96,0.9574,0.9636,0.9629,0.9629,0.953,0.9404
7/23/2015,0.96,0.9526,0.9603,0.96,0.96,0.9529,0.9394
7/22/2015,0.9584,0.9561,0.9632,0.96,0.96,0.9528,0.9385
7/21/2015,0.9646,0.956,0.9649,0.9584,0.9584,0.9527,0.9376
7/20/2015,0.9616,0.9571,0.9652,0.9646,0.9646,0.9527,0.937
7/17/2015,0.9578,0.9557,0.962,0.9615,0.9615,0.9526,0.9364
7/16/2015,0.9519,0.9515,0.9584,0.9578,0.9578,0.9526,0.9358
7/15/2015,0.9448,0.9445,0.9548,0.9519,0.9519,0.9526,0.9351
7/14/2015,0.9502,0.9404,0.9533,0.9448,0.9448,0.9526,0.9344
7/13/2015,0.9406,0.9368,0.9503,0.9502,0.9502,0.9526,0.934
7/10/2015,0.9478,0.933,0.9491,0.9387,0.9387,0.9527,0.9337
7/9/2015,0.9453,0.9425,0.9515,0.9478,0.9478,0.9528,0.9335
7/8/2015,0.9465,0.9409,0.951,0.9453,0.9453,0.9528,0.9332
7/7/2015,0.9425,0.9422,0.9516,0.9466,0.9466,0.9529,0.9331
7/6/2015,0.9438,0.9405,0.9472,0.9425,0.9425,0.9529,0.9333
7/3/2015,0.9435,0.94,0.9442,0.9404,0.9404,0.953,0.9335
7/2/2015,0.9484,0.9419,0.9504,0.9435,0.9435,0.953,0.9338
7/1/2015,0.9355,0.9342,0.949,0.9484,0.9484,0.953,0.934
6/30/2015,0.9249,0.9246,0.9382,0.9355,0.9355,0.953,0.9345
6/29/2015,0.9353,0.9244,0.9433,0.9249,0.9249,0.9531,0.9349
6/26/2015,0.9367,0.93,0.9374,0.9333,0.9333,0.9531,0.9355
6/25/2015,0.9337,0.9325,0.9416,0.9368,0.9368,0.9532,0.9359
6/24/2015,0.9341,0.9281,0.937,0.9337,0.9337,0.9531,0.9363
6/23/2015,0.9214,0.921,0.9388,0.9341,0.9341,0.9532,0.9369
6/22/2015,0.9172,0.9157,0.9226,0.9214,0.9214,0.9532,0.9377
6/19/2015,0.9217,0.9163,0.9249,0.9175,0.9175,0.9532,0.9388
6/18/2015,0.922,0.9151,0.9246,0.9217,0.9217,0.9533,0.94
6/17/2015,0.9322,0.9197,0.9326,0.922,0.922,0.9534,0.9411
6/16/2015,0.9295,0.9272,0.9335,0.9322,0.9322,0.9535,0.942
6/15/2015,0.9286,0.9275,0.9385,0.9295,0.9295,0.9535,0.9427
6/12/2015,0.9331,0.9242,0.9391,0.9288,0.9288,0.9535,0.9433
6/11/2015,0.9315,0.9299,0.9408,0.9331,0.9331,0.9535,0.9437
6/10/2015,0.9309,0.9234,0.9325,0.9315,0.9315,0.9535,0.9443
6/9/2015,0.9274,0.9247,0.9333,0.9308,0.9308,0.9534,0.945
6/8/2015,0.9429,0.9257,0.9438,0.9274,0.9274,0.9534,0.9458
6/5/2015,0.9336,0.9299,0.9503,0.9397,0.9397,0.9533,0.9466
6/4/2015,0.9338,0.9278,0.9372,0.9336,0.9336,0.9532,0.9471
6/3/2015,0.9331,0.9303,0.9423,0.9338,0.9338,0.9531,0.9476
6/2/2015,0.946,0.931,0.9465,0.9331,0.9331,0.953,0.9482
6/1/2015,0.9404,0.9389,0.9484,0.946,0.946,0.953,0.9487
5/29/2015,0.944,0.9348,0.9479,0.9403,0.9403,0.9528,0.9491
5/28/2015,0.9494,0.9418,0.9513,0.944,0.944,0.9527,0.9498
5/27/2015,0.9535,0.9467,0.9543,0.9494,0.9494,0.9525,0.9507
5/26/2015,0.9451,0.9449,0.9537,0.9534,0.9534,0.9523,0.9513
5/25/2015,0.9443,0.9403,0.9457,0.9451,0.9451,0.9521,0.9523
5/22/2015,0.9368,0.9287,0.9457,0.9435,0.9435,0.9519,0.9536
5/21/2015,0.9372,0.9306,0.9382,0.9368,0.9368,0.9517,0.9548
5/20/2015,0.9369,0.9337,0.9406,0.9372,0.9372,0.9516,0.9561
5/19/2015,0.9263,0.9246,0.9384,0.9369,0.9369,0.9514,0.9576
5/18/2015,0.9159,0.9104,0.9265,0.9263,0.9263,0.9513,0.9588
5/15/2015,0.9122,0.9115,0.9255,0.9162,0.9162,0.9512,0.96
5/14/2015,0.9167,0.9079,0.9178,0.9122,0.9122,0.9511,0.9614
5/13/2015,0.9292,0.9154,0.9296,0.9167,0.9167,0.9511,0.9626
5/12/2015,0.9342,0.9212,0.9359,0.9292,0.9292,0.9511,0.9636
5/11/2015,0.9311,0.9297,0.9355,0.9342,0.9342,0.951,0.9642
5/8/2015,0.9217,0.9203,0.9324,0.9303,0.9303,0.9508,0.9647
5/7/2015,0.9161,0.9072,0.9227,0.9217,0.9217,0.9507,0.9652
5/6/2015,0.9265,0.9114,0.9281,0.9161,0.9161,0.9506,0.9658
5/5/2015,0.9337,0.9239,0.9414,0.9265,0.9265,0.9506,0.9664
5/4/2015,0.9328,0.9313,0.9385,0.9337,0.9337,0.9505,0.9669
5/1/2015,0.9324,0.9277,0.9352,0.9324,0.9324,0.9504,0.9672
4/30/2015,0.9394,0.9308,0.9448,0.9324,0.9324,0.9502,0.9674
4/29/2015,0.9555,0.9341,0.9573,0.9393,0.9393,0.9501,0.9677
4/28/2015,0.955,0.9504,0.9599,0.9555,0.9555,0.9499,0.9678
4/27/2015,0.9547,0.9493,0.9584,0.955,0.955,0.9496,0.9674
4/24/2015,0.9547,0.9511,0.9575,0.9539,0.9539,0.9493,0.9669
4/23/2015,0.9715,0.9531,0.9719,0.9547,0.9547,0.9491,0.9665
4/22/2015,0.955,0.9502,0.9716,0.9715,0.9715,0.9488,0.966
4/21/2015,0.9562,0.9506,0.9625,0.955,0.955,0.9484,0.9652
4/20/2015,0.952,0.95,0.9599,0.9562,0.9562,0.9481,0.9646
4/17/2015,0.956,0.9494,0.9585,0.9521,0.9521,0.9478,0.9639
4/16/2015,0.9645,0.954,0.9712,0.956,0.956,0.9475,0.9634
4/15/2015,0.9723,0.9636,0.9772,0.9645,0.9645,0.9472,0.9627
4/14/2015,0.9779,0.9673,0.9795,0.9723,0.9723,0.9468,0.962
4/13/2015,0.9798,0.976,0.9863,0.978,0.978,0.9464,0.961
4/10/2015,0.9776,0.9751,0.9837,0.9791,0.9791,0.946,0.96
4/9/2015,0.9665,0.9661,0.979,0.9776,0.9776,0.9456,0.9588
4/8/2015,0.966,0.9598,0.9675,0.9665,0.9665,0.9451,0.9578
4/7/2015,0.9587,0.9558,0.9673,0.966,0.966,0.9447,0.9565
4/6/2015,0.9518,0.9501,0.9606,0.9587,0.9587,0.9444,0.9553
4/3/2015,0.9597,0.9481,0.961,0.9517,0.9517,0.944,0.9541
4/2/2015,0.967,0.9562,0.9675,0.9597,0.9597,0.9437,0.9527
4/1/2015,0.9727,0.9645,0.9743,0.967,0.967,0.9434,0.9509
3/31/2015,0.9671,0.9656,0.9757,0.9727,0.9727,0.943,0.9488
3/30/2015,0.9615,0.9602,0.9689,0.967,0.967,0.9426,0.9469
3/27/2015,0.963,0.9558,0.9693,0.9618,0.9618,0.9422,0.9451
3/26/2015,0.9597,0.9491,0.9657,0.963,0.963,0.9419,0.9431
3/25/2015,0.9582,0.9555,0.962,0.9597,0.9597,0.9416,0.9406
3/24/2015,0.9662,0.9537,0.9695,0.9582,0.9582,0.9412,0.9418
3/23/2015,0.9757,0.9641,0.9812,0.9662,0.9662,0.9409,0.943
3/20/2015,0.99,0.973,0.9906,0.9752,0.9752,0.9406,0.944
3/19/2015,0.9784,0.9764,0.9984,0.99,0.99,0.9402,0.9448
3/18/2015,1.0062,0.9629,1.0069,0.9784,0.9784,0.9398,0.9453
3/17/2015,1.0076,1.001,1.0092,1.0062,1.0062,0.9394,0.946
3/16/2015,1.0064,1.0024,1.0084,1.0076,1.0076,0.9388,0.9461
3/13/2015,1.0023,1.0022,1.0113,1.0056,1.0056,0.9383,0.9461
3/12/2015,1.0092,0.9982,1.0129,1.0023,1.0023,0.9377,0.946
3/11/2015,0.9995,0.997,1.0108,1.0093,1.0093,0.9372,0.9459
3/10/2015,0.9858,0.9854,1,0.9995,0.9995,0.9366,0.9456
3/9/2015,0.9863,0.9825,0.9874,0.9859,0.9859,0.9361,0.9454
3/6/2015,0.9739,0.9722,0.9867,0.986,0.986,0.9357,0.9454
3/5/2015,0.9632,0.9629,0.975,0.9739,0.9739,0.9352,0.9455
3/4/2015,0.9613,0.9593,0.9681,0.9632,0.9632,0.9348,0.9457
3/3/2015,0.9585,0.9558,0.9618,0.9613,0.9613,0.9345,0.9461
3/2/2015,0.9538,0.9527,0.9598,0.9585,0.9585,0.9342,0.9466
2/27/2015,0.9527,0.9451,0.9547,0.9543,0.9543,0.9339,0.9472
2/26/2015,0.9484,0.945,0.9547,0.9527,0.9527,0.9336,0.9478
2/25/2015,0.9507,0.9466,0.9512,0.9484,0.9484,0.9333,0.9483
2/24/2015,0.9498,0.9469,0.9523,0.9507,0.9507,0.933,0.9488
2/23/2015,0.9409,0.9389,0.9526,0.9498,0.9498,0.9327,0.949
2/20/2015,0.9495,0.9374,0.9536,0.9382,0.9382,0.9324,0.9493
2/19/2015,0.9422,0.9385,0.95,0.9495,0.9495,0.9322,0.9498
2/18/2015,0.9369,0.9315,0.9453,0.9422,0.9422,0.9319,0.9502
2/17/2015,0.9319,0.9292,0.9376,0.9369,0.9369,0.9316,0.9507
2/16/2015,0.9329,0.9284,0.9333,0.9319,0.9319,0.9314,0.9513
2/13/2015,0.9309,0.927,0.9336,0.9322,0.9322,0.9312,0.9522
2/12/2015,0.9287,0.9257,0.9338,0.9309,0.9309,0.9309,0.9532
2/11/2015,0.9264,0.923,0.9301,0.9287,0.9287,0.9307,0.954
2/10/2015,0.9237,0.9215,0.9279,0.9264,0.9264,0.9304,0.9549
2/9/2015,0.9273,0.9197,0.9296,0.9237,0.9237,0.9302,0.9559
2/6/2015,0.9212,0.9176,0.9289,0.9268,0.9268,0.9299,0.9567
2/5/2015,0.9263,0.9206,0.9313,0.9212,0.9212,0.9297,0.9574
2/4/2015,0.9239,0.9207,0.9279,0.9263,0.9263,0.9295,0.9583
2/3/2015,0.9281,0.9186,0.9296,0.9239,0.9239,0.9293,0.959
2/2/2015,0.9224,0.9204,0.9347,0.9281,0.9281,0.9291,0.9598
1/30/2015,0.9238,0.917,0.929,0.9202,0.9202,0.9288,0.9606
1/29/2015,0.905,0.9047,0.9252,0.9238,0.9238,0.9286,0.9616
1/28/2015,0.9029,0.8986,0.9091,0.905,0.905,0.9284,0.9623
1/27/2015,0.9029,0.8936,0.9168,0.9029,0.9029,0.9283,0.9633
1/26/2015,0.8792,0.8765,0.9043,0.9029,0.9029,0.9282,0.9644
1/23/2015,0.8713,0.8681,0.882,0.8801,0.8801,0.9281,0.9656
1/22/2015,0.8602,0.8527,0.8751,0.8713,0.8713,0.9281,0.9672
1/21/2015,0.8757,0.8501,0.8773,0.8602,0.8602,0.9282,0.9691
1/20/2015,0.8796,0.8686,0.8838,0.8757,0.8757,0.9283,0.9712
1/19/2015,0.8552,0.8544,0.8799,0.8796,0.8796,0.9283,0.973
1/16/2015,0.8392,0.8386,0.881,0.8587,0.8587,0.9283,0.9747
1/15/2015,1.0187,0.7406,1.0221,0.8392,0.8392,0.9284,0.9769
1/14/2015,1.0201,1.0138,1.024,1.0187,1.0187,0.9286,0.9796
1/13/2015,1.0148,1.0126,1.0218,1.0201,1.0201,0.9279,0.9785
1/12/2015,1.0145,1.0118,1.019,1.0148,1.0148,0.9272,0.9773
1/9/2015,1.0184,1.0138,1.021,1.0143,1.0143,0.9266,0.9763
1/8/2015,1.0143,1.0137,1.0217,1.0184,1.0184,0.926,0.9753
1/7/2015,1.0102,1.0095,1.0176,1.0143,1.0143,0.9253,0.974
1/6/2015,1.0069,1.0041,1.0109,1.0102,1.0102,0.9247,0.9728
1/5/2015,1.0017,1.0009,1.0108,1.0069,1.0069,0.9241,0.9716
1/2/2015,0.9937,0.9934,1.0019,1.0017,1.0017,0.9235,0.9704
1/1/2015,0.9943,0.9938,0.9944,0.9939,0.9939,0.9229,0.9694
12/31/2014,0.9889,0.988,0.9944,0.9943,0.9943,0.9223,0.9686
12/30/2014,0.9898,0.9868,0.992,0.9889,0.9889,0.9218,0.9678
12/29/2014,0.9873,0.9843,0.9908,0.9898,0.9898,0.9213,0.967
12/26/2014,0.9838,0.9836,0.9884,0.9875,0.9875,0.9207,0.9661
12/25/2014,0.9859,0.9831,0.9867,0.9838,0.9838,0.9202,0.9653
12/24/2014,0.9878,0.984,0.9882,0.986,0.986,0.9197,0.9644
12/23/2014,0.9838,0.9826,0.9886,0.9878,0.9878,0.9192,0.9635
12/22/2014,0.9837,0.9805,0.985,0.9838,0.9838,0.9186,0.9628
12/19/2014,0.9799,0.9785,0.9846,0.9843,0.9843,0.9181,0.9621
12/18/2014,0.9731,0.9722,0.9848,0.9799,0.9799,0.9175,0.9616
12/17/2014,0.9599,0.9595,0.9747,0.9731,0.9731,0.917,0.9611
12/16/2014,0.9656,0.9554,0.9658,0.9599,0.9599,0.9165,0.9606
12/15/2014,0.9639,0.962,0.9674,0.9656,0.9656,0.9161,0.9606
12/12/2014,0.9679,0.9619,0.9699,0.9638,0.9638,0.9156,0.9604
12/11/2014,0.9664,0.9628,0.9711,0.9679,0.9679,0.9152,0.9605
12/10/2014,0.9714,0.9663,0.9723,0.9664,0.9664,0.9148,0.9602
12/9/2014,0.9761,0.9654,0.9778,0.9714,0.9714,0.9144,0.96
