date,eur/usd,gbp/usd,usd/jpy,usd/chf,usd_index,wti_crude,nasdaq,cac_40,gold_usd,fed_rate,euro_libor,us_unemp,eu_unemp,us_retail,eu_retail,us_core_cpi,Year
1999-01-31,1.1599095238095236,1.6505619047619045,113.33476190476186,1.3853761904761908,94.58333333333331,12.471428571428572,2353.0676190476183,4137.265238095238,287.51666666666665,4.75,3.136190476190476,4.3,10.1,6.6,1.8,2.4,1999
1999-02-28,1.120615,1.6276549999999999,116.68249999999998,1.4272450000000003,97.06999999999998,11.9885,2354.8324999999995,4124.2045,287.75750000000005,4.75,3.0935,4.4,10.0,7.7,2.3,2.1,1999
1999-03-31,1.0883695652173917,1.6216826086956515,119.53478260869568,1.462682608695652,99.40521739130432,14.682173913043478,2391.14,4139.752173913043,285.9347826086956,4.75,3.048260869565218,4.2,9.9,7.6,3.4,2.1,1999
1999-04-30,1.0700409090909089,1.6085318181818182,119.79318181818181,1.4945727272727274,100.4681818181818,17.286363636363635,2538.894545454546,4324.717272727273,282.56363636363636,4.75,2.6968181818181822,4.3,9.9,7.0,2.2,2.2,1999
1999-05-31,1.0625095238095241,1.614914285714286,121.94809523809522,1.5080666666666669,101.00333333333332,17.70285714285714,2507.806190476191,4358.982380952381,276.7619047619047,4.75,2.579999999999999,4.2,9.9,7.5,1.3,2.0,1999
1999-06-30,1.0387454545454544,1.5960590909090913,120.74136363636364,1.5361999999999996,102.46545454545452,17.92,2520.958636363637,4435.047272727273,261.3363636363636,4.988636363636363,2.627272727272727,4.3,9.8,6.9,3.0,2.1,1999
1999-07-31,1.0364818181818178,1.5759909090909092,119.44136363636362,1.5475954545454549,102.70636363636363,20.069090909090907,2741.0600000000004,4557.865,256.2363636363636,5.0,2.6750000000000003,4.3,9.8,8.4,2.1,2.1,1999
1999-08-31,1.0605590909090907,1.6053727272727272,113.17954545454545,1.509490909090909,100.26545454545452,21.300909090909084,2642.449090909091,4436.5763636363645,256.7218181818182,5.238636363636363,2.6945454545454544,4.2,9.7,10.1,1.8,1.9,1999
1999-09-30,1.050459090909091,1.6242681818181817,107.07000000000002,1.5253363636363635,99.84863636363636,23.735454545454544,2809.2790909090913,4635.4345454545455,265.16045454545446,5.25,2.727272727272727,4.2,9.7,9.6,1.0,2.0,1999
1999-10-31,1.070709523809524,1.6571952380952384,105.97285714285714,1.4896333333333331,98.2457142857143,22.674761904761905,2815.276666666666,4653.110476190476,310.38809523809516,5.25,3.376666666666668,4.1,9.6,8.0,3.3,2.1,1999
1999-11-30,1.0332454545454546,1.6208,104.64954545454545,1.5541409090909093,100.61681818181818,24.875,3240.4240909090913,5134.751363636365,293.6681818181818,5.488636363636363,3.4677272727272737,4.1,9.5,8.4,2.6,2.1,1999
1999-12-31,1.011904347826087,1.6140869565217393,102.63739130434784,1.5826826086956518,101.75782608695653,26.07565217391305,3750.117826086957,5611.6682608695655,284.3717391304348,5.5,3.442608695652175,4.0,9.5,9.4,2.8,1.9,1999
2000-01-31,1.0136095238095235,1.6402190476190472,105.3,1.589019047619048,101.71285714285715,27.03190476190477,4019.0804761904774,5661.530952380954,285.01238095238097,5.5,3.342380952380952,4.0,9.4,8.6,1.0,2.0,2000
2000-02-29,0.9842476190476191,1.6015190476190475,109.49809523809523,1.6329904761904759,104.43333333333332,29.31285714285714,4409.501904761905,6121.947142857143,300.2466666666666,5.738095238095237,3.5376190476190486,4.1,9.3,9.0,3.7,2.2,2000
2000-03-31,0.9646739130434784,1.5815565217391303,106.34913043478262,1.6629739130434784,105.54347826086956,29.894347826086957,4802.988260869565,6374.750434782607,286.23434782608695,5.9891304347826075,3.7473913043478264,4.0,9.2,9.8,0.4,2.4,2000
2000-04-30,0.94524,1.5812700000000002,105.6725,1.6646400000000001,106.79550000000002,25.562000000000005,3844.579500000001,6237.227499999999,280.13800000000003,6.0,3.9295000000000013,3.8,9.1,7.4,3.7,2.3,2000
2000-05-31,0.9083304347826088,1.5090304347826085,108.19608695652175,1.714882608695652,110.72652173913042,28.880434782608692,3525.4195652173908,6352.641304347826,274.9904347826087,6.478260869565218,4.349130434782609,4.0,9.0,6.5,4.4,2.4,2000
2000-06-30,0.9498863636363638,1.5106363636363638,106.1531818181818,1.6427727272727273,107.1059090909091,31.53,3865.4768181818176,6541.555909090909,286.165,6.5,4.499090909090909,4.0,9.0,7.0,3.2,2.5,2000
2000-07-31,0.939595238095238,1.5086238095238098,108.02190476190478,1.6505571428571426,108.27761904761904,29.807142857142853,4010.3238095238094,6513.132380952382,281.6561904761905,6.5,4.58,4.0,8.9,5.9,2.3,2.5,2000
2000-08-31,0.9043217391304346,1.4890478260869566,108.05826086956522,1.7148130434782611,111.16695652173912,31.13782608695653,3909.59695652174,6562.110869565218,274.6760869565218,6.5,4.774347826086957,4.1,8.9,4.9,0.2,2.6,2000
2000-09-30,0.8709190476190477,1.4345714285714288,106.81190476190477,1.7564285714285712,114.22666666666666,33.865238095238105,3888.553333333335,6553.358095238095,273.69571428571425,6.5,4.850476190476192,3.9,8.8,6.2,4.0,2.6,2000
