 Date,DAX_EC Open,DAX_EC Low,DAX_EC High,DAX_EC Close,DAX_EC Adj. Close,DAX_EC SMA (200D),DAX_EC SMA (50D)
12/20/2013,"9,371.08","9,352.98","9,413.09","9,400.18","9,400.18","8,419.63","9,099.57"
12/19/2013,"9,279.68","9,257.24","9,351.90","9,335.74","9,335.74","8,412.92","9,086.06"
12/18/2013,"9,145.35","9,122.05","9,190.73","9,181.75","9,181.75","8,406.09","9,073.07"
12/17/2013,"9,142.75","9,085.12","9,161.80","9,085.12","9,085.12","8,400.02","9,059.76"
12/16/2013,"9,004.62","8,997.75","9,187.78","9,163.56","9,163.56","8,394.51","9,049.18"
12/13/2013,"9,016.78","8,990.58","9,046.63","9,006.46","9,006.46","8,388.63","9,037.74"
12/12/2013,"9,032.67","8,984.28","9,060.54","9,017.00","9,017.00","8,383.29","9,030.07"
12/11/2013,"9,093.26","9,065.51","9,153.14","9,077.11","9,077.11","8,377.80","9,021.69"
12/10/2013,"9,180.29","9,091.97","9,223.73","9,114.44","9,114.44","8,371.77","9,012.73"
12/9/2013,"9,218.81","9,171.36","9,225.53","9,195.17","9,195.17","8,364.66","9,004.23"
12/6/2013,"9,126.15","9,084.12","9,195.75","9,172.41","9,172.41","8,357.22","8,992.21"
12/5/2013,"9,110.53","9,078.00","9,172.16","9,084.95","9,084.95","8,350.07","8,982.00"
12/4/2013,"9,246.89","9,069.82","9,253.13","9,140.63","9,140.63","8,343.02","8,973.58"
12/3/2013,"9,398.19","9,223.13","9,404.17","9,223.40","9,223.40","8,335.30","8,964.08"
12/2/2013,"9,412.95","9,384.12","9,424.83","9,401.96","9,401.96","8,328.05","8,952.90"
11/29/2013,"9,378.55","9,376.58","9,424.62","9,405.30","9,405.30","8,319.35","8,937.57"
11/28/2013,"9,359.50","9,358.77","9,399.63","9,387.37","9,387.37","8,310.24","8,922.98"
11/27/2013,"9,308.96","9,295.56","9,363.48","9,351.13","9,351.13","8,301.95","8,909.11"
11/26/2013,"9,297.65","9,287.30","9,316.62","9,290.07","9,290.07","8,293.96","8,894.81"
11/25/2013,"9,258.22","9,252.73","9,323.44","9,299.95","9,299.95","8,285.65","8,880.95"
11/22/2013,"9,210.69","9,168.92","9,230.16","9,219.04","9,219.04","8,277.12","8,867.21"
11/21/2013,"9,127.89","9,117.09","9,210.67","9,196.08","9,196.08","8,269.18","8,853.02"
11/20/2013,"9,175.64","9,162.84","9,236.78","9,202.07","9,202.07","8,261.76","8,838.98"
11/19/2013,"9,197.47","9,179.25","9,217.36","9,193.29","9,193.29","8,254.05","8,824.85"
11/18/2013,"9,154.23","9,140.51","9,253.68","9,225.43","9,225.43","8,246.25","8,809.92"
11/15/2013,"9,157.60","9,133.51","9,188.47","9,168.69","9,168.69","8,238.39","8,790.93"
11/14/2013,"9,137.48","9,101.29","9,151.35","9,149.66","9,149.66","8,230.50","8,773.07"
11/13/2013,"9,056.71","8,981.09","9,074.56","9,054.83","9,054.83","8,222.65","8,754.78"
11/12/2013,"9,102.99","9,073.93","9,124.24","9,076.48","9,076.48","8,215.70","8,737.60"
11/11/2013,"9,081.58","9,064.61","9,124.24","9,107.86","9,107.86","8,208.51","8,719.69"
11/8/2013,"9,036.59","8,986.49","9,079.05","9,078.28","9,078.28","8,202.14","8,702.41"
11/7/2013,"9,038.47","9,026.09","9,193.98","9,081.03","9,081.03","8,195.63","8,682.90"
11/6/2013,"9,030.47","9,021.84","9,065.96","9,040.87","9,040.87","8,189.28","8,665.17"
11/5/2013,"9,036.18","8,962.42","9,041.97","9,009.11","9,009.11","8,183.32","8,647.51"
11/4/2013,"9,035.91","9,019.31","9,053.93","9,037.23","9,037.23","8,177.44","8,632.18"
11/1/2013,"9,032.29","8,992.90","9,048.10","9,007.83","9,007.83","8,171.54","8,620.14"
10/31/2013,"8,985.48","8,976.37","9,037.41","9,033.92","9,033.92","8,165.24","8,608.32"
10/30/2013,"9,030.31","8,996.25","9,070.17","9,010.27","9,010.27","8,158.61","8,595.60"
10/29/2013,"8,965.75","8,965.75","9,022.21","9,022.04","9,022.04","8,152.04","8,581.11"
10/28/2013,"9,013.05","8,950.21","9,017.95","8,978.65","8,978.65","8,145.68","8,566.67"
10/25/2013,"8,952.78","8,944.14","9,010.65","8,985.74","8,985.74","8,139.29","8,554.42"
10/24/2013,"8,968.50","8,950.81","8,987.04","8,980.63","8,980.63","8,133.04","8,542.54"
10/23/2013,"8,906.91","8,897.50","8,932.91","8,919.86","8,919.86","8,126.59","8,530.46"
10/22/2013,"8,853.87","8,849.16","8,987.63","8,947.46","8,947.46","8,120.37","8,520.82"
10/21/2013,"8,828.47","8,827.23","8,876.14","8,867.22","8,867.22","8,114.28","8,510.19"
10/18/2013,"8,849.77","8,804.81","8,865.10","8,865.10","8,865.10","8,108.53","8,500.03"
10/17/2013,"8,817.11","8,765.47","8,829.79","8,811.98","8,811.98","8,102.74","8,489.49"
10/16/2013,"8,792.99","8,781.00","8,861.28","8,846.00","8,846.00","8,097.29","8,479.62"
10/15/2013,"8,757.13","8,757.09","8,820.98","8,804.44","8,804.44","8,091.53","8,467.91"
10/14/2013,"8,688.45","8,675.95","8,727.58","8,723.81","8,723.81","8,086.18","8,457.81"
10/11/2013,"8,705.03","8,695.76","8,729.33","8,724.83","8,724.83","8,081.44","8,451.31"
10/10/2013,"8,563.39","8,547.72","8,694.17","8,685.77","8,685.77","8,076.60","8,444.95"
10/9/2013,"8,541.08","8,489.62","8,589.64","8,516.69","8,516.69","8,072.06","8,439.45"
10/8/2013,"8,591.02","8,551.69","8,610.01","8,555.89","8,555.89","8,067.54","8,434.63"
10/7/2013,"8,557.04","8,510.42","8,604.86","8,591.58","8,591.58","8,062.82","8,428.94"
10/4/2013,"8,590.91","8,570.21","8,639.74","8,622.97","8,622.97","8,058.14","8,422.28"
10/3/2013,"8,647.86","8,590.46","8,654.79","8,597.91","8,597.91","8,053.21","8,414.72"
10/2/2013,"8,650.71","8,581.02","8,672.26","8,629.42","8,629.42","8,048.40","8,408.74"
10/1/2013,"8,618.59","8,612.23","8,691.85","8,689.14","8,689.14","8,043.44","8,403.74"
9/30/2013,"8,562.85","8,546.72","8,606.71","8,594.40","8,594.40","8,038.35","8,396.24"
9/27/2013,"8,672.82","8,611.45","8,691.48","8,661.51","8,661.51","8,033.72","8,390.97"
9/26/2013,"8,678.82","8,628.61","8,688.49","8,664.10","8,664.10","8,028.68","8,384.37"
9/25/2013,"8,655.04","8,609.95","8,681.99","8,665.63","8,665.63","8,023.39","8,377.83"
9/24/2013,"8,645.24","8,633.21","8,672.08","8,664.60","8,664.60","8,018.04","8,369.62"
9/23/2013,"8,682.94","8,605.59","8,699.47","8,635.29","8,635.29","8,012.63","8,360.35"
9/20/2013,"8,693.32","8,666.49","8,713.78","8,675.73","8,675.73","8,007.52","8,352.34"
9/19/2013,"8,735.11","8,665.75","8,770.10","8,694.18","8,694.18","8,002.09","8,343.08"
9/18/2013,"8,617.45","8,594.65","8,645.90","8,636.06","8,636.06","7,996.28","8,332.37"
9/17/2013,"8,595.56","8,585.04","8,613.89","8,596.95","8,596.95","7,990.69","8,320.98"
9/16/2013,"8,599.65","8,578.01","8,626.11","8,613.00","8,613.00","7,985.38","8,310.19"
9/13/2013,"8,461.31","8,456.84","8,518.18","8,509.42","8,509.42","7,979.58","8,297.30"
9/12/2013,"8,509.49","8,466.61","8,516.98","8,494.00","8,494.00","7,974.21","8,283.24"
9/11/2013,"8,453.32","8,446.69","8,502.79","8,495.73","8,495.73","7,968.92","8,273.24"
9/10/2013,"8,357.69","8,350.42","8,464.25","8,446.54","8,446.54","7,963.47","8,259.91"
9/9/2013,"8,275.01","8,246.77","8,310.37","8,276.32","8,276.32","7,958.24","8,249.20"
9/6/2013,"8,222.21","8,174.32","8,295.81","8,275.67","8,275.67","7,953.57","8,243.35"
9/5/2013,"8,205.56","8,165.36","8,257.73","8,234.98","8,234.98","7,948.86","8,237.02"
9/4/2013,"8,201.56","8,095.91","8,206.87","8,195.92","8,195.92","7,944.14","8,232.14"
9/3/2013,"8,259.37","8,142.86","8,264.72","8,180.71","8,180.71","7,939.71","8,227.04"
9/2/2013,"8,224.34","8,211.03","8,268.73","8,243.87","8,243.87","7,935.03","8,219.65"
8/30/2013,"8,197.72","8,101.95","8,201.49","8,103.15","8,103.15","7,929.73","8,208.62"
8/29/2013,"8,189.02","8,129.99","8,199.29","8,194.55","8,194.55","7,925.08","8,202.34"
8/28/2013,"8,202.86","8,094.22","8,219.26","8,157.90","8,157.90","7,919.73","8,197.02"
8/27/2013,"8,378.93","8,242.56","8,423.78","8,242.56","8,242.56","7,913.69","8,197.81"
8/26/2013,"8,424.07","8,386.05","8,437.75","8,435.15","8,435.15","7,907.70","8,197.54"
8/23/2013,"8,398.28","8,360.23","8,438.44","8,416.99","8,416.99","7,901.03","8,193.16"
8/22/2013,"8,289.30","8,283.77","8,425.26","8,397.89","8,397.89","7,894.79","8,187.38"
8/21/2013,"8,301.06","8,268.42","8,310.68","8,285.41","8,285.41","7,888.65","8,181.33"
8/20/2013,"8,294.87","8,246.19","8,319.82","8,300.03","8,300.03","7,883.04","8,178.48"
8/19/2013,"8,395.02","8,329.00","8,395.41","8,366.29","8,366.29","7,877.56","8,176.93"
8/16/2013,"8,348.42","8,330.33","8,402.30","8,391.94","8,391.94","7,871.89","8,175.76"
8/15/2013,"8,418.94","8,307.98","8,422.03","8,376.29","8,376.29","7,866.82","8,173.01"
8/14/2013,"8,424.88","8,400.75","8,457.05","8,438.12","8,438.12","7,861.57","8,167.46"
8/13/2013,"8,395.82","8,383.23","8,444.52","8,415.76","8,415.76","7,856.20","8,162.63"
8/12/2013,"8,341.96","8,238.86","8,371.16","8,359.25","8,359.25","7,850.80","8,160.23"
8/9/2013,"8,332.53","8,286.41","8,374.59","8,338.31","8,338.31","7,845.31","8,158.76"
8/8/2013,"8,256.40","8,252.46","8,341.44","8,318.32","8,318.32","7,840.04","8,158.97"
8/7/2013,"8,265.33","8,228.11","8,281.52","8,260.48","8,260.48","7,834.46","8,160.61"
8/6/2013,"8,387.93","8,267.98","8,435.49","8,299.73","8,299.73","7,829.32","8,162.13"
8/5/2013,"8,416.11","8,367.34","8,435.32","8,398.38","8,398.38","7,823.82","8,165.75"
8/2/2013,"8,428.58","8,376.28","8,431.67","8,406.94","8,406.94","7,817.80","8,165.45"
8/1/2013,"8,320.38","8,316.89","8,411.30","8,410.73","8,410.73","7,811.63","8,163.42"
7/31/2013,"8,235.22","8,213.36","8,295.56","8,275.97","8,275.97","7,806.22","8,162.24"
7/30/2013,"8,302.14","8,256.40","8,333.95","8,271.02","8,271.02","7,801.74","8,167.34"
7/29/2013,"8,307.12","8,245.53","8,324.15","8,259.03","8,259.03","7,797.57","8,171.37"
7/26/2013,"8,341.78","8,217.26","8,362.04","8,244.91","8,244.91","7,793.25","8,175.30"
7/25/2013,"8,349.52","8,265.14","8,356.88","8,298.98","8,298.98","7,788.90","8,178.36"
7/24/2013,"8,325.06","8,318.48","8,415.33","8,379.11","8,379.11","7,783.72","8,179.78"
7/23/2013,"8,358.62","8,306.60","8,365.98","8,314.23","8,314.23","7,777.98","8,179.45"
7/22/2013,"8,343.28","8,310.29","8,374.47","8,331.06","8,331.06","7,772.82","8,179.95"
7/19/2013,"8,299.01","8,284.36","8,336.87","8,331.57","8,331.57","7,767.19","8,178.91"
7/18/2013,"8,239.38","8,215.66","8,337.20","8,337.09","8,337.09","7,761.71","8,177.85"
7/17/2013,"8,216.70","8,137.53","8,269.22","8,254.72","8,254.72","7,756.48","8,176.36"
7/16/2013,"8,251.51","8,178.19","8,252.25","8,201.05","8,201.05","7,752.19","8,176.26"
7/15/2013,"8,237.92","8,211.42","8,271.38","8,234.81","8,234.81","7,747.71","8,175.88"
7/12/2013,"8,192.91","8,178.20","8,244.13","8,212.77","8,212.77","7,743.15","8,173.42"
7/11/2013,"8,163.56","8,130.48","8,176.70","8,158.80","8,158.80","7,738.61","8,171.61"
7/10/2013,"8,056.51","7,990.65","8,081.21","8,066.48","8,066.48","7,734.45","8,167.67"
7/9/2013,"8,021.13","8,005.73","8,086.95","8,057.75","8,057.75","7,730.20","8,164.61"
7/8/2013,"7,865.92","7,848.14","8,015.21","7,968.54","7,968.54","7,726.36","8,161.73"
7/5/2013,"8,010.44","7,805.36","8,031.71","7,806.00","7,806.00","7,722.90","8,159.83"
7/4/2013,"7,877.91","7,863.76","8,015.08","7,994.31","7,994.31","7,721.00","8,160.01"
7/3/2013,"7,841.18","7,730.37","7,841.87","7,829.32","7,829.32","7,718.09","8,156.78"
7/2/2013,"7,988.92","7,873.97","7,988.96","7,910.77","7,910.77","7,716.21","8,155.37"
7/1/2013,"8,000.02","7,890.28","8,023.15","7,983.92","7,983.92","7,713.60","8,150.32"
6/28/2013,"8,015.53","7,906.14","8,037.68","7,959.22","7,959.22","7,710.63","8,140.21"
6/27/2013,"7,945.92","7,919.59","8,025.81","7,990.75","7,990.75","7,707.58","8,130.22"
6/26/2013,"7,810.37","7,800.85","7,960.45","7,940.99","7,940.99","7,704.64","8,119.88"
6/25/2013,"7,741.13","7,725.99","7,842.48","7,811.30","7,811.30","7,702.00","8,111.12"
6/24/2013,"7,776.88","7,655.83","7,823.84","7,692.45","7,692.45","7,699.49","8,108.55"
6/21/2013,"7,946.32","7,789.24","7,987.04","7,789.24","7,789.24","7,697.75","8,108.95"
6/20/2013,"8,085.67","7,911.96","8,085.67","7,928.48","7,928.48","7,695.35","8,108.06"
6/19/2013,"8,254.57","8,160.50","8,285.90","8,197.08","8,197.08","7,691.78","8,106.92"
6/18/2013,"8,196.44","8,176.19","8,241.60","8,229.51","8,229.51","7,686.86","8,099.19"
6/17/2013,"8,170.75","8,167.67","8,265.49","8,215.73","8,215.73","7,681.55","8,087.35"
6/14/2013,"8,157.88","8,111.38","8,188.00","8,127.96","8,127.96","7,675.30","8,076.29"
6/13/2013,"8,023.37","7,968.13","8,110.38","8,095.39","8,095.39","7,669.32","8,066.91"
6/12/2013,"8,204.91","8,122.72","8,246.08","8,143.27","8,143.27","7,663.92","8,061.35"
6/11/2013,"8,256.19","8,141.02","8,260.86","8,222.46","8,222.46","7,658.06","8,055.98"
6/10/2013,"8,246.04","8,245.94","8,355.79","8,307.69","8,307.69","7,651.42","8,050.41"
6/7/2013,"8,124.88","8,034.55","8,279.03","8,254.68","8,254.68","7,644.94","8,040.16"
6/6/2013,"8,188.82","8,098.81","8,235.09","8,098.81","8,098.81","7,638.68","8,030.97"
6/5/2013,"8,229.23","8,182.08","8,293.28","8,196.18","8,196.18","7,633.42","8,024.78"
6/4/2013,"8,358.68","8,274.94","8,384.36","8,295.96","8,295.96","7,627.29","8,018.45"
6/3/2013,"8,291.49","8,214.78","8,395.56","8,285.80","8,285.80","7,620.56","8,009.95"
5/31/2013,"8,385.38","8,297.03","8,401.63","8,348.84","8,348.84","7,614.22","8,002.46"
5/30/2013,"8,314.20","8,293.96","8,416.36","8,400.20","8,400.20","7,607.92","7,994.13"
5/29/2013,"8,437.21","8,316.70","8,445.46","8,336.58","8,336.58","7,601.09","7,986.16"
5/28/2013,"8,432.46","8,424.40","8,526.42","8,480.87","8,480.87","7,594.61","7,978.39"
5/27/2013,"8,346.60","8,338.32","8,386.86","8,383.30","8,383.30","7,587.19","7,968.99"
5/24/2013,"8,390.16","8,262.64","8,391.02","8,305.32","8,305.32","7,580.01","7,962.18"
5/23/2013,"8,410.06","8,281.11","8,412.25","8,351.98","8,351.98","7,573.35","7,957.24"
5/22/2013,"8,467.56","8,434.83","8,557.86","8,530.89","8,530.89","7,566.14","7,949.62"
5/21/2013,"8,446.78","8,397.54","8,476.18","8,472.20","8,472.20","7,558.21","7,938.32"
5/20/2013,"8,434.97","8,401.74","8,456.24","8,455.83","8,455.83","7,550.67","7,928.56"
5/17/2013,"8,356.26","8,327.47","8,408.62","8,398.00","8,398.00","7,543.22","7,919.18"
5/16/2013,"8,348.54","8,324.23","8,401.28","8,369.87","8,369.87","7,536.07","7,910.01"
5/15/2013,"8,333.61","8,299.83","8,368.06","8,362.42","8,362.42","7,528.82","7,901.00"
5/14/2013,"8,304.50","8,235.97","8,339.11","8,339.11","8,339.11","7,521.33","7,891.16"
5/13/2013,"8,281.95","8,217.15","8,294.56","8,279.29","8,279.29","7,512.67","7,878.21"
5/10/2013,"8,278.45","8,252.37","8,358.23","8,278.59","8,278.59","7,505.05","7,866.79"
5/9/2013,"8,232.50","8,224.52","8,274.18","8,262.55","8,262.55","7,497.51","7,856.05"
5/8/2013,"8,176.88","8,173.35","8,253.47","8,249.71","8,249.71","7,490.07","7,844.31"
5/7/2013,"8,125.82","8,116.67","8,206.01","8,181.78","8,181.78","7,482.27","7,831.26"
5/6/2013,"8,119.22","8,103.27","8,148.14","8,112.08","8,112.08","7,474.28","7,823.09"
5/3/2013,"7,972.28","7,957.36","8,130.16","8,122.29","8,122.29","7,465.75","7,814.09"
5/2/2013,"7,905.35","7,896.99","8,005.83","7,961.71","7,961.71","7,457.09","7,803.31"
5/1/2013,"7,913.71","7,913.71","7,913.71","7,913.71","7,913.71","7,449.38","7,798.66"
4/30/2013,"7,928.42","7,893.08","7,965.90","7,913.71","7,913.71","7,442.96","7,795.43"
4/29/2013,"7,834.02","7,823.24","7,873.50","7,873.50","7,873.50","7,437.18","7,789.73"
4/26/2013,"7,835.59","7,767.61","7,840.47","7,814.76","7,814.76","7,431.24","7,784.13"
4/25/2013,"7,766.61","7,741.98","7,838.31","7,832.86","7,832.86","7,425.05","7,780.46"
4/24/2013,"7,656.76","7,656.22","7,767.36","7,759.03","7,759.03","7,418.71","7,778.04"
4/23/2013,"7,477.03","7,442.36","7,664.22","7,658.21","7,658.21","7,412.70","7,776.06"
4/22/2013,"7,516.06","7,437.52","7,538.22","7,478.11","7,478.11","7,406.51","7,775.57"
4/19/2013,"7,490.11","7,418.36","7,531.09","7,459.96","7,459.96","7,401.39","7,779.06"
4/18/2013,"7,519.67","7,436.78","7,556.55","7,473.73","7,473.73","7,396.28","7,781.67"
4/17/2013,"7,719.56","7,473.07","7,722.46","7,503.03","7,503.03","7,390.85","7,783.82"
4/16/2013,"7,680.78","7,639.43","7,739.66","7,682.58","7,682.58","7,385.39","7,787.05"
4/15/2013,"7,740.54","7,651.58","7,773.11","7,712.63","7,712.63","7,379.65","7,786.17"
4/12/2013,"7,831.87","7,726.13","7,838.53","7,744.77","7,744.77","7,373.91","7,788.58"
4/11/2013,"7,799.31","7,786.75","7,885.45","7,871.63","7,871.63","7,368.08","7,789.21"
4/10/2013,"7,664.16","7,660.20","7,822.12","7,810.63","7,810.63","7,361.20","7,788.00"
4/9/2013,"7,704.35","7,608.04","7,723.20","7,637.51","7,637.51","7,354.23","7,788.76"
4/8/2013,"7,669.04","7,645.56","7,698.47","7,662.64","7,662.64","7,346.79","7,792.67"
4/5/2013,"7,820.69","7,632.42","7,825.28","7,658.75","7,658.75","7,339.62","7,796.58"
4/4/2013,"7,902.86","7,803.89","7,927.93","7,817.39","7,817.39","7,332.01","7,798.37"
4/3/2013,"7,926.88","7,869.81","7,953.15","7,874.75","7,874.75","7,323.59","7,796.17"
4/2/2013,"7,806.12","7,805.92","7,949.20","7,943.87","7,943.87","7,315.53","7,792.60"
4/1/2013,"7,795.31","7,795.31","7,795.31","7,795.31","7,795.31","7,307.53","7,788.70"
3/28/2013,"7,791.14","7,778.02","7,842.58","7,795.31","7,795.31","7,300.51","7,786.84"
3/27/2013,"7,905.96","7,750.38","7,916.76","7,789.09","7,789.09","7,293.35","7,785.64"
3/26/2013,"7,889.15","7,859.27","7,912.52","7,879.67","7,879.67","7,285.65","7,783.68"
3/25/2013,"7,988.27","7,847.97","8,030.76","7,870.90","7,870.90","7,277.40","7,779.60"
3/22/2013,"7,917.64","7,876.36","7,953.93","7,911.35","7,911.35","7,268.73","7,776.78"
3/21/2013,"7,989.59","7,887.67","7,999.34","7,932.51","7,932.51","7,259.94","7,772.86"
3/20/2013,"7,995.59","7,972.21","8,030.46","8,001.97","8,001.97","7,251.08","7,768.38"
3/19/2013,"7,980.54","7,919.45","8,000.97","7,947.79","7,947.79","7,241.78","7,762.75"
3/18/2013,"7,924.04","7,901.94","8,020.91","8,010.70","8,010.70","7,232.69","7,757.71"
3/15/2013,"8,074.03","7,996.95","8,074.47","8,042.85","8,042.85","7,223.36","7,752.15"
3/14/2013,"8,013.25","8,011.22","8,060.26","8,058.37","8,058.37","7,213.62","7,746.82"
3/13/2013,"7,964.77","7,942.37","7,978.84","7,970.91","7,970.91","7,203.17","7,740.78"
3/12/2013,"7,970.83","7,933.94","7,999.50","7,966.12","7,966.12","7,193.21","7,736.94"
3/11/2013,"7,967.46","7,954.58","7,989.21","7,984.29","7,984.29","7,183.63","7,729.86"
3/8/2013,"7,970.66","7,962.28","8,015.07","7,986.47","7,986.47","7,175.03","7,722.43"
3/7/2013,"7,934.19","7,911.56","7,956.26","7,939.77","7,939.77","7,166.50","7,715.81"
3/6/2013,"7,907.39","7,898.04","7,977.64","7,919.33","7,919.33","7,158.79","7,709.74"
3/5/2013,"7,779.62","7,772.33","7,883.60","7,870.31","7,870.31","7,150.81","7,704.08"
3/4/2013,"7,654.67","7,637.32","7,708.88","7,691.68","7,691.68","7,143.15","7,699.40"
3/1/2013,"7,735.35","7,627.99","7,767.67","7,708.16","7,708.16","7,136.28","7,699.01"
2/28/2013,"7,712.20","7,691.81","7,753.39","7,741.70","7,741.70","7,129.16","7,698.21"
2/27/2013,"7,641.84","7,565.78","7,679.44","7,675.83","7,675.83","7,122.63","7,696.45"
2/26/2013,"7,682.24","7,589.32","7,683.96","7,597.11","7,597.11","7,115.91","7,695.03"
2/25/2013,"7,731.80","7,726.40","7,860.57","7,773.19","7,773.19","7,109.28","7,695.02"
2/22/2013,"7,619.81","7,607.26","7,681.12","7,661.91","7,661.91","7,101.96","7,691.20"
2/21/2013,"7,681.61","7,561.84","7,688.44","7,583.57","7,583.57","7,095.57","7,690.26"
2/20/2013,"7,747.21","7,709.48","7,784.64","7,728.90","7,728.90","7,089.66","7,690.38"
2/19/2013,"7,614.10","7,611.60","7,762.90","7,752.45","7,752.45","7,083.27","7,686.42"
2/18/2013,"7,591.08","7,568.16","7,629.78","7,628.73","7,628.73","7,077.41","7,681.73"
2/15/2013,"7,636.26","7,588.57","7,649.50","7,593.51","7,593.51","7,071.86","7,679.84"
2/14/2013,"7,697.89","7,607.48","7,729.36","7,631.19","7,631.19","7,066.27","7,677.06"
2/13/2013,"7,678.48","7,650.29","7,737.41","7,711.89","7,711.89","7,060.33","7,673.14"
2/12/2013,"7,619.12","7,593.66","7,661.97","7,660.19","7,660.19","7,054.62","7,667.61"
2/11/2013,"7,627.72","7,597.61","7,676.82","7,633.74","7,633.74","7,049.13","7,662.51"
2/8/2013,"7,607.57","7,577.34","7,655.31","7,652.14","7,652.14","7,044.43","7,657.86"
2/7/2013,"7,581.37","7,565.32","7,661.31","7,590.85","7,590.85","7,039.72","7,651.68"
2/6/2013,"7,665.88","7,537.29","7,694.42","7,581.18","7,581.18","7,035.58","7,646.51"
2/5/2013,"7,643.54","7,622.30","7,677.14","7,664.66","7,664.66","7,031.68","7,640.73"
2/4/2013,"7,822.54","7,637.68","7,837.64","7,638.23","7,638.23","7,027.05","7,633.62"
2/1/2013,"7,792.59","7,784.97","7,853.37","7,833.39","7,833.39","7,022.38","7,625.76"
1/31/2013,"7,800.45","7,765.20","7,812.34","7,776.05","7,776.05","7,016.17","7,612.78"
1/30/2013,"7,855.68","7,775.03","7,863.35","7,811.31","7,811.31","7,009.90","7,600.72"
1/29/2013,"7,841.96","7,800.12","7,857.14","7,848.57","7,848.57","7,004.60","7,586.97"
1/28/2013,"7,859.83","7,831.72","7,871.79","7,833.00","7,833.00","6,998.71","7,569.01"
1/25/2013,"7,746.78","7,743.19","7,865.16","7,857.97","7,857.97","6,993.21","7,553.22"
1/24/2013,"7,700.53","7,661.96","7,753.30","7,748.13","7,748.13","6,987.92","7,538.10"
1/23/2013,"7,702.92","7,684.84","7,731.63","7,707.54","7,707.54","6,982.31","7,526.52"
1/22/2013,"7,741.88","7,634.26","7,746.91","7,696.21","7,696.21","6,976.69","7,515.74"
1/21/2013,"7,727.77","7,719.02","7,749.82","7,748.86","7,748.86","6,971.92","7,505.09"
1/18/2013,"7,747.13","7,702.23","7,753.49","7,702.23","7,702.23","6,966.55","7,494.21"
1/17/2013,"7,677.28","7,662.43","7,764.03","7,735.46","7,735.46","6,961.07","7,484.82"
1/16/2013,"7,661.61","7,643.14","7,694.80","7,691.13","7,691.13","6,956.27","7,477.67"
1/15/2013,"7,704.05","7,635.88","7,735.21","7,675.91","7,675.91","6,951.74","7,470.37"
1/14/2013,"7,737.61","7,702.36","7,785.82","7,729.52","7,729.52","6,948.27","7,464.13"
1/11/2013,"7,725.93","7,683.92","7,731.45","7,715.53","7,715.53","6,944.91","7,456.26"
1/10/2013,"7,732.14","7,685.08","7,773.69","7,708.47","7,708.47","6,941.06","7,447.16"
1/9/2013,"7,713.57","7,688.55","7,734.78","7,720.47","7,720.47","6,936.90","7,438.68"
1/8/2013,"7,710.70","7,683.48","7,754.38","7,695.83","7,695.83","6,933.29","7,428.33"
1/7/2013,"7,760.01","7,713.42","7,767.55","7,732.66","7,732.66","6,930.20","7,419.05"
1/4/2013,"7,740.99","7,727.55","7,779.67","7,776.37","7,776.37","6,926.94","7,408.40"
1/3/2013,"7,762.13","7,737.98","7,777.02","7,756.44","7,756.44","6,923.03","7,396.73"
1/2/2013,"7,689.46","7,689.46","7,789.94","7,778.78","7,778.78","6,919.16","7,385.08"
12/31/2012,"7,612.39","7,612.39","7,612.39","7,612.39","7,612.39","6,915.62","7,376.06"
12/28/2012,"7,649.89","7,602.89","7,665.68","7,612.39","7,612.39","6,912.83","7,371.43"
12/27/2012,"7,652.27","7,640.30","7,676.50","7,655.88","7,655.88","6,910.54","7,367.92"
12/26/2012,"7,636.23","7,636.23","7,636.23","7,636.23","7,636.23","6,908.05","7,362.70"
12/24/2012,"7,636.23","7,636.23","7,636.23","7,636.23","7,636.23","6,905.59","7,357.50"
12/21/2012,"7,632.41","7,596.64","7,653.73","7,636.23","7,636.23","6,902.81","7,350.00"
12/20/2012,"7,642.99","7,635.39","7,675.45","7,672.10","7,672.10","6,899.61","7,341.92"
12/19/2012,"7,675.33","7,655.71","7,682.90","7,668.50","7,668.50","6,895.75","7,334.12"
12/18/2012,"7,634.28","7,626.25","7,667.91","7,653.58","7,653.58","6,891.81","7,324.85"
12/17/2012,"7,604.16","7,564.07","7,627.14","7,604.94","7,604.94","6,887.71","7,316.47"
12/14/2012,"7,599.03","7,571.16","7,619.26","7,596.47","7,596.47","6,883.05","7,310.20"
12/13/2012,"7,618.62","7,561.96","7,618.62","7,581.98","7,581.98","6,878.23","7,306.22"
12/12/2012,"7,595.20","7,590.18","7,626.40","7,614.79","7,614.79","6,874.65","7,300.69"
12/11/2012,"7,529.24","7,518.74","7,596.90","7,589.75","7,589.75","6,871.18","7,294.83"
12/10/2012,"7,484.95","7,457.40","7,536.60","7,530.92","7,530.92","6,867.94","7,289.16"
12/7/2012,"7,539.78","7,487.64","7,553.05","7,517.80","7,517.80","6,864.57","7,285.07"
12/6/2012,"7,469.54","7,461.19","7,554.51","7,534.54","7,534.54","6,861.42","7,279.04"
12/5/2012,"7,480.59","7,428.70","7,482.28","7,454.55","7,454.55","6,857.99","7,274.15"
12/4/2012,"7,428.13","7,417.30","7,466.25","7,435.12","7,435.12","6,855.04","7,270.59"
12/3/2012,"7,427.41","7,419.30","7,487.89","7,435.21","7,435.21","6,851.92","7,270.39"
