 Date,SPX Open,SPX Low,SPX High,SPX Close,SPX Adj. Close
8/17/2016,"2,177.84","2,168.50","2,183.08","2,182.22","2,182.22"
8/16/2016,"2,186.24","2,178.14","2,186.24","2,178.15","2,178.15"
8/15/2016,"2,186.08","2,186.08","2,193.81","2,190.15","2,190.15"
8/12/2016,"2,183.74","2,179.42","2,186.28","2,184.05","2,184.05"
8/11/2016,"2,177.97","2,177.97","2,188.45","2,185.79","2,185.79"
8/10/2016,"2,182.81","2,172.00","2,183.41","2,175.49","2,175.49"
8/9/2016,"2,182.24","2,178.61","2,187.66","2,181.74","2,181.74"
8/8/2016,"2,183.76","2,177.85","2,185.44","2,180.89","2,180.89"
8/5/2016,"2,168.79","2,168.79","2,182.87","2,182.87","2,182.87"
8/4/2016,"2,163.51","2,159.07","2,168.19","2,164.25","2,164.25"
8/3/2016,"2,156.81","2,152.56","2,163.79","2,163.79","2,163.79"
8/2/2016,"2,169.94","2,147.58","2,170.20","2,157.03","2,157.03"
8/1/2016,"2,173.15","2,166.21","2,178.29","2,170.84","2,170.84"
7/29/2016,"2,168.83","2,163.49","2,177.09","2,173.60","2,173.60"
7/28/2016,"2,166.05","2,159.74","2,172.85","2,170.06","2,170.06"
7/27/2016,"2,169.81","2,159.07","2,174.98","2,166.58","2,166.58"
7/26/2016,"2,168.97","2,160.18","2,173.54","2,169.18","2,169.18"
7/25/2016,"2,173.71","2,161.95","2,173.71","2,168.48","2,168.48"
7/22/2016,"2,166.47","2,163.24","2,175.11","2,175.03","2,175.03"
7/21/2016,"2,172.91","2,159.75","2,174.56","2,165.17","2,165.17"
7/20/2016,"2,166.10","2,164.89","2,175.63","2,173.02","2,173.02"
7/19/2016,"2,163.79","2,159.01","2,164.63","2,163.78","2,163.78"
7/18/2016,"2,162.04","2,159.63","2,168.35","2,166.89","2,166.89"
7/15/2016,"2,165.13","2,155.79","2,169.05","2,161.74","2,161.74"
7/14/2016,"2,157.88","2,157.88","2,168.99","2,163.75","2,163.75"
7/13/2016,"2,153.81","2,146.21","2,156.45","2,152.43","2,152.43"
7/12/2016,"2,139.50","2,139.50","2,155.40","2,152.14","2,152.14"
7/11/2016,"2,131.72","2,131.72","2,143.16","2,137.16","2,137.16"
7/8/2016,"2,106.97","2,106.97","2,131.71","2,129.90","2,129.90"
7/7/2016,"2,100.42","2,089.39","2,109.08","2,097.90","2,097.90"
7/6/2016,"2,084.43","2,074.02","2,100.72","2,099.73","2,099.73"
7/5/2016,"2,095.05","2,080.86","2,095.05","2,088.55","2,088.55"
7/1/2016,"2,099.34","2,097.90","2,108.71","2,102.95","2,102.95"
6/30/2016,"2,073.17","2,070.00","2,098.94","2,098.86","2,098.86"
6/29/2016,"2,042.69","2,042.69","2,073.13","2,070.77","2,070.77"
6/28/2016,"2,006.67","2,006.67","2,036.09","2,036.09","2,036.09"
6/27/2016,"2,031.45","1,991.68","2,031.45","2,000.54","2,000.54"
6/24/2016,"2,103.81","2,032.57","2,103.81","2,037.41","2,037.41"
6/23/2016,"2,092.80","2,092.80","2,113.32","2,113.32","2,113.32"
6/22/2016,"2,089.75","2,084.36","2,099.71","2,085.45","2,085.45"
6/21/2016,"2,085.19","2,083.02","2,093.66","2,088.90","2,088.90"
6/20/2016,"2,075.58","2,075.58","2,100.66","2,083.25","2,083.25"
6/17/2016,"2,078.20","2,062.84","2,078.20","2,071.22","2,071.22"
6/16/2016,"2,066.36","2,050.37","2,079.62","2,077.99","2,077.99"
6/15/2016,"2,077.60","2,069.80","2,085.65","2,071.50","2,071.50"
6/14/2016,"2,076.65","2,064.10","2,081.30","2,075.32","2,075.32"
6/13/2016,"2,091.75","2,078.46","2,098.12","2,079.06","2,079.06"
6/10/2016,"2,109.57","2,089.96","2,109.57","2,096.07","2,096.07"
6/9/2016,"2,115.65","2,107.73","2,117.64","2,115.48","2,115.48"
6/8/2016,"2,112.71","2,112.71","2,120.55","2,119.12","2,119.12"
6/7/2016,"2,110.18","2,110.18","2,119.22","2,112.13","2,112.13"
6/6/2016,"2,100.83","2,100.83","2,113.36","2,109.41","2,109.41"
6/3/2016,"2,104.07","2,085.36","2,104.07","2,099.13","2,099.13"
6/2/2016,"2,097.71","2,088.59","2,105.26","2,105.26","2,105.26"
6/1/2016,"2,093.94","2,085.10","2,100.97","2,099.33","2,099.33"
5/31/2016,"2,100.13","2,088.66","2,103.48","2,096.96","2,096.96"
5/27/2016,"2,090.06","2,090.06","2,099.06","2,099.06","2,099.06"
5/26/2016,"2,091.44","2,087.08","2,094.30","2,090.10","2,090.10"
5/25/2016,"2,078.93","2,078.93","2,094.73","2,090.54","2,090.54"
5/24/2016,"2,052.65","2,052.65","2,079.67","2,076.06","2,076.06"
5/23/2016,"2,052.23","2,047.26","2,055.58","2,048.04","2,048.04"
5/20/2016,"2,041.88","2,041.88","2,058.35","2,052.32","2,052.32"
5/19/2016,"2,044.21","2,025.91","2,044.21","2,040.04","2,040.04"
5/18/2016,"2,044.38","2,034.49","2,060.61","2,047.63","2,047.63"
5/17/2016,"2,065.04","2,040.82","2,065.69","2,047.21","2,047.21"
5/16/2016,"2,046.53","2,046.53","2,071.88","2,066.66","2,066.66"
5/13/2016,"2,062.50","2,043.13","2,066.79","2,046.61","2,046.61"
5/12/2016,"2,067.17","2,053.13","2,073.99","2,064.11","2,064.11"
5/11/2016,"2,083.29","2,064.46","2,083.29","2,064.46","2,064.46"
5/10/2016,"2,062.63","2,062.63","2,084.87","2,084.39","2,084.39"
5/9/2016,"2,057.55","2,054.31","2,064.15","2,058.69","2,058.69"
5/6/2016,"2,047.77","2,039.45","2,057.72","2,057.14","2,057.14"
5/5/2016,"2,052.95","2,045.77","2,060.23","2,050.63","2,050.63"
5/4/2016,"2,060.30","2,045.55","2,060.30","2,051.12","2,051.12"
5/3/2016,"2,077.18","2,054.89","2,077.18","2,063.37","2,063.37"
5/2/2016,"2,067.17","2,066.11","2,083.42","2,081.43","2,081.43"
4/29/2016,"2,071.82","2,052.28","2,073.85","2,065.30","2,065.30"
4/28/2016,"2,090.93","2,071.62","2,099.30","2,075.81","2,075.81"
4/27/2016,"2,092.33","2,082.31","2,099.89","2,095.15","2,095.15"
4/26/2016,"2,089.84","2,085.80","2,096.87","2,091.70","2,091.70"
4/25/2016,"2,089.37","2,077.52","2,089.37","2,087.79","2,087.79"
4/22/2016,"2,091.49","2,081.20","2,094.32","2,091.58","2,091.58"
4/21/2016,"2,102.09","2,088.52","2,103.78","2,091.48","2,091.48"
4/20/2016,"2,101.52","2,096.32","2,111.05","2,102.40","2,102.40"
4/19/2016,"2,096.05","2,091.68","2,104.05","2,100.80","2,100.80"
4/18/2016,"2,078.83","2,073.65","2,094.66","2,094.34","2,094.34"
4/15/2016,"2,083.10","2,076.31","2,083.22","2,080.73","2,080.73"
4/14/2016,"2,082.89","2,078.13","2,087.84","2,082.78","2,082.78"
4/13/2016,"2,065.92","2,065.92","2,083.18","2,082.42","2,082.42"
4/12/2016,"2,043.72","2,039.74","2,065.05","2,061.72","2,061.72"
4/11/2016,"2,050.23","2,041.88","2,062.93","2,041.99","2,041.99"
4/8/2016,"2,045.54","2,041.69","2,060.63","2,047.60","2,047.60"
4/7/2016,"2,063.01","2,033.80","2,063.01","2,041.91","2,041.91"
4/6/2016,"2,045.56","2,043.09","2,067.33","2,066.66","2,066.66"
4/5/2016,"2,062.50","2,042.56","2,062.50","2,045.17","2,045.17"
4/4/2016,"2,073.19","2,062.57","2,074.02","2,066.13","2,066.13"
4/1/2016,"2,056.62","2,043.98","2,075.07","2,072.78","2,072.78"
3/31/2016,"2,063.77","2,057.46","2,067.92","2,059.74","2,059.74"
3/30/2016,"2,058.27","2,058.27","2,072.21","2,063.95","2,063.95"
3/29/2016,"2,035.75","2,028.31","2,055.91","2,055.01","2,055.01"
3/28/2016,"2,037.89","2,031.96","2,042.67","2,037.05","2,037.05"
3/24/2016,"2,032.48","2,022.49","2,036.04","2,035.94","2,035.94"
3/23/2016,"2,048.55","2,034.86","2,048.55","2,036.71","2,036.71"
3/22/2016,"2,048.64","2,040.57","2,056.60","2,049.80","2,049.80"
3/21/2016,"2,047.88","2,043.14","2,053.91","2,051.60","2,051.60"
3/18/2016,"2,041.16","2,041.16","2,052.36","2,049.58","2,049.58"
3/17/2016,"2,026.90","2,022.16","2,046.24","2,040.59","2,040.59"
3/16/2016,"2,014.24","2,010.04","2,032.02","2,027.22","2,027.22"
3/15/2016,"2,015.27","2,005.23","2,015.94","2,015.93","2,015.93"
3/14/2016,"2,019.27","2,012.05","2,024.57","2,019.64","2,019.64"
3/11/2016,"1,994.71","1,994.71","2,022.37","2,022.19","2,022.19"
3/10/2016,"1,990.97","1,969.25","2,005.08","1,989.57","1,989.57"
3/9/2016,"1,981.44","1,979.84","1,992.69","1,989.26","1,989.26"
3/8/2016,"1,996.88","1,977.43","1,996.88","1,979.26","1,979.26"
3/7/2016,"1,996.11","1,989.38","2,006.12","2,001.76","2,001.76"
3/4/2016,"1,994.01","1,986.77","2,009.13","1,999.99","1,999.99"
3/3/2016,"1,985.60","1,977.37","1,993.69","1,993.40","1,993.40"
3/2/2016,"1,976.60","1,968.80","1,986.51","1,986.45","1,986.45"
3/1/2016,"1,937.09","1,937.09","1,978.35","1,978.35","1,978.35"
2/29/2016,"1,947.13","1,931.81","1,958.27","1,932.23","1,932.23"
2/26/2016,"1,954.95","1,945.78","1,962.96","1,948.05","1,948.05"
2/25/2016,"1,931.87","1,925.41","1,951.83","1,951.70","1,951.70"
2/24/2016,"1,917.56","1,891.00","1,932.08","1,929.80","1,929.80"
2/23/2016,"1,942.38","1,919.44","1,942.38","1,921.27","1,921.27"
2/22/2016,"1,924.44","1,924.44","1,946.70","1,945.50","1,945.50"
2/19/2016,"1,916.74","1,902.17","1,918.78","1,917.78","1,917.78"
2/18/2016,"1,927.57","1,915.09","1,930.00","1,917.83","1,917.83"
2/17/2016,"1,898.80","1,898.80","1,930.68","1,926.82","1,926.82"
2/16/2016,"1,871.44","1,871.44","1,895.77","1,895.58","1,895.58"
2/12/2016,"1,833.40","1,833.40","1,864.78","1,864.78","1,864.78"
2/11/2016,"1,847.00","1,810.10","1,847.00","1,829.08","1,829.08"
2/10/2016,"1,857.10","1,850.32","1,881.60","1,851.86","1,851.86"
2/9/2016,"1,848.46","1,834.94","1,868.25","1,852.21","1,852.21"
2/8/2016,"1,873.25","1,828.46","1,873.25","1,853.44","1,853.44"
2/5/2016,"1,913.07","1,872.65","1,913.07","1,880.05","1,880.05"
2/4/2016,"1,911.67","1,900.52","1,927.35","1,915.45","1,915.45"
2/3/2016,"1,907.07","1,872.23","1,918.01","1,912.53","1,912.53"
2/2/2016,"1,935.26","1,897.29","1,935.26","1,903.03","1,903.03"
2/1/2016,"1,936.94","1,920.30","1,947.20","1,939.38","1,939.38"
1/29/2016,"1,894.00","1,894.00","1,940.24","1,940.24","1,940.24"
1/28/2016,"1,885.22","1,873.65","1,902.96","1,893.36","1,893.36"
1/27/2016,"1,902.52","1,872.70","1,916.99","1,882.95","1,882.95"
1/26/2016,"1,878.79","1,878.79","1,906.73","1,903.63","1,903.63"
1/25/2016,"1,906.28","1,875.97","1,906.28","1,877.08","1,877.08"
1/22/2016,"1,877.40","1,877.40","1,908.85","1,906.90","1,906.90"
1/21/2016,"1,861.46","1,848.98","1,889.85","1,868.99","1,868.99"
1/20/2016,"1,876.18","1,812.29","1,876.18","1,859.33","1,859.33"
1/19/2016,"1,888.66","1,864.60","1,901.44","1,881.33","1,881.33"
1/15/2016,"1,916.68","1,857.83","1,916.68","1,880.33","1,880.33"
1/14/2016,"1,891.68","1,878.93","1,934.47","1,921.84","1,921.84"
1/13/2016,"1,940.34","1,886.41","1,950.33","1,890.28","1,890.28"
1/12/2016,"1,927.83","1,914.35","1,947.38","1,938.68","1,938.68"
1/11/2016,"1,926.12","1,901.10","1,935.65","1,923.67","1,923.67"
1/8/2016,"1,945.97","1,918.46","1,960.40","1,922.03","1,922.03"
1/7/2016,"1,985.32","1,938.83","1,985.32","1,943.09","1,943.09"
1/6/2016,"2,011.71","1,979.05","2,011.71","1,990.26","1,990.26"
1/5/2016,"2,013.78","2,004.17","2,021.94","2,016.71","2,016.71"
1/4/2016,"2,038.20","1,989.68","2,038.20","2,012.66","2,012.66"
12/31/2015,"2,060.59","2,043.62","2,062.54","2,043.94","2,043.94"
12/30/2015,"2,077.34","2,061.97","2,077.34","2,063.36","2,063.36"
12/29/2015,"2,060.54","2,060.54","2,081.56","2,078.36","2,078.36"
12/28/2015,"2,057.77","2,044.20","2,057.77","2,056.50","2,056.50"
12/24/2015,"2,063.52","2,058.73","2,067.36","2,060.99","2,060.99"
12/23/2015,"2,042.20","2,042.20","2,064.73","2,064.29","2,064.29"
12/22/2015,"2,023.15","2,020.49","2,042.74","2,038.97","2,038.97"
12/21/2015,"2,010.27","2,005.93","2,022.90","2,021.15","2,021.15"
12/18/2015,"2,040.81","2,005.33","2,040.81","2,005.55","2,005.55"
12/17/2015,"2,073.76","2,041.66","2,076.37","2,041.89","2,041.89"
12/16/2015,"2,046.50","2,042.43","2,076.72","2,073.07","2,073.07"
12/15/2015,"2,025.55","2,025.55","2,053.87","2,043.41","2,043.41"
12/14/2015,"2,013.37","1,993.26","2,022.92","2,021.94","2,021.94"
12/11/2015,"2,047.27","2,008.80","2,047.27","2,012.37","2,012.37"
12/10/2015,"2,047.93","2,045.67","2,067.65","2,052.23","2,052.23"
12/9/2015,"2,061.17","2,036.53","2,080.33","2,047.62","2,047.62"
12/8/2015,"2,073.39","2,052.32","2,073.85","2,063.59","2,063.59"
12/7/2015,"2,090.42","2,066.78","2,090.42","2,077.07","2,077.07"
12/4/2015,"2,051.24","2,051.24","2,093.84","2,091.69","2,091.69"
12/3/2015,"2,080.71","2,042.35","2,085.00","2,049.62","2,049.62"
12/2/2015,"2,101.71","2,077.11","2,104.27","2,079.51","2,079.51"
12/1/2015,"2,082.93","2,082.93","2,103.37","2,102.63","2,102.63"
11/30/2015,"2,090.95","2,080.41","2,093.81","2,080.41","2,080.41"
11/27/2015,"2,088.82","2,084.13","2,093.29","2,090.11","2,090.11"
