 Date,INDU_EC Open,INDU_EC Low,INDU_EC High,INDU_EC Close,INDU_EC Adj. Close
10/6/2014,"17,010.34","16,930.38","17,099.39","16,991.91","16,991.91"
10/3/2014,"16,802.20","16,802.20","17,027.84","17,009.69","17,009.69"
10/2/2014,"16,808.27","16,674.04","16,857.25","16,801.05","16,801.05"
10/1/2014,"17,040.46","16,776.13","17,041.16","16,804.71","16,804.71"
9/30/2014,"17,070.45","17,017.11","17,145.10","17,042.90","17,042.90"
9/29/2014,"17,107.69","16,934.43","17,107.69","17,071.22","17,071.22"
9/26/2014,"16,948.62","16,948.11","17,148.15","17,113.15","17,113.15"
9/25/2014,"17,204.86","16,945.80","17,204.86","16,945.80","16,945.80"
9/24/2014,"17,056.64","17,033.93","17,226.60","17,210.06","17,210.06"
9/23/2014,"17,165.91","17,055.87","17,171.88","17,055.87","17,055.87"
9/22/2014,"17,271.71","17,159.36","17,277.88","17,172.68","17,172.68"
9/19/2014,"17,267.21","17,257.46","17,350.64","17,279.74","17,279.74"
9/18/2014,"17,163.73","17,163.73","17,275.37","17,265.99","17,265.99"
9/17/2014,"17,131.01","17,089.01","17,221.11","17,156.85","17,156.85"
9/16/2014,"17,027.16","16,985.55","17,167.05","17,131.97","17,131.97"
9/15/2014,"16,988.76","16,951.38","17,051.85","17,031.14","17,031.14"
9/12/2014,"17,044.05","16,937.67","17,044.05","16,987.51","16,987.51"
9/11/2014,"17,057.41","16,983.88","17,057.41","17,049.00","17,049.00"
9/10/2014,"17,016.05","16,974.57","17,080.27","17,068.71","17,068.71"
9/9/2014,"17,110.39","16,993.29","17,111.55","17,013.87","17,013.87"
9/8/2014,"17,131.71","17,079.17","17,137.88","17,111.42","17,111.42"
9/5/2014,"17,065.89","17,009.62","17,137.36","17,137.36","17,137.36"
9/4/2014,"17,083.61","17,030.12","17,161.55","17,069.58","17,069.58"
9/3/2014,"17,067.24","17,060.21","17,151.89","17,078.28","17,078.28"
9/2/2014,"17,097.42","17,009.07","17,113.51","17,067.56","17,067.56"
8/29/2014,"17,083.42","17,035.38","17,110.42","17,098.45","17,098.45"
8/28/2014,"17,119.06","17,018.33","17,119.06","17,079.57","17,079.57"
8/27/2014,"17,111.03","17,090.61","17,134.60","17,122.01","17,122.01"
8/26/2014,"17,079.57","17,079.57","17,153.80","17,106.70","17,106.70"
8/25/2014,"17,011.81","17,011.81","17,124.74","17,076.87","17,076.87"
8/22/2014,"17,038.27","16,984.52","17,064.28","17,001.22","17,001.22"
8/21/2014,"16,983.88","16,983.88","17,074.59","17,039.49","17,039.49"
8/20/2014,"16,910.03","16,896.55","16,994.89","16,979.13","16,979.13"
8/19/2014,"16,839.06","16,839.06","16,929.13","16,919.59","16,919.59"
8/18/2014,"16,664.45","16,664.45","16,840.28","16,838.74","16,838.74"
8/15/2014,"16,717.01","16,575.42","16,775.27","16,662.91","16,662.91"
8/14/2014,"16,657.32","16,651.67","16,714.22","16,713.58","16,713.58"
8/13/2014,"16,567.54","16,567.54","16,670.29","16,651.80","16,651.80"
8/12/2014,"16,565.55","16,518.06","16,589.31","16,560.54","16,560.54"
8/11/2014,"16,557.27","16,557.27","16,627.99","16,569.98","16,569.98"
8/8/2014,"16,369.68","16,364.22","16,556.59","16,553.93","16,553.93"
8/7/2014,"16,448.29","16,333.78","16,504.35","16,368.27","16,368.27"
8/6/2014,"16,425.10","16,372.32","16,490.70","16,443.34","16,443.34"
8/5/2014,"16,559.97","16,369.55","16,559.97","16,429.47","16,429.47"
8/4/2014,"16,493.72","16,447.20","16,596.22","16,569.28","16,569.28"
8/1/2014,"16,561.70","16,437.07","16,584.75","16,493.37","16,493.37"
7/31/2014,"16,869.63","16,563.30","16,869.63","16,563.30","16,563.30"
7/30/2014,"16,920.11","16,817.16","16,983.94","16,880.36","16,880.36"
7/29/2014,"16,984.33","16,912.11","17,056.46","16,912.11","16,912.11"
7/28/2014,"16,956.91","16,877.72","17,001.38","16,982.59","16,982.59"
7/25/2014,"17,079.50","16,915.65","17,082.33","16,960.57","16,960.57"
7/24/2014,"17,092.02","17,061.07","17,119.83","17,083.80","17,083.80"
7/23/2014,"17,117.01","17,058.05","17,121.05","17,086.63","17,086.63"
7/22/2014,"17,054.97","17,040.13","17,133.43","17,113.54","17,113.54"
7/21/2014,"17,095.11","16,974.34","17,095.11","17,051.73","17,051.73"
7/18/2014,"16,978.16","16,977.52","17,113.51","17,100.18","17,100.18"
7/17/2014,"17,133.45","16,966.19","17,151.56","16,976.81","16,976.81"
7/16/2014,"17,061.91","17,061.91","17,139.35","17,138.20","17,138.20"
7/15/2014,"17,055.03","17,006.39","17,120.34","17,060.68","17,060.68"
7/14/2014,"16,950.93","16,950.93","17,088.43","17,055.42","17,055.42"
7/11/2014,"16,918.31","16,860.30","16,949.46","16,943.81","16,943.81"
7/10/2014,"16,980.35","16,805.38","16,980.35","16,915.07","16,915.07"
7/9/2014,"16,916.83","16,913.81","16,998.95","16,985.61","16,985.61"
7/8/2014,"17,022.09","16,874.79","17,022.09","16,906.62","16,906.62"
7/7/2014,"17,063.83","16,992.45","17,063.83","17,024.21","17,024.21"
7/3/2014,"16,979.00","16,979.00","17,074.65","17,068.26","17,068.26"
7/2/2014,"16,949.71","16,949.71","16,986.63","16,976.24","16,976.24"
7/1/2014,"16,828.53","16,828.53","16,998.70","16,956.07","16,956.07"
6/30/2014,"16,852.49","16,801.94","16,871.27","16,826.60","16,826.60"
6/27/2014,"16,846.90","16,773.84","16,862.73","16,851.84","16,851.84"
6/26/2014,"16,866.81","16,746.09","16,872.52","16,846.13","16,846.13"
6/25/2014,"16,817.68","16,799.41","16,883.54","16,867.51","16,867.51"
6/24/2014,"16,934.62","16,805.23","16,969.70","16,818.13","16,818.13"
6/23/2014,"16,946.50","16,896.09","16,954.27","16,937.26","16,937.26"
6/20/2014,"16,920.62","16,920.62","16,978.02","16,947.08","16,947.08"
6/19/2014,"16,909.90","16,858.88","16,923.43","16,921.46","16,921.46"
6/18/2014,"16,806.12","16,755.29","16,911.41","16,906.62","16,906.62"
6/17/2014,"16,779.21","16,732.91","16,823.55","16,808.49","16,808.49"
6/16/2014,"16,765.56","16,722.86","16,802.14","16,781.01","16,781.01"
6/13/2014,"16,734.64","16,718.60","16,787.89","16,775.74","16,775.74"
6/12/2014,"16,840.48","16,703.73","16,841.57","16,734.19","16,734.19"
6/11/2014,"16,943.16","16,821.85","16,943.16","16,843.88","16,843.88"
6/10/2014,"16,940.40","16,897.44","16,946.34","16,945.92","16,945.92"
6/9/2014,"16,926.08","16,912.92","16,970.17","16,943.10","16,943.10"
6/6/2014,"16,839.64","16,839.64","16,924.28","16,924.28","16,924.28"
6/5/2014,"16,739.14","16,709.95","16,845.81","16,836.11","16,836.11"
6/4/2014,"16,720.00","16,673.65","16,742.91","16,737.53","16,737.53"
6/3/2014,"16,736.70","16,690.01","16,736.70","16,722.34","16,722.34"
6/2/2014,"16,716.85","16,682.07","16,756.64","16,743.63","16,743.63"
5/30/2014,"16,697.33","16,648.85","16,721.22","16,717.17","16,717.17"
5/29/2014,"16,637.74","16,620.43","16,698.74","16,698.74","16,698.74"
5/28/2014,"16,674.98","16,620.22","16,674.98","16,633.18","16,633.18"
5/27/2014,"16,607.42","16,607.42","16,688.69","16,675.50","16,675.50"
5/23/2014,"16,544.49","16,544.49","16,613.07","16,606.27","16,606.27"
5/22/2014,"16,532.74","16,489.61","16,565.39","16,543.08","16,543.08"
5/21/2014,"16,376.17","16,376.17","16,544.60","16,533.06","16,533.06"
5/20/2014,"16,511.22","16,341.30","16,511.22","16,374.31","16,374.31"
5/19/2014,"16,490.35","16,442.12","16,526.26","16,511.86","16,511.86"
5/16/2014,"16,447.32","16,414.32","16,498.99","16,491.31","16,491.31"
5/15/2014,"16,613.52","16,397.46","16,622.90","16,446.81","16,446.81"
5/14/2014,"16,716.08","16,595.00","16,717.56","16,613.97","16,613.97"
5/13/2014,"16,695.92","16,695.92","16,735.51","16,715.44","16,715.44"
5/12/2014,"16,584.82","16,584.82","16,704.84","16,695.47","16,695.47"
5/9/2014,"16,551.23","16,498.71","16,588.77","16,583.34","16,583.34"
5/8/2014,"16,518.16","16,502.01","16,622.95","16,550.97","16,550.97"
5/7/2014,"16,401.66","16,357.35","16,522.94","16,518.54","16,518.54"
5/6/2014,"16,529.85","16,399.99","16,529.85","16,401.02","16,401.02"
5/5/2014,"16,509.75","16,377.09","16,547.92","16,530.55","16,530.55"
5/2/2014,"16,562.34","16,488.31","16,620.06","16,512.89","16,512.89"
5/1/2014,"16,580.26","16,525.25","16,604.79","16,558.87","16,558.87"
4/30/2014,"16,534.86","16,510.87","16,592.28","16,580.84","16,580.84"
4/29/2014,"16,451.18","16,451.18","16,559.39","16,535.37","16,535.37"
4/28/2014,"16,363.20","16,312.66","16,500.37","16,448.74","16,448.74"
4/25/2014,"16,503.26","16,333.78","16,503.26","16,361.46","16,361.46"
4/24/2014,"16,503.39","16,452.30","16,541.26","16,501.65","16,501.65"
4/23/2014,"16,513.73","16,477.28","16,525.99","16,501.65","16,501.65"
4/22/2014,"16,449.38","16,449.38","16,565.71","16,514.37","16,514.37"
4/21/2014,"16,408.92","16,402.08","16,459.78","16,449.25","16,449.25"
4/17/2014,"16,424.14","16,368.14","16,460.49","16,408.54","16,408.54"
4/16/2014,"16,266.23","16,266.23","16,424.85","16,424.85","16,424.85"
4/15/2014,"16,173.49","16,063.20","16,272.95","16,262.56","16,262.56"
4/14/2014,"16,028.29","16,028.29","16,184.76","16,173.24","16,173.24"
4/11/2014,"16,168.87","16,015.32","16,168.87","16,026.75","16,026.75"
4/10/2014,"16,437.24","16,153.34","16,456.12","16,170.22","16,170.22"
4/9/2014,"16,256.37","16,256.37","16,438.82","16,437.18","16,437.18"
4/8/2014,"16,245.16","16,180.28","16,296.86","16,256.14","16,256.14"
4/7/2014,"16,414.15","16,244.01","16,421.38","16,245.87","16,245.87"
4/4/2014,"16,576.02","16,392.77","16,631.63","16,412.71","16,412.71"
4/3/2014,"16,572.36","16,527.60","16,604.15","16,572.55","16,572.55"
4/2/2014,"16,532.80","16,506.60","16,588.19","16,573.00","16,573.00"
4/1/2014,"16,458.05","16,457.60","16,565.73","16,532.61","16,532.61"
3/31/2014,"16,324.22","16,324.22","16,480.85","16,457.66","16,457.66"
3/28/2014,"16,267.77","16,267.77","16,414.86","16,323.06","16,323.06"
3/27/2014,"16,268.67","16,191.79","16,300.94","16,264.23","16,264.23"
3/26/2014,"16,370.71","16,268.99","16,466.04","16,268.99","16,268.99"
3/25/2014,"16,279.20","16,279.20","16,407.18","16,367.88","16,367.88"
3/24/2014,"16,303.28","16,215.56","16,380.51","16,276.69","16,276.69"
3/21/2014,"16,332.69","16,290.79","16,456.45","16,302.77","16,302.77"
3/20/2014,"16,221.98","16,160.33","16,353.98","16,331.05","16,331.05"
3/19/2014,"16,335.71","16,126.29","16,363.32","16,222.17","16,222.17"
3/18/2014,"16,245.93","16,245.93","16,369.94","16,336.19","16,336.19"
3/17/2014,"16,066.37","16,066.37","16,270.34","16,247.22","16,247.22"
3/14/2014,"16,106.32","16,046.99","16,165.05","16,065.67","16,065.67"
3/13/2014,"16,341.55","16,084.10","16,405.07","16,108.89","16,108.89"
3/12/2014,"16,350.67","16,260.03","16,364.74","16,340.08","16,340.08"
3/11/2014,"16,419.39","16,325.17","16,460.33","16,351.25","16,351.25"
3/10/2014,"16,453.10","16,334.20","16,453.10","16,418.68","16,418.68"
3/7/2014,"16,424.53","16,398.86","16,505.70","16,452.72","16,452.72"
3/6/2014,"16,360.56","16,360.56","16,450.17","16,421.89","16,421.89"
3/5/2014,"16,395.88","16,343.96","16,406.55","16,360.18","16,360.18"
3/4/2014,"16,169.32","16,169.32","16,419.49","16,395.88","16,395.88"
3/3/2014,"16,321.71","16,071.25","16,321.71","16,168.03","16,168.03"
2/28/2014,"16,273.23","16,226.09","16,398.95","16,321.71","16,321.71"
2/27/2014,"16,197.70","16,159.81","16,276.28","16,272.65","16,272.65"
2/26/2014,"16,180.36","16,155.86","16,252.35","16,198.41","16,198.41"
2/25/2014,"16,207.34","16,147.25","16,254.26","16,179.66","16,179.66"
2/24/2014,"16,102.27","16,102.27","16,300.04","16,207.14","16,207.14"
2/21/2014,"16,135.92","16,093.80","16,191.92","16,103.30","16,103.30"
2/20/2014,"16,044.15","16,006.59","16,161.64","16,133.23","16,133.23"
2/19/2014,"16,126.23","16,031.66","16,225.72","16,040.56","16,040.56"
2/18/2014,"16,153.97","16,107.04","16,167.33","16,130.40","16,130.40"
2/14/2014,"16,018.08","15,985.39","16,175.55","16,154.39","16,154.39"
2/13/2014,"15,946.99","15,863.25","16,039.37","16,027.59","16,027.59"
2/12/2014,"15,993.04","15,928.75","16,036.56","15,963.94","15,963.94"
2/11/2014,"15,804.17","15,803.40","16,027.19","15,994.77","15,994.77"
2/10/2014,"15,793.63","15,733.69","15,801.79","15,801.79","15,801.79"
2/7/2014,"15,630.64","15,625.53","15,798.51","15,794.08","15,794.08"
2/6/2014,"15,443.83","15,443.00","15,632.09","15,628.53","15,628.53"
2/5/2014,"15,443.00","15,340.69","15,478.21","15,440.23","15,440.23"
2/4/2014,"15,372.93","15,356.62","15,481.85","15,445.24","15,445.24"
2/3/2014,"15,697.69","15,356.17","15,708.54","15,372.80","15,372.80"
1/31/2014,"15,847.19","15,617.55","15,847.19","15,698.85","15,698.85"
1/30/2014,"15,743.03","15,733.27","15,907.53","15,848.61","15,848.61"
1/29/2014,"15,927.08","15,708.98","15,927.08","15,738.79","15,738.79"
1/28/2014,"15,840.84","15,840.84","15,945.89","15,928.56","15,928.56"
1/27/2014,"15,879.05","15,783.55","15,942.77","15,837.88","15,837.88"
1/24/2014,"16,203.29","15,879.11","16,203.29","15,879.11","15,879.11"
1/23/2014,"16,371.99","16,140.58","16,372.96","16,197.35","16,197.35"
1/22/2014,"16,420.48","16,332.98","16,453.49","16,373.34","16,373.34"
1/21/2014,"16,459.27","16,316.25","16,520.60","16,414.44","16,414.44"
1/17/2014,"16,408.02","16,378.80","16,495.26","16,458.56","16,458.56"
1/16/2014,"16,477.70","16,375.56","16,477.70","16,417.01","16,417.01"
1/15/2014,"16,378.03","16,376.78","16,505.28","16,481.94","16,481.94"
1/14/2014,"16,261.99","16,260.83","16,373.92","16,373.86","16,373.86"
1/13/2014,"16,434.03","16,240.60","16,453.13","16,257.94","16,257.94"
1/10/2014,"16,453.62","16,379.02","16,487.65","16,437.05","16,437.05"
1/9/2014,"16,471.41","16,378.61","16,525.35","16,444.76","16,444.76"
1/8/2014,"16,527.66","16,416.69","16,528.88","16,462.74","16,462.74"
1/7/2014,"16,429.02","16,429.02","16,562.32","16,530.94","16,530.94"
1/6/2014,"16,474.04","16,405.52","16,532.99","16,425.10","16,425.10"
1/3/2014,"16,456.89","16,439.30","16,518.74","16,469.99","16,469.99"
1/2/2014,"16,572.17","16,416.49","16,573.07","16,441.35","16,441.35"
12/31/2013,"16,512.38","16,511.48","16,588.25","16,576.66","16,576.66"
12/30/2013,"16,484.51","16,476.87","16,504.35","16,504.29","16,504.29"
12/27/2013,"16,486.37","16,461.23","16,529.01","16,478.41","16,478.41"
12/26/2013,"16,370.97","16,370.97","16,483.00","16,479.88","16,479.88"
12/24/2013,"16,295.70","16,295.70","16,360.60","16,357.55","16,357.55"
12/23/2013,"16,225.25","16,225.25","16,318.11","16,294.61","16,294.61"
12/20/2013,"16,178.57","16,178.57","16,287.84","16,221.14","16,221.14"
12/19/2013,"16,162.51","16,121.54","16,194.72","16,179.08","16,179.08"
12/18/2013,"15,876.57","15,808.92","16,173.04","16,167.97","16,167.97"
12/17/2013,"15,884.06","15,836.45","15,917.96","15,875.26","15,875.26"
12/16/2013,"15,759.60","15,759.60","15,930.31","15,884.57","15,884.57"
12/13/2013,"15,745.66","15,717.92","15,792.80","15,755.36","15,755.36"
12/12/2013,"15,844.82","15,703.79","15,845.11","15,739.43","15,739.43"
12/11/2013,"15,970.75","15,827.70","15,997.22","15,843.53","15,843.53"
12/10/2013,"16,024.12","15,969.53","16,029.06","15,973.13","15,973.13"
12/9/2013,"16,019.49","16,015.29","16,058.40","16,025.53","16,025.53"
12/6/2013,"15,825.55","15,825.55","16,022.35","16,020.20","16,020.20"
12/5/2013,"15,886.50","15,809.37","15,896.19","15,821.51","15,821.51"
12/4/2013,"15,910.51","15,791.29","15,960.36","15,889.77","15,889.77"
12/3/2013,"16,004.72","15,859.68","16,004.72","15,914.62","15,914.62"
12/2/2013,"16,087.12","15,986.23","16,098.00","16,008.77","16,008.77"
11/29/2013,"16,105.16","16,074.14","16,174.51","16,086.41","16,086.41"
11/27/2013,"16,073.37","16,057.34","16,107.99","16,097.33","16,097.33"
11/26/2013,"16,070.93","16,070.93","16,120.25","16,072.80","16,072.80"
11/25/2013,"16,072.09","16,055.46","16,109.63","16,072.54","16,072.54"
11/22/2013,"16,008.71","15,976.27","16,068.78","16,064.77","16,064.77"
11/21/2013,"15,908.07","15,908.07","16,016.04","16,009.99","16,009.99"
11/20/2013,"15,971.20","15,865.37","16,016.85","15,900.82","15,900.82"
11/19/2013,"15,974.06","15,943.78","16,025.85","15,967.03","15,967.03"
11/18/2013,"15,962.72","15,942.17","16,030.28","15,976.02","15,976.02"
11/15/2013,"15,876.16","15,875.90","15,962.98","15,961.70","15,961.70"
11/14/2013,"15,806.22","15,798.74","15,884.99","15,876.22","15,876.22"
11/13/2013,"15,739.50","15,672.00","15,822.98","15,821.63","15,821.63"
11/12/2013,"15,773.15","15,708.29","15,793.38","15,750.67","15,750.67"
11/11/2013,"15,759.28","15,737.22","15,791.45","15,783.10","15,783.10"
11/8/2013,"15,591.54","15,579.35","15,764.29","15,761.78","15,761.78"
11/7/2013,"15,751.31","15,586.33","15,797.68","15,593.98","15,593.98"
11/6/2013,"15,628.72","15,628.72","15,750.29","15,746.88","15,746.88"
11/5/2013,"15,631.22","15,522.18","15,651.89","15,618.22","15,618.22"
11/4/2013,"15,621.20","15,588.48","15,658.90","15,639.12","15,639.12"
11/1/2013,"15,558.01","15,543.25","15,649.40","15,615.55","15,615.55"
10/31/2013,"15,619.92","15,544.69","15,651.86","15,545.75","15,545.75"
10/30/2013,"15,680.74","15,574.52","15,721.00","15,618.76","15,618.76"
10/29/2013,"15,572.21","15,572.21","15,683.08","15,680.35","15,680.35"
10/28/2013,"15,569.19","15,533.48","15,599.09","15,568.93","15,568.93"
10/25/2013,"15,523.72","15,512.96","15,570.60","15,570.28","15,570.28"
10/24/2013,"15,414.87","15,414.13","15,528.63","15,509.21","15,509.21"
10/23/2013,"15,465.34","15,366.19","15,465.66","15,413.33","15,413.33"
10/22/2013,"15,394.22","15,394.22","15,518.10","15,467.66","15,467.66"
10/21/2013,"15,401.32","15,362.66","15,410.18","15,392.20","15,392.20"
10/18/2013,"15,371.71","15,321.81","15,412.97","15,399.65","15,399.65"
10/17/2013,"15,369.46","15,229.02","15,376.11","15,371.65","15,371.65"
10/16/2013,"15,170.70","15,170.70","15,374.15","15,373.83","15,373.83"
10/15/2013,"15,300.30","15,161.33","15,301.91","15,168.01","15,168.01"
10/14/2013,"15,231.33","15,136.38","15,309.48","15,301.26","15,301.26"
10/11/2013,"15,126.52","15,100.13","15,237.30","15,237.11","15,237.11"
10/10/2013,"14,806.39","14,806.39","15,126.07","15,126.07","15,126.07"
10/9/2013,"14,778.19","14,719.43","14,852.50","14,802.98","14,802.98"
10/8/2013,"14,938.04","14,773.47","14,938.04","14,776.53","14,776.53"
10/7/2013,"15,069.30","14,920.83","15,069.30","14,936.24","14,936.24"
10/4/2013,"14,994.68","14,972.33","15,083.99","15,072.58","15,072.58"
10/3/2013,"15,127.23","14,947.03","15,127.23","14,996.48","14,996.48"
10/2/2013,"15,182.65","15,044.71","15,182.65","15,133.14","15,133.14"
10/1/2013,"15,132.49","15,110.34","15,208.40","15,191.70","15,191.70"
9/30/2013,"15,249.82","15,086.71","15,249.82","15,129.67","15,129.67"
9/27/2013,"15,317.45","15,211.81","15,317.45","15,258.24","15,258.24"
9/26/2013,"15,274.42","15,274.42","15,387.19","15,328.30","15,328.30"
9/25/2013,"15,339.02","15,253.16","15,372.48","15,273.26","15,273.26"
9/24/2013,"15,402.54","15,327.14","15,433.75","15,334.59","15,334.59"
9/23/2013,"15,452.31","15,368.25","15,466.95","15,401.38","15,401.38"
9/20/2013,"15,635.09","15,448.09","15,654.77","15,451.09","15,451.09"
9/19/2013,"15,677.86","15,625.45","15,695.89","15,636.55","15,636.55"
9/18/2013,"15,533.03","15,470.16","15,709.58","15,676.94","15,676.94"
9/17/2013,"15,503.15","15,503.15","15,555.07","15,529.73","15,529.73"
9/16/2013,"15,381.36","15,381.36","15,549.87","15,494.78","15,494.78"
9/13/2013,"15,312.86","15,312.86","15,380.97","15,376.06","15,376.06"
9/12/2013,"15,327.14","15,283.26","15,345.32","15,300.64","15,300.64"
9/11/2013,"15,194.13","15,194.13","15,326.60","15,326.60","15,326.60"
9/10/2013,"15,067.23","15,067.23","15,192.13","15,191.06","15,191.06"
9/9/2013,"14,927.19","14,927.19","15,088.41","15,063.12","15,063.12"
9/6/2013,"14,941.55","14,789.40","15,009.84","14,922.50","14,922.50"
9/5/2013,"14,929.49","14,923.27","14,987.47","14,937.48","14,937.48"
9/4/2013,"14,832.42","14,799.09","14,956.74","14,930.87","14,930.87"
9/3/2013,"14,801.55","14,777.48","14,933.35","14,833.96","14,833.96"
8/30/2013,"14,844.10","14,762.35","14,848.24","14,810.31","14,810.31"
8/29/2013,"14,817.91","14,792.11","14,916.01","14,840.95","14,840.95"
8/28/2013,"14,770.99","14,760.41","14,867.40","14,824.51","14,824.51"
8/27/2013,"14,939.25","14,765.42","14,939.25","14,776.13","14,776.13"
8/26/2013,"15,014.58","14,945.24","15,049.98","14,946.46","14,946.46"
8/23/2013,"14,988.78","14,931.24","15,025.56","15,010.51","15,010.51"
8/22/2013,"14,908.60","14,899.00","14,989.12","14,963.74","14,963.74"
8/21/2013,"14,993.81","14,880.84","15,019.70","14,897.55","14,897.55"
8/20/2013,"15,011.82","14,992.16","15,074.92","15,002.99","15,002.99"
8/19/2013,"15,076.79","15,005.42","15,106.39","15,010.74","15,010.74"
8/16/2013,"15,112.57","15,054.38","15,139.77","15,081.47","15,081.47"
8/15/2013,"15,332.71","15,094.03","15,332.71","15,112.19","15,112.19"
8/14/2013,"15,447.71","15,316.62","15,453.08","15,337.66","15,337.66"
8/13/2013,"15,420.68","15,342.34","15,504.14","15,451.01","15,451.01"
8/12/2013,"15,415.22","15,359.93","15,441.75","15,419.68","15,419.68"
8/9/2013,"15,496.63","15,346.65","15,507.76","15,425.51","15,425.51"
8/8/2013,"15,477.27","15,418.60","15,557.12","15,498.32","15,498.32"
8/7/2013,"15,516.21","15,421.75","15,516.21","15,470.67","15,470.67"
8/6/2013,"15,608.44","15,473.40","15,608.44","15,518.74","15,518.74"
8/5/2013,"15,651.98","15,584.83","15,655.21","15,612.13","15,612.13"
8/2/2013,"15,627.56","15,558.68","15,658.43","15,658.36","15,658.36"
8/1/2013,"15,503.85","15,503.85","15,650.69","15,628.02","15,628.02"
7/31/2013,"15,528.57","15,492.96","15,634.32","15,499.54","15,499.54"
7/30/2013,"15,534.49","15,479.13","15,593.91","15,520.59","15,520.59"
7/29/2013,"15,557.14","15,482.27","15,557.14","15,521.97","15,521.97"
7/26/2013,"15,547.85","15,405.16","15,560.97","15,558.83","15,558.83"
7/25/2013,"15,539.17","15,455.59","15,560.33","15,555.61","15,555.61"
7/24/2013,"15,576.69","15,496.84","15,602.60","15,542.24","15,542.24"
7/23/2013,"15,547.00","15,544.06","15,604.22","15,567.74","15,567.74"
7/22/2013,"15,543.97","15,516.20","15,576.21","15,545.55","15,545.55"
7/19/2013,"15,524.27","15,491.96","15,544.55","15,543.74","15,543.74"
7/18/2013,"15,465.91","15,465.91","15,589.40","15,548.54","15,548.54"
7/17/2013,"15,456.92","15,438.12","15,502.00","15,470.52","15,470.52"
7/16/2013,"15,485.03","15,415.71","15,498.16","15,451.85","15,451.85"
7/15/2013,"15,459.69","15,455.77","15,509.48","15,484.26","15,484.26"
7/12/2013,"15,460.69","15,410.27","15,498.39","15,464.30","15,464.30"
7/11/2013,"15,298.00","15,298.00","15,483.55","15,460.92","15,460.92"
7/10/2013,"15,298.03","15,258.89","15,348.95","15,291.66","15,291.66"
7/9/2013,"15,228.46","15,228.46","15,320.42","15,300.34","15,300.34"
7/8/2013,"15,137.22","15,137.22","15,262.72","15,224.69","15,224.69"
7/5/2013,"14,995.46","14,971.20","15,137.51","15,135.84","15,135.84"
7/3/2013,"14,923.73","14,858.93","15,025.90","14,988.55","14,988.55"
7/2/2013,"14,973.04","14,870.51","15,049.22","14,932.41","14,932.41"
7/1/2013,"14,911.60","14,911.60","15,083.28","14,974.96","14,974.96"
6/28/2013,"15,016.58","14,884.80","15,034.63","14,909.60","14,909.60"
6/27/2013,"14,921.28","14,921.28","15,075.01","15,024.49","15,024.49"
6/26/2013,"14,769.99","14,769.68","14,938.98","14,910.14","14,910.14"
6/25/2013,"14,669.69","14,669.69","14,812.03","14,760.31","14,760.31"
6/24/2013,"14,795.79","14,551.27","14,795.79","14,659.56","14,659.56"
6/21/2013,"14,760.62","14,688.43","14,858.56","14,799.40","14,799.40"
6/20/2013,"15,105.51","14,732.03","15,105.51","14,758.32","14,758.32"
6/19/2013,"15,315.47","15,112.11","15,322.07","15,112.19","15,112.19"
6/18/2013,"15,186.30","15,186.30","15,340.09","15,318.23","15,318.23"
6/17/2013,"15,078.71","15,078.71","15,261.71","15,179.85","15,179.85"
6/14/2013,"15,178.08","15,044.80","15,205.92","15,070.18","15,070.18"
6/13/2013,"14,992.54","14,953.45","15,202.27","15,176.08","15,176.08"
6/12/2013,"15,130.39","14,981.21","15,241.28","14,995.23","14,995.23"
6/11/2013,"15,231.38","15,086.09","15,251.07","15,122.02","15,122.02"
6/10/2013,"15,247.81","15,211.25","15,300.64","15,238.59","15,238.59"
6/7/2013,"15,044.46","15,044.46","15,255.58","15,248.12","15,248.12"
6/6/2013,"14,955.45","14,844.22","15,040.62","15,040.62","15,040.62"
6/5/2013,"15,168.10","14,945.57","15,168.63","14,960.59","14,960.59"
6/4/2013,"15,255.22","15,100.78","15,304.98","15,177.54","15,177.54"
6/3/2013,"15,123.55","15,123.55","15,254.11","15,254.03","15,254.03"
5/31/2013,"15,322.22","15,115.57","15,392.38","15,115.57","15,115.57"
5/30/2013,"15,306.02","15,280.99","15,398.70","15,324.53","15,324.53"
5/29/2013,"15,399.94","15,229.53","15,400.25","15,302.80","15,302.80"
5/28/2013,"15,307.33","15,307.33","15,521.49","15,409.39","15,409.39"
5/24/2013,"15,290.74","15,199.63","15,306.71","15,303.10","15,303.10"
5/23/2013,"15,300.57","15,180.23","15,348.41","15,294.50","15,294.50"
5/22/2013,"15,387.12","15,265.96","15,542.40","15,307.17","15,307.17"
5/21/2013,"15,334.97","15,325.68","15,434.50","15,387.58","15,387.58"
5/20/2013,"15,348.33","15,314.15","15,391.84","15,335.28","15,335.28"
5/17/2013,"15,234.75","15,234.75","15,357.40","15,354.40","15,354.40"
5/16/2013,"15,273.92","15,215.82","15,302.49","15,233.22","15,233.22"
5/15/2013,"15,211.87","15,175.39","15,301.34","15,275.69","15,275.69"
5/14/2013,"15,092.15","15,089.30","15,219.55","15,215.25","15,215.25"
5/13/2013,"15,113.42","15,053.46","15,113.42","15,091.68","15,091.68"
5/10/2013,"15,082.62","15,038.18","15,118.49","15,118.49","15,118.49"
5/9/2013,"15,105.12","15,046.87","15,144.83","15,082.62","15,082.62"
5/8/2013,"15,056.20","15,021.87","15,106.81","15,105.12","15,105.12"
