 Date,GBPUSD Open,GBPUSD Low,GBPUSD High,GBPUSD Close,GBPUSD Adj. Close
9/28/2015,1.5189,1.5158,1.5241,1.5174,1.5174
9/25/2015,1.5242,1.5136,1.5261,1.518,1.518
9/24/2015,1.5245,1.5201,1.5289,1.5242,1.5242
9/23/2015,1.5365,1.5221,1.5367,1.5245,1.5245
9/22/2015,1.5507,1.5341,1.5529,1.5365,1.5365
9/21/2015,1.5539,1.5481,1.5568,1.5507,1.5507
9/18/2015,1.5591,1.5514,1.5659,1.5536,1.5536
9/17/2015,1.5493,1.5486,1.5628,1.5591,1.5591
9/16/2015,1.5344,1.5331,1.5529,1.5493,1.5493
9/15/2015,1.5427,1.533,1.5457,1.5344,1.5344
9/14/2015,1.5428,1.5373,1.5471,1.5427,1.5427
9/11/2015,1.5445,1.54,1.5462,1.5429,1.5429
9/10/2015,1.5368,1.5339,1.5476,1.5445,1.5445
9/9/2015,1.5396,1.535,1.5405,1.5368,1.5368
9/8/2015,1.5277,1.5271,1.5413,1.5396,1.5396
9/7/2015,1.5181,1.5172,1.5289,1.5277,1.5277
9/4/2015,1.5258,1.5165,1.5276,1.517,1.517
9/3/2015,1.5299,1.5219,1.5313,1.5258,1.5258
9/2/2015,1.5304,1.5265,1.5326,1.5299,1.5299
9/1/2015,1.5345,1.53,1.5408,1.5304,1.5304
8/31/2015,1.5396,1.5339,1.5437,1.5345,1.5345
8/28/2015,1.5403,1.5336,1.5443,1.5391,1.5391
8/27/2015,1.5463,1.537,1.5509,1.5403,1.5403
8/26/2015,1.5687,1.5453,1.572,1.5463,1.5463
8/25/2015,1.5776,1.5682,1.5819,1.5687,1.5687
8/24/2015,1.5701,1.5631,1.5803,1.5776,1.5776
8/21/2015,1.569,1.5658,1.5723,1.5694,1.5694
8/20/2015,1.568,1.5606,1.5702,1.569,1.569
8/19/2015,1.5661,1.5635,1.5701,1.568,1.568
8/18/2015,1.5586,1.5563,1.5717,1.5661,1.5661
8/17/2015,1.5634,1.5579,1.5688,1.5586,1.5586
8/14/2015,1.5611,1.5589,1.566,1.5642,1.5642
8/13/2015,1.5613,1.5574,1.5637,1.5611,1.5611
8/12/2015,1.5572,1.5535,1.566,1.5613,1.5613
8/11/2015,1.5592,1.5556,1.5616,1.5572,1.5572
8/10/2015,1.5475,1.5458,1.5606,1.5592,1.5592
8/7/2015,1.5512,1.5425,1.5546,1.5491,1.5491
8/6/2015,1.5603,1.5468,1.5637,1.5512,1.5512
8/5/2015,1.5564,1.5526,1.5651,1.5603,1.5603
8/4/2015,1.5587,1.5558,1.5634,1.5564,1.5564
8/3/2015,1.5629,1.5566,1.5645,1.5587,1.5587
7/31/2015,1.5602,1.555,1.5678,1.5622,1.5622
7/30/2015,1.5602,1.5563,1.5643,1.5602,1.5602
7/29/2015,1.5613,1.5588,1.569,1.5602,1.5602
7/28/2015,1.5559,1.5528,1.5628,1.5613,1.5613
7/27/2015,1.55,1.5491,1.5595,1.5559,1.5559
7/24/2015,1.5514,1.5467,1.5526,1.5508,1.5508
7/23/2015,1.5613,1.5501,1.5671,1.5514,1.5514
7/22/2015,1.5557,1.555,1.5647,1.5613,1.5613
7/21/2015,1.5564,1.5529,1.5591,1.5557,1.5557
7/20/2015,1.5603,1.5538,1.5628,1.5564,1.5564
7/17/2015,1.561,1.5554,1.5673,1.56,1.56
7/16/2015,1.5639,1.5561,1.565,1.5609,1.5609
7/15/2015,1.5636,1.5577,1.5676,1.5639,1.5639
7/14/2015,1.5487,1.5451,1.5639,1.5636,1.5636
7/13/2015,1.551,1.5473,1.5589,1.5487,1.5487
7/10/2015,1.538,1.5364,1.5551,1.5517,1.5517
7/9/2015,1.5361,1.5344,1.5421,1.538,1.538
7/8/2015,1.5462,1.533,1.5467,1.5361,1.5361
7/7/2015,1.5605,1.5414,1.5609,1.5462,1.5462
7/6/2015,1.5518,1.5516,1.5629,1.5605,1.5605
7/3/2015,1.5609,1.556,1.5644,1.557,1.557
7/2/2015,1.5617,1.5565,1.564,1.5609,1.5609
7/1/2015,1.5712,1.5589,1.5733,1.5617,1.5617
6/30/2015,1.5738,1.5693,1.5776,1.5712,1.5712
6/29/2015,1.5684,1.5664,1.5789,1.5738,1.5738
6/26/2015,1.5747,1.5709,1.5767,1.5746,1.5746
6/25/2015,1.5706,1.5677,1.577,1.5747,1.5747
6/24/2015,1.5729,1.5667,1.5803,1.5706,1.5706
6/23/2015,1.5824,1.5709,1.5832,1.5729,1.5729
6/22/2015,1.5868,1.5806,1.591,1.5824,1.5824
6/19/2015,1.588,1.5836,1.5897,1.5883,1.5883
6/18/2015,1.5833,1.5806,1.593,1.588,1.588
6/17/2015,1.5648,1.5626,1.5847,1.5833,1.5833
6/16/2015,1.5601,1.5542,1.5654,1.5648,1.5648
6/15/2015,1.5564,1.5488,1.5614,1.5601,1.5601
6/12/2015,1.5517,1.5467,1.5598,1.5561,1.5561
6/11/2015,1.553,1.5422,1.5534,1.5517,1.5517
6/10/2015,1.5385,1.5369,1.5554,1.553,1.553
6/9/2015,1.5349,1.5258,1.5389,1.5385,1.5385
6/8/2015,1.5262,1.5222,1.5364,1.5349,1.5349
6/5/2015,1.5364,1.5191,1.537,1.527,1.527
6/4/2015,1.5341,1.5304,1.5441,1.5364,1.5364
6/3/2015,1.5343,1.5251,1.5375,1.5341,1.5341
6/2/2015,1.5201,1.518,1.5367,1.5343,1.5343
6/1/2015,1.5284,1.5171,1.5305,1.5201,1.5201
5/29/2015,1.5316,1.5237,1.5342,1.5291,1.5291
5/28/2015,1.5354,1.5261,1.5386,1.5316,1.5316
5/27/2015,1.5385,1.5302,1.5437,1.5354,1.5354
5/26/2015,1.547,1.5354,1.5475,1.5385,1.5385
5/25/2015,1.5482,1.5457,1.5508,1.547,1.547
5/22/2015,1.5662,1.5461,1.569,1.549,1.549
5/21/2015,1.5537,1.5525,1.57,1.5662,1.5662
5/20/2015,1.5513,1.5473,1.5588,1.5536,1.5536
5/19/2015,1.5652,1.5447,1.567,1.5513,1.5513
5/18/2015,1.5734,1.5638,1.5746,1.5653,1.5653
5/15/2015,1.5776,1.5702,1.5809,1.5727,1.5727
5/14/2015,1.5745,1.5729,1.5815,1.5776,1.5776
5/13/2015,1.5671,1.5634,1.5769,1.5745,1.5745
5/12/2015,1.5586,1.5557,1.5711,1.5671,1.5671
5/11/2015,1.5447,1.5393,1.5613,1.5586,1.5586
5/8/2015,1.5245,1.5244,1.5523,1.5455,1.5455
5/7/2015,1.5246,1.5164,1.5275,1.5245,1.5245
5/6/2015,1.5182,1.515,1.5291,1.5246,1.5246
5/5/2015,1.512,1.5089,1.5218,1.5182,1.5182
5/4/2015,1.5154,1.509,1.5175,1.512,1.512
5/1/2015,1.5351,1.5115,1.5397,1.5148,1.5148
4/30/2015,1.5438,1.5304,1.5492,1.5351,1.5351
4/29/2015,1.5339,1.5328,1.5498,1.5438,1.5438
4/28/2015,1.5238,1.5176,1.5343,1.5339,1.5339
4/27/2015,1.5172,1.5107,1.5262,1.5238,1.5238
4/24/2015,1.5057,1.5028,1.5188,1.5188,1.5188
4/23/2015,1.5037,1.496,1.507,1.5057,1.5057
4/22/2015,1.4926,1.4913,1.508,1.5037,1.5037
4/21/2015,1.4907,1.4857,1.4973,1.4926,1.4926
4/20/2015,1.496,1.4888,1.4984,1.4907,1.4907
4/17/2015,1.4934,1.4917,1.5054,1.4962,1.4962
4/16/2015,1.4842,1.4813,1.497,1.4934,1.4934
4/15/2015,1.4782,1.4701,1.4853,1.4842,1.4842
4/14/2015,1.4676,1.4604,1.4802,1.4782,1.4782
4/13/2015,1.4643,1.4566,1.4681,1.4676,1.4676
4/10/2015,1.4713,1.4587,1.4725,1.4632,1.4632
4/9/2015,1.4866,1.4685,1.4886,1.4713,1.4713
4/8/2015,1.4808,1.4808,1.4973,1.4866,1.4866
4/7/2015,1.488,1.4803,1.4921,1.4808,1.4808
4/6/2015,1.4915,1.4871,1.4981,1.488,1.488
4/3/2015,1.4829,1.4811,1.4945,1.492,1.492
4/2/2015,1.4823,1.4777,1.4868,1.4829,1.4829
4/1/2015,1.4818,1.474,1.4872,1.4823,1.4823
3/31/2015,1.481,1.4756,1.4871,1.4818,1.4818
3/30/2015,1.4878,1.4753,1.4901,1.481,1.481
3/27/2015,1.4849,1.4797,1.4922,1.4879,1.4879
3/26/2015,1.488,1.4807,1.4994,1.4849,1.4849
3/25/2015,1.4851,1.4831,1.4954,1.488,1.488
3/24/2015,1.4953,1.4843,1.4984,1.4851,1.4851
3/23/2015,1.4956,1.4839,1.499,1.4952,1.4952
3/20/2015,1.4753,1.4722,1.4989,1.4949,1.4949
3/19/2015,1.4978,1.4689,1.501,1.4753,1.4753
3/18/2015,1.4749,1.4635,1.5166,1.4978,1.4978
3/17/2015,1.4829,1.4724,1.4845,1.4749,1.4749
3/16/2015,1.4748,1.4733,1.4853,1.4829,1.4829
3/13/2015,1.4883,1.47,1.4897,1.4744,1.4744
3/12/2015,1.493,1.485,1.5027,1.4883,1.4883
3/11/2015,1.507,1.4893,1.5097,1.493,1.493
3/10/2015,1.5128,1.5029,1.5131,1.507,1.507
3/9/2015,1.5041,1.5027,1.5137,1.5128,1.5128
3/6/2015,1.524,1.5032,1.5256,1.5037,1.5037
3/5/2015,1.5265,1.5215,1.527,1.524,1.524
3/4/2015,1.5361,1.5252,1.5372,1.5265,1.5265
3/3/2015,1.5366,1.5345,1.5398,1.5361,1.5361
3/2/2015,1.5435,1.5352,1.545,1.5366,1.5366
2/27/2015,1.5407,1.5384,1.5459,1.5438,1.5438
2/26/2015,1.5528,1.5395,1.5552,1.5407,1.5407
2/25/2015,1.5454,1.5447,1.5539,1.5528,1.5528
2/24/2015,1.5457,1.5402,1.5474,1.5454,1.5454
2/23/2015,1.5394,1.5333,1.5475,1.5457,1.5457
2/20/2015,1.5414,1.5344,1.5434,1.5399,1.5399
2/19/2015,1.5436,1.5404,1.5465,1.5414,1.5414
2/18/2015,1.5354,1.5342,1.548,1.5436,1.5436
2/17/2015,1.5363,1.5317,1.5402,1.5354,1.5354
2/16/2015,1.5404,1.534,1.544,1.5363,1.5363
2/13/2015,1.5384,1.5371,1.5422,1.5395,1.5395
2/12/2015,1.5238,1.521,1.5415,1.5384,1.5384
2/11/2015,1.5254,1.5219,1.53,1.5238,1.5238
2/10/2015,1.5215,1.5197,1.5276,1.5254,1.5254
2/9/2015,1.5269,1.5201,1.5269,1.5215,1.5215
2/6/2015,1.5328,1.5212,1.5352,1.5243,1.5243
2/5/2015,1.5182,1.5167,1.5344,1.5328,1.5328
2/4/2015,1.5166,1.5139,1.5251,1.5182,1.5182
2/3/2015,1.5039,1.4989,1.5198,1.5166,1.5166
2/2/2015,1.5074,1.5006,1.5101,1.5039,1.5039
1/30/2015,1.5067,1.4989,1.5096,1.506,1.506
1/29/2015,1.5139,1.5019,1.5162,1.5067,1.5067
1/28/2015,1.5197,1.5131,1.5219,1.5139,1.5139
1/27/2015,1.5078,1.506,1.5224,1.5197,1.5197
1/26/2015,1.4998,1.4966,1.5104,1.5078,1.5078
1/23/2015,1.501,1.4952,1.5036,1.4989,1.4989
1/22/2015,1.5142,1.4973,1.5213,1.501,1.501
1/21/2015,1.5145,1.5077,1.518,1.5142,1.5142
1/20/2015,1.5113,1.5058,1.52,1.5145,1.5145
1/19/2015,1.516,1.5109,1.5179,1.5113,1.5113
1/16/2015,1.5183,1.5075,1.5235,1.515,1.515
1/15/2015,1.5234,1.515,1.5267,1.5183,1.5183
1/14/2015,1.516,1.5145,1.5269,1.5234,1.5234
1/13/2015,1.5171,1.5078,1.5191,1.516,1.516
1/12/2015,1.5182,1.5099,1.5194,1.5171,1.5171
1/9/2015,1.509,1.5078,1.5176,1.516,1.516
1/8/2015,1.511,1.5035,1.5118,1.509,1.509
1/7/2015,1.5151,1.5055,1.5156,1.511,1.511
1/6/2015,1.525,1.5142,1.5274,1.5151,1.5151
1/5/2015,1.5335,1.5176,1.5337,1.525,1.525
1/2/2015,1.5584,1.5327,1.5587,1.5328,1.5328
1/1/2015,1.5577,1.5574,1.559,1.5586,1.5586
12/31/2014,1.5562,1.555,1.562,1.5577,1.5577
12/30/2014,1.5517,1.5501,1.5574,1.5562,1.5562
12/29/2014,1.5562,1.5508,1.5586,1.5517,1.5517
12/26/2014,1.5559,1.5537,1.557,1.5558,1.5558
12/25/2014,1.5558,1.5536,1.5573,1.5559,1.5559
12/24/2014,1.5522,1.5504,1.5564,1.5558,1.5558
12/23/2014,1.559,1.5486,1.5609,1.5522,1.5522
12/22/2014,1.563,1.5573,1.5665,1.559,1.559
12/19/2014,1.567,1.5606,1.5682,1.5626,1.5626
12/18/2014,1.5575,1.5549,1.5677,1.567,1.567
12/17/2014,1.575,1.5541,1.5755,1.5575,1.5575
12/16/2014,1.5638,1.5612,1.5786,1.575,1.575
12/15/2014,1.5717,1.5602,1.5747,1.5638,1.5638
12/12/2014,1.5732,1.5695,1.5747,1.5716,1.5716
12/11/2014,1.5715,1.5652,1.5757,1.5732,1.5732
12/10/2014,1.5668,1.5648,1.5719,1.5715,1.5715
12/9/2014,1.5653,1.5626,1.5717,1.5668,1.5668
12/8/2014,1.558,1.5542,1.5679,1.5653,1.5653
12/5/2014,1.5673,1.5569,1.5695,1.558,1.558
12/4/2014,1.5686,1.5644,1.5726,1.5673,1.5673
12/3/2014,1.5637,1.562,1.5719,1.5686,1.5686
12/2/2014,1.573,1.5632,1.5743,1.5637,1.5637
12/1/2014,1.5643,1.5586,1.5764,1.573,1.573
11/28/2014,1.5736,1.5614,1.5739,1.5645,1.5645
11/27/2014,1.5792,1.5717,1.5826,1.5736,1.5736
11/26/2014,1.5708,1.5679,1.5806,1.5792,1.5792
11/25/2014,1.5706,1.5649,1.5736,1.5708,1.5708
11/24/2014,1.5658,1.5629,1.5715,1.5706,1.5706
11/21/2014,1.5692,1.5626,1.5714,1.5656,1.5656
11/20/2014,1.5682,1.5632,1.5737,1.5692,1.5692
11/19/2014,1.5633,1.559,1.5721,1.5682,1.5682
11/18/2014,1.5641,1.563,1.5679,1.5633,1.5633
11/17/2014,1.5692,1.562,1.5736,1.5641,1.5641
11/14/2014,1.5711,1.5593,1.5712,1.5669,1.5669
11/13/2014,1.5779,1.5694,1.5781,1.5711,1.5711
11/12/2014,1.5919,1.5776,1.5941,1.5779,1.5779
11/11/2014,1.5842,1.5835,1.5945,1.5919,1.5919
11/10/2014,1.5877,1.5841,1.5918,1.5842,1.5842
11/7/2014,1.5832,1.5791,1.5887,1.5869,1.5869
11/6/2014,1.5976,1.5824,1.6002,1.5832,1.5832
11/5/2014,1.6003,1.5869,1.6022,1.5976,1.5976
11/4/2014,1.5972,1.5965,1.6016,1.6003,1.6003
11/3/2014,1.5975,1.5927,1.6023,1.5972,1.5972
10/31/2014,1.6002,1.5942,1.6011,1.5995,1.5995
10/30/2014,1.6012,1.5952,1.6038,1.6002,1.6002
10/29/2014,1.613,1.6003,1.6161,1.6012,1.6012
10/28/2014,1.612,1.6088,1.6183,1.613,1.613
10/27/2014,1.6096,1.6079,1.6147,1.612,1.612
10/24/2014,1.603,1.6017,1.6099,1.609,1.609
10/23/2014,1.605,1.5995,1.606,1.603,1.603
10/22/2014,1.6113,1.6012,1.6131,1.605,1.605
10/21/2014,1.6165,1.611,1.6184,1.6113,1.6113
10/20/2014,1.6118,1.608,1.6179,1.6165,1.6165
10/17/2014,1.6087,1.603,1.6126,1.6093,1.6093
10/16/2014,1.602,1.5942,1.6097,1.6087,1.6087
10/15/2014,1.5904,1.5875,1.6068,1.602,1.602
10/14/2014,1.6085,1.5898,1.6098,1.5904,1.5904
10/13/2014,1.6072,1.6051,1.6127,1.6085,1.6085
10/10/2014,1.6117,1.6009,1.6136,1.6076,1.6076
10/9/2014,1.6169,1.6105,1.6227,1.6117,1.6117
10/8/2014,1.6096,1.6032,1.6182,1.6169,1.6169
10/7/2014,1.6084,1.6027,1.6129,1.6096,1.6096
10/6/2014,1.597,1.5944,1.6099,1.6084,1.6084
10/3/2014,1.6145,1.5952,1.6159,1.5973,1.5973
10/2/2014,1.6186,1.6113,1.625,1.6145,1.6145
10/1/2014,1.6213,1.6162,1.6252,1.6186,1.6186
9/30/2014,1.6241,1.6167,1.6287,1.6213,1.6213
9/29/2014,1.6242,1.6215,1.6274,1.6241,1.6241
9/26/2014,1.6318,1.6238,1.6333,1.625,1.625
9/25/2014,1.634,1.6276,1.6343,1.6318,1.6318
9/24/2014,1.6388,1.6328,1.6413,1.634,1.634
9/23/2014,1.6361,1.6303,1.6416,1.6388,1.6388
9/22/2014,1.6289,1.6286,1.6368,1.6361,1.6361
9/19/2014,1.6395,1.6285,1.6525,1.6288,1.6288
9/18/2014,1.6276,1.6247,1.6409,1.6396,1.6396
9/17/2014,1.6277,1.6249,1.6358,1.6276,1.6276
9/16/2014,1.6233,1.6162,1.6312,1.6277,1.6277
9/15/2014,1.6273,1.6221,1.6279,1.6233,1.6233
9/12/2014,1.6255,1.6205,1.6277,1.6268,1.6268
9/11/2014,1.6211,1.6186,1.6271,1.6255,1.6255
9/10/2014,1.6106,1.6052,1.623,1.6211,1.6211
9/9/2014,1.6104,1.606,1.6157,1.6106,1.6106
9/8/2014,1.6193,1.6099,1.6233,1.6104,1.6104
9/5/2014,1.6331,1.6283,1.634,1.6327,1.6327
9/4/2014,1.6461,1.633,1.6466,1.6331,1.6331
9/3/2014,1.647,1.644,1.6497,1.6461,1.6461
9/2/2014,1.6608,1.6468,1.6615,1.647,1.647
9/1/2014,1.6593,1.6586,1.6644,1.6608,1.6608
8/29/2014,1.6586,1.6563,1.6614,1.6598,1.6598
8/28/2014,1.6576,1.6567,1.6614,1.6586,1.6586
8/27/2014,1.654,1.6537,1.6605,1.6576,1.6576
8/26/2014,1.6579,1.654,1.6595,1.654,1.654
8/25/2014,1.658,1.6501,1.6598,1.6579,1.6579
8/22/2014,1.658,1.6562,1.6596,1.6572,1.6572
8/21/2014,1.6595,1.6564,1.6601,1.658,1.658
8/20/2014,1.6617,1.659,1.6679,1.6595,1.6595
8/19/2014,1.6728,1.6611,1.6729,1.6617,1.6617
8/18/2014,1.6727,1.6713,1.6739,1.6728,1.6728
8/15/2014,1.6686,1.6677,1.6702,1.6693,1.6693
8/14/2014,1.6688,1.6658,1.6697,1.6686,1.6686
8/13/2014,1.6812,1.6686,1.6844,1.6688,1.6688
8/12/2014,1.6787,1.6757,1.6816,1.6812,1.6812
8/11/2014,1.6782,1.6771,1.6796,1.6787,1.6787
8/8/2014,1.6833,1.6767,1.6834,1.6773,1.6773
8/7/2014,1.6853,1.6824,1.6864,1.6833,1.6833
8/6/2014,1.6886,1.6822,1.6888,1.6853,1.6853
8/5/2014,1.6863,1.6845,1.6889,1.6886,1.6886
8/4/2014,1.6825,1.6814,1.6864,1.6863,1.6863
8/1/2014,1.6886,1.6814,1.6893,1.6821,1.6821
7/31/2014,1.6913,1.6857,1.6927,1.6886,1.6886
7/30/2014,1.6944,1.689,1.6955,1.6913,1.6913
7/29/2014,1.6983,1.6934,1.6995,1.6944,1.6944
7/28/2014,1.6973,1.697,1.7001,1.6983,1.6983
7/25/2014,1.6986,1.6962,1.6998,1.6975,1.6975
7/24/2014,1.7044,1.6967,1.7054,1.6986,1.6986
7/23/2014,1.7065,1.7024,1.7095,1.7044,1.7044
7/22/2014,1.7076,1.7042,1.7083,1.7065,1.7065
7/21/2014,1.7086,1.7056,1.7099,1.7076,1.7076
7/18/2014,1.7101,1.7037,1.7118,1.7088,1.7088
7/17/2014,1.7137,1.7086,1.7144,1.7101,1.7101
7/16/2014,1.7143,1.7114,1.7151,1.7137,1.7137
7/15/2014,1.7084,1.706,1.7192,1.7143,1.7143
7/14/2014,1.7114,1.707,1.7144,1.7084,1.7084
7/11/2014,1.7132,1.7094,1.7151,1.7116,1.7116
7/10/2014,1.7158,1.7105,1.7168,1.7132,1.7132
7/9/2014,1.7131,1.7094,1.7161,1.7158,1.7158
7/8/2014,1.7128,1.7086,1.7148,1.7131,1.7131
7/7/2014,1.7161,1.7108,1.7171,1.7128,1.7128
7/4/2014,1.7155,1.7132,1.718,1.716,1.716
7/3/2014,1.7166,1.7103,1.7167,1.7155,1.7155
7/2/2014,1.715,1.7141,1.7177,1.7166,1.7166
7/1/2014,1.7106,1.7096,1.7166,1.715,1.715
6/30/2014,1.7026,1.7009,1.7115,1.7106,1.7106
6/27/2014,1.7027,1.7007,1.7052,1.7035,1.7035
6/26/2014,1.6983,1.6971,1.704,1.7027,1.7027
6/25/2014,1.6986,1.6953,1.7005,1.6983,1.6983
6/24/2014,1.7027,1.6966,1.7032,1.6986,1.6986
6/23/2014,1.7011,1.7002,1.7049,1.7027,1.7027
6/20/2014,1.7039,1.7003,1.7061,1.7013,1.7013
6/19/2014,1.6994,1.6975,1.7063,1.7039,1.7039
6/18/2014,1.6965,1.6923,1.7003,1.6994,1.6994
6/17/2014,1.6984,1.6938,1.6989,1.6965,1.6965
6/16/2014,1.697,1.696,1.7011,1.6984,1.6984
6/13/2014,1.6929,1.6922,1.6992,1.6968,1.6968
6/12/2014,1.6788,1.6786,1.6931,1.6929,1.6929
6/11/2014,1.6756,1.6738,1.6811,1.6788,1.6788
6/10/2014,1.6803,1.6743,1.6818,1.6756,1.6756
6/9/2014,1.6801,1.6784,1.6832,1.6803,1.6803
6/6/2014,1.682,1.6781,1.6845,1.6802,1.6802
6/5/2014,1.6737,1.6723,1.6825,1.682,1.682
6/4/2014,1.6749,1.6699,1.6769,1.6737,1.6737
6/3/2014,1.6746,1.6731,1.6782,1.6749,1.6749
6/2/2014,1.6764,1.6725,1.6771,1.6746,1.6746
5/30/2014,1.6717,1.6714,1.6778,1.6755,1.6755
5/29/2014,1.6711,1.6693,1.6741,1.6717,1.6717
5/28/2014,1.681,1.6698,1.6816,1.6711,1.6711
5/27/2014,1.6843,1.6783,1.6882,1.681,1.681
5/26/2014,1.6832,1.682,1.6853,1.6843,1.6843
5/23/2014,1.687,1.6813,1.6875,1.6832,1.6832
5/22/2014,1.69,1.6852,1.6918,1.687,1.687
5/21/2014,1.6838,1.6832,1.6921,1.69,1.69
5/20/2014,1.6814,1.6802,1.6865,1.6838,1.6838
5/19/2014,1.6811,1.6806,1.6845,1.6814,1.6814
5/16/2014,1.679,1.6784,1.6841,1.6811,1.6811
5/15/2014,1.6767,1.6732,1.6806,1.679,1.679
5/14/2014,1.6826,1.6754,1.6875,1.6767,1.6767
5/13/2014,1.6868,1.6819,1.6883,1.6826,1.6826
5/12/2014,1.6842,1.684,1.6903,1.6868,1.6868
5/9/2014,1.6932,1.6832,1.6938,1.6851,1.6851
5/8/2014,1.6953,1.6924,1.6975,1.6932,1.6932
5/7/2014,1.6975,1.6951,1.6986,1.6952,1.6952
5/6/2014,1.6866,1.6865,1.6996,1.6975,1.6975
5/5/2014,1.6868,1.6854,1.6887,1.6866,1.6866
5/2/2014,1.6893,1.6823,1.6895,1.687,1.687
5/1/2014,1.6873,1.687,1.692,1.6893,1.6893
4/30/2014,1.6827,1.6807,1.6901,1.6873,1.6873
4/29/2014,1.6807,1.6793,1.6847,1.6827,1.6827
4/28/2014,1.6807,1.6778,1.6858,1.6807,1.6807
4/25/2014,1.6802,1.679,1.6831,1.6803,1.6803
4/24/2014,1.6782,1.6766,1.6806,1.6802,1.6802
4/23/2014,1.6824,1.6763,1.6836,1.6782,1.6782
4/22/2014,1.6792,1.6786,1.6839,1.6824,1.6824
4/21/2014,1.6794,1.6783,1.6819,1.6792,1.6792
4/18/2014,1.6794,1.6774,1.6803,1.6794,1.6794
4/17/2014,1.6797,1.6787,1.6842,1.6794,1.6794
4/16/2014,1.673,1.672,1.6818,1.6797,1.6797
4/15/2014,1.6729,1.6661,1.6749,1.673,1.673
4/14/2014,1.6728,1.6697,1.6744,1.6729,1.6729
4/11/2014,1.6785,1.6718,1.679,1.6733,1.6733
4/10/2014,1.6793,1.6754,1.682,1.6785,1.6785
4/9/2014,1.6747,1.6725,1.6801,1.6793,1.6793
4/8/2014,1.6608,1.6604,1.6755,1.6747,1.6747
4/7/2014,1.6572,1.6566,1.6624,1.6608,1.6608
4/4/2014,1.6598,1.6556,1.6606,1.6575,1.6575
4/3/2014,1.6626,1.6571,1.6661,1.6598,1.6598
4/2/2014,1.663,1.6621,1.6664,1.6626,1.6626
4/1/2014,1.6662,1.6619,1.6675,1.663,1.663
3/31/2014,1.6649,1.6612,1.6684,1.6662,1.6662
3/28/2014,1.6611,1.6598,1.6651,1.6638,1.6638
3/27/2014,1.6583,1.6555,1.6647,1.6611,1.6611
3/26/2014,1.6529,1.651,1.6597,1.6583,1.6583
3/25/2014,1.6498,1.6481,1.6549,1.6529,1.6529
3/24/2014,1.649,1.646,1.6536,1.6498,1.6498
3/21/2014,1.6504,1.6476,1.6521,1.6486,1.6486
3/20/2014,1.6541,1.648,1.6568,1.6504,1.6504
3/19/2014,1.6593,1.6508,1.6654,1.6541,1.6541
3/18/2014,1.6637,1.6546,1.6648,1.6593,1.6593
3/17/2014,1.6641,1.6605,1.6666,1.6637,1.6637
3/14/2014,1.6624,1.6587,1.6649,1.6647,1.6647
3/13/2014,1.6619,1.6607,1.6718,1.6624,1.6624
3/12/2014,1.6617,1.6569,1.6636,1.6619,1.6619
3/11/2014,1.6645,1.6597,1.6653,1.6617,1.6617
3/10/2014,1.6719,1.6622,1.6749,1.6645,1.6645
3/7/2014,1.674,1.6707,1.6786,1.6713,1.6713
3/6/2014,1.6722,1.6686,1.6778,1.674,1.674
3/5/2014,1.6664,1.6657,1.6742,1.6722,1.6722
3/4/2014,1.6667,1.6641,1.6717,1.6664,1.6664
3/3/2014,1.6748,1.6654,1.6755,1.6667,1.6667
2/28/2014,1.6688,1.6677,1.6769,1.6745,1.6745
2/27/2014,1.6671,1.6617,1.6699,1.6688,1.6688
2/26/2014,1.6681,1.6622,1.6702,1.6671,1.6671
2/25/2014,1.6656,1.6642,1.6727,1.6681,1.6681
2/24/2014,1.6623,1.6584,1.6679,1.6656,1.6656
2/21/2014,1.6651,1.6613,1.6725,1.6616,1.6616
2/20/2014,1.668,1.6626,1.67,1.6651,1.6651
2/19/2014,1.6684,1.6637,1.6734,1.668,1.668
2/18/2014,1.6714,1.6655,1.6742,1.6684,1.6684
2/17/2014,1.6747,1.6696,1.6823,1.6714,1.6714
2/14/2014,1.6659,1.6645,1.6756,1.6747,1.6747
2/13/2014,1.6595,1.6593,1.6673,1.6659,1.6659
2/12/2014,1.645,1.6426,1.66,1.6596,1.6596
2/11/2014,1.6403,1.6392,1.6487,1.645,1.645
2/10/2014,1.641,1.6383,1.6428,1.6403,1.6403
2/7/2014,1.6322,1.6302,1.6418,1.6411,1.6411
2/6/2014,1.6309,1.6273,1.6349,1.6322,1.6322
2/5/2014,1.6325,1.6252,1.6341,1.6309,1.6309
2/4/2014,1.6305,1.6257,1.6345,1.6325,1.6325
2/3/2014,1.6443,1.629,1.6446,1.6305,1.6305
1/31/2014,1.6485,1.6427,1.6498,1.6439,1.6439
1/30/2014,1.6563,1.6445,1.6568,1.6485,1.6485
1/29/2014,1.6579,1.6526,1.6607,1.6563,1.6563
1/28/2014,1.6585,1.6536,1.6625,1.6579,1.6579
1/27/2014,1.6479,1.6475,1.6589,1.6585,1.6585
1/24/2014,1.6637,1.6479,1.6668,1.6482,1.6482
1/23/2014,1.6575,1.6557,1.6643,1.6637,1.6637
1/22/2014,1.6477,1.6451,1.6587,1.6575,1.6575
1/21/2014,1.6429,1.64,1.6486,1.6477,1.6477
1/20/2014,1.6416,1.6396,1.6452,1.6429,1.6429
1/17/2014,1.6354,1.631,1.6458,1.6424,1.6424
1/16/2014,1.6371,1.6315,1.6383,1.6354,1.6354
