 Date,N100 Open,N100 Low,N100 High,N100 Close,N100 Adj. Close,N100 SMA (200D),N100 SMA (50D)
5/15/2017,"1,042.03","1,037.80","1,042.95","1,042.64","1,042.64",923.2,989
5/12/2017,"1,037.56","1,036.17","1,041.31","1,041.31","1,041.31",922.28,987.34
5/11/2017,"1,042.92","1,033.19","1,042.92","1,036.99","1,036.99",921.34,985.37
5/10/2017,"1,039.45","1,036.72","1,041.12","1,040.93","1,040.93",920.42,983.45
5/9/2017,"1,040.45","1,039.65","1,042.39","1,040.27","1,040.27",919.56,981.44
5/8/2017,"1,045.01","1,035.63","1,045.01","1,038.09","1,038.09",918.74,979.59
5/5/2017,"1,028.45","1,028.45","1,043.24","1,043.24","1,043.24",917.9,977.82
5/4/2017,"1,023.88","1,022.06","1,033.25","1,033.25","1,033.25",917.07,975.91
5/3/2017,"1,016.34","1,015.42","1,018.47","1,018.47","1,018.47",916.26,974.1
5/2/2017,"1,012.45","1,011.23","1,017.50","1,017.49","1,017.49",915.52,972.62
4/28/2017,"1,010.54","1,009.97","1,013.43","1,010.93","1,010.93",914.78,971.18
4/27/2017,"1,011.70","1,009.26","1,012.92","1,011.78","1,011.78",914.06,969.95
4/26/2017,"1,012.48","1,011.49","1,015.97","1,014.64","1,014.64",913.35,968.63
4/25/2017,"1,012.50","1,010.59","1,015.82","1,013.36","1,013.36",912.57,967.21
4/24/2017,"1,008.03","1,003.07","1,013.23","1,010.52","1,010.52",911.83,965.63
4/21/2017,976.09,970.97,979.34,976.53,976.53,911.1,964.1
4/20/2017,968.06,967.66,980.65,978.06,978.06,910.55,963.06
4/19/2017,968.24,966.42,972.56,970.18,970.18,909.97,961.96
4/18/2017,981.71,967.95,982.85,968.03,968.03,909.42,961.04
4/13/2017,983.92,979.18,984.05,980.69,980.69,908.84,960.33
4/12/2017,987.56,984.98,992.25,985.99,985.99,908.13,959.24
4/11/2017,983.97,980.48,989.28,985.51,985.51,907.32,957.99
4/10/2017,989.44,984.19,989.56,987.72,987.72,906.49,956.62
4/7/2017,983.63,982.85,990.21,990.21,990.21,905.72,955.34
4/6/2017,976.73,975.23,987.18,986.47,986.47,905,954.21
4/5/2017,983.78,981.56,986.93,982.1,982.1,904.33,953.23
4/4/2017,981.07,979.49,983.3,982.9,982.9,903.65,952.38
4/3/2017,987.65,980.41,988.58,980.7,980.7,902.92,951.35
3/31/2017,979.07,977.16,986.27,986.27,986.27,902.08,950.34
3/30/2017,978.43,976.71,981.36,981.28,981.28,901.13,949.32
3/29/2017,976.97,972.94,977.67,977.32,977.32,900.32,948.37
3/28/2017,970.45,968.08,974.32,974.25,974.25,899.83,947.49
3/27/2017,961.43,960.92,968.42,968.42,968.42,899.28,946.66
3/24/2017,970.36,966.57,970.36,969.01,969.01,898.76,946.01
3/23/2017,964.67,961.21,971.1,971.1,971.1,898.2,945.35
3/22/2017,962.54,958.09,965.52,964.21,964.21,897.49,944.8
3/21/2017,973.66,965.77,976.7,967.59,967.59,896.79,944.18
3/20/2017,969.55,969.01,973.23,970.38,970.38,896.08,943.59
3/17/2017,968.02,967.14,973.14,973.14,973.14,895.32,942.94
3/16/2017,970.14,967.62,971.74,969.22,969.22,894.64,942.24
3/15/2017,961.3,960.39,963.89,963.11,963.11,894.05,941.69
3/14/2017,965.98,959.59,965.98,961.81,961.81,893.6,941.25
3/13/2017,965.66,962.85,967.1,965.43,965.43,893.19,940.84
3/10/2017,964.14,963.42,969,964.48,964.48,892.78,940.36
3/9/2017,955.16,953.5,961.61,960.88,960.88,892.33,939.85
3/8/2017,954.53,951.84,958.73,956.12,956.12,891.89,939.31
3/7/2017,959.38,954.47,959.38,956.53,956.53,891.51,938.8
3/6/2017,959.92,957.24,960.6,959.13,959.13,891.12,938.32
3/3/2017,955.66,954.93,963.47,963.21,963.21,890.75,937.78
3/2/2017,957.59,955.52,959.57,958.11,958.11,890.38,937.12
3/1/2017,949.42,949.42,961.09,959.64,959.64,890.02,936.56
2/28/2017,944.1,937.75,944.25,942.98,942.98,889.66,935.95
2/27/2017,943.83,938.97,944.48,940.78,940.78,889.35,935.67
2/24/2017,947.18,934.15,947.78,940.3,940.3,889,935.49
2/23/2017,949.5,946.25,951.76,948,948,888.56,935.2
2/22/2017,949.89,944.7,953.05,949.3,949.3,888.11,934.76
2/21/2017,943.13,940.73,949.58,947.95,947.95,887.59,934.22
2/20/2017,947.1,941.02,947.43,942.95,942.95,887.11,933.58
2/17/2017,944.71,936.9,946.31,944.4,944.4,886.65,933.15
2/16/2017,948.78,943.93,949.85,945.59,945.59,886.19,932.53
2/15/2017,948.91,946.86,950.7,949.44,949.44,885.74,931.88
2/14/2017,944.23,942.4,946.28,945.49,945.49,885.24,931.03
2/13/2017,936.15,936.04,946.44,943.91,943.91,884.79,930.12
2/10/2017,936.9,931.68,937.15,933.94,933.94,884.37,929.06
2/9/2017,928.42,925.41,934.98,934.18,934.18,883.97,928
2/8/2017,925.64,919.37,927.87,924.55,924.55,883.55,926.76
2/7/2017,922.04,921.84,927.68,923.02,923.02,883.19,925.82
2/6/2017,933.47,923.47,935.19,924.03,924.03,882.82,925.05
2/3/2017,928.36,927.95,935.55,932.52,932.52,882.5,924.17
2/2/2017,922.74,921.31,929.49,926.32,926.32,882.2,923.02
2/1/2017,923.2,922.59,928.81,923.85,923.85,881.92,922.14
1/31/2017,924.19,916.7,928.48,916.7,916.7,881.76,921.25
1/30/2017,931.89,921.06,932.54,923.62,923.62,881.64,920.47
1/27/2017,938.04,932.14,938.04,934.12,934.12,881.46,919.59
1/26/2017,942.02,935.97,942.69,937.45,937.45,881.23,918.42
1/25/2017,937.75,935.84,941.66,939.55,939.55,881.01,917.07
1/24/2017,931.56,929.52,933.09,931.45,931.45,880.8,915.76
1/23/2017,930.03,926.94,934.37,930.19,930.19,880.65,914.51
1/20/2017,932.73,930.27,938.61,935.25,935.25,880.49,913.36
1/19/2017,935.86,930.9,937.38,933.49,933.49,880.24,912.01
1/18/2017,936.26,928.94,936.95,933.5,933.5,879.99,910.69
1/17/2017,933.26,929.5,936.49,932.81,932.81,879.74,909.5
1/16/2017,937.29,935.95,940.75,936.01,936.01,879.48,908.49
1/15/2017,937.29,935.95,940.75,936.01,936.01,879.08,907.27
1/13/2017,938.43,936.72,943.26,943.26,943.26,878.66,905.95
1/12/2017,935.42,932.22,938.56,933.34,933.34,878.19,904.22
1/11/2017,937.45,932.01,942.91,938.18,938.18,877.72,902.8
1/10/2017,939.59,934.57,941.2,937.62,937.62,877.25,901.33
1/9/2017,942.88,935.68,942.88,938.23,938.23,876.76,900.09
1/6/2017,938.71,936.61,941.88,941.71,941.71,876.36,898.96
1/5/2017,938.82,937.73,942.72,941.17,941.17,875.92,897.92
1/4/2017,943.99,938.4,944.16,941.27,941.27,875.54,896.92
1/3/2017,942.72,940.57,946.21,941.35,941.35,875.21,895.9
1/2/2017,931.03,930.84,940.52,938.97,938.97,874.82,894.93
12/30/2016,930.53,927.96,934.33,933.89,933.89,874.41,894.08
12/29/2016,928.11,927.97,932.05,930.74,930.74,874.03,893.3
12/28/2016,931.84,930.53,932.51,932.51,932.51,873.66,892.59
12/27/2016,930.84,930.84,933.35,932.2,932.2,873.35,891.8
12/26/2016,930.2,930.2,930.2,930.2,930.2,873.05,890.96
12/23/2016,929.45,928.32,930.97,930.17,930.17,872.75,889.96
12/22/2016,928.05,926.05,930.22,928.88,928.88,872.47,889.05
12/21/2016,928.66,927.48,931.76,929.36,929.36,872.18,887.9
12/20/2016,925.79,924.9,931.95,931.72,931.72,871.89,886.91
12/19/2016,924.6,923.73,926.78,925.68,925.68,871.59,885.95
12/16/2016,921.33,920.57,929.54,925.85,925.85,871.36,885.18
12/15/2016,916.01,915.43,924.19,922.29,922.29,871.1,884.21
12/14/2016,918.04,915.52,920.26,915.92,915.92,870.74,883.45
12/13/2016,913.08,912.04,922.56,921.68,921.68,870.47,882.87
12/12/2016,914.74,912.12,916.47,913.26,913.26,870.15,882.26
12/9/2016,908.23,908.05,915.16,913.06,913.06,869.91,881.63
12/8/2016,901.78,898.78,908.65,907.27,907.27,869.7,881
12/7/2016,898.33,894.52,900.17,899.59,899.59,869.47,880.45
12/6/2016,881.06,878.65,892.27,891.16,891.16,869.29,880.05
12/5/2016,868.4,867.97,887.08,880.82,880.82,869.15,879.68
12/2/2016,872.06,864.31,874.55,872,872,869,879.53
12/1/2016,883.34,875.64,884.67,877.61,877.61,868.85,879.83
11/30/2016,879.48,879.4,888.38,884.62,884.62,868.61,880.09
11/29/2016,873.72,871.54,880.43,879.95,879.95,868.28,879.85
11/28/2016,880.17,872.98,880.44,875.38,875.38,868.04,879.63
11/25/2016,880.83,876.92,882.28,882.18,882.18,867.89,879.49
11/24/2016,879.71,875.79,881.92,879.34,879.34,867.63,879.01
11/23/2016,881.73,874.79,882.89,877.53,877.53,867.4,878.7
11/22/2016,882.02,879.49,883.3,879.72,879.72,867.19,878.37
11/21/2016,874,865.91,877.27,875.56,875.56,866.86,878.06
11/18/2016,876.51,868.58,877.58,870.16,870.16,866.55,878.03
11/17/2016,867.68,865.4,873.72,873.72,873.72,866.15,878.28
11/16/2016,875.23,864.53,875.56,868.93,868.93,865.64,878.68
11/15/2016,870.4,867.32,873.64,872.64,872.64,865.29,879.25
11/14/2016,874.77,866.73,878.76,867.85,867.85,864.88,879.66
11/11/2016,877.02,864.55,878.37,867.75,867.75,864.56,880.22
11/10/2016,887.04,869.77,891.77,873.88,873.88,864.37,880.78
11/9/2016,849.17,848.59,882.45,882.45,882.45,864.2,880.82
11/8/2016,870.43,869.83,875.89,874.83,874.83,863.98,880.69
11/7/2016,867.33,865.12,870.31,869.94,869.94,863.87,880.79
11/4/2016,860.82,852.92,861.23,856.69,856.69,863.87,880.87
11/3/2016,863.68,862.6,870.39,862.6,862.6,863.96,881.26
11/2/2016,869.81,864.46,870.69,864.46,864.46,863.91,881.41
11/1/2016,887.62,874.47,888.25,875.85,875.85,863.9,881.63
10/31/2016,885.13,880.11,887.49,881.79,881.79,863.82,881.59
10/28/2016,882.17,880.71,890.71,889.62,889.62,863.67,881.3
10/27/2016,888.89,885.65,895.47,891.36,891.36,863.48,880.88
10/26/2016,891.16,885.12,892.79,890.02,890.02,863.16,880.54
10/25/2016,897.9,891.16,898.92,893.05,893.05,862.76,880.14
10/24/2016,897.82,896.41,903.03,896.41,896.41,862.49,879.84
10/21/2016,896.31,891.57,898.19,894.87,894.87,862.12,879.63
10/20/2016,894.45,888.27,897.37,895.11,895.11,861.78,879.44
10/19/2016,891.25,887.98,894.63,893.2,893.2,861.53,879.25
10/18/2016,885.04,884.85,892.04,890.11,890.11,861.37,878.91
10/17/2016,881.46,878.6,884.88,880.15,880.15,861.21,878.68
10/14/2016,874.84,874.79,888.88,884.55,884.55,861.05,878.47
10/13/2016,874.98,866,874.98,871.38,871.38,860.88,878.17
10/12/2016,883.02,879.27,885.28,879.89,879.89,860.85,877.93
10/11/2016,886.12,882.82,891.49,883.56,883.56,860.84,877.4
10/10/2016,879.27,873.86,887.56,887.2,887.2,860.88,876.8
10/7/2016,884.78,876.41,885.15,877.45,877.45,860.87,876.42
10/6/2016,889.79,883.36,891.41,884.36,884.36,861.01,876.4
10/5/2016,883.39,879.33,888.8,887.14,887.14,861.12,876.1
10/4/2016,882.62,881.9,893.91,891.02,891.02,861.26,875.91
10/3/2016,881.08,878.54,884.81,881.56,881.56,861.39,875.54
9/30/2016,868.75,862.38,884.11,881.48,881.48,861.5,875.32
9/29/2016,889.51,878.41,891.61,880.02,880.02,861.64,875.07
9/28/2016,877.88,876.92,883.03,879.55,879.55,861.79,874.82
9/27/2016,879.55,866.24,880.11,872.68,872.68,861.84,874.59
9/26/2016,880.95,871.96,881.06,873.52,873.52,861.92,874.34
9/23/2016,887.69,884.68,888.27,886.74,886.74,862.05,874.15
9/22/2016,878.92,878.52,894.11,890.51,890.51,862.17,873.71
9/21/2016,877.97,872.23,879.7,872.94,872.94,862.21,873.25
9/20/2016,866.91,866.08,873.49,868.62,868.62,862.32,873
9/19/2016,864.79,864.19,869.98,868.81,868.81,862.32,872.86
9/16/2016,861.84,854.36,865.48,857.72,857.72,862.4,872.5
9/15/2016,859.03,857.79,865.27,864.21,864.21,862.63,872.12
9/14/2016,868.08,859.71,868.08,860.95,860.95,862.83,871.35
9/13/2016,877.96,864.12,879.12,864.25,864.25,863.09,870.51
9/12/2016,869.02,863.24,873.84,873.84,873.84,863.4,869.89
9/9/2016,890.95,880.95,893.34,882.99,882.99,863.62,869.33
9/8/2016,896.15,884.03,898.79,893.43,893.43,863.83,868.73
9/7/2016,893.91,891.33,898.39,897.57,897.57,864.13,867.79
9/6/2016,897.49,891.99,897.99,892.88,892.88,864.42,866.56
9/5/2016,897.56,895.64,899.96,896.04,896.04,864.77,864.97
9/2/2016,879.4,877.56,896.82,895.68,895.68,865.09,862.96
9/1/2016,878,872.89,884.88,875.95,875.95,865.42,861.44
8/31/2016,878.9,875.95,884.95,875.95,875.95,865.8,861.51
8/30/2016,876.58,876.46,883.08,879.87,879.87,866.1,861.29
8/29/2016,872.49,867.58,875.52,873.91,873.91,866.45,860.96
8/26/2016,868.91,867.11,878.75,876.25,876.25,866.84,860.63
8/25/2016,871.78,865.95,872.43,870.27,870.27,867.23,859.7
8/24/2016,868.27,866.79,877.85,875.25,875.25,867.63,858.75
8/23/2016,870.32,870.09,876.1,873.78,873.78,868.02,857.77
8/22/2016,868.56,864.56,876.33,867.13,867.13,868.3,856.67
8/19/2016,874.22,864.22,874.28,868.59,868.59,868.6,856.05
8/18/2016,875.57,871.14,876.01,874.53,874.53,868.94,855.72
8/17/2016,879.82,869.95,880.37,870.27,870.27,869.34,855.67
8/16/2016,881.38,877.78,884.74,877.82,877.82,869.72,855.86
8/15/2016,886.68,885.54,891.06,885.94,885.94,870.05,855.99
8/12/2016,885.26,883.56,886.57,885.31,885.31,870.41,855.75
8/11/2016,879.21,874.85,885.5,885.5,885.5,870.75,855.5
8/10/2016,874.7,874.45,878.46,876.23,876.23,871.09,855.39
8/9/2016,869.42,869.32,878.72,878.67,878.67,871.45,855.47
8/8/2016,870.47,868.37,874.27,869.77,869.77,871.78,855.58
8/5/2016,862,861.03,870.92,869.61,869.61,872.14,855.96
8/4/2016,857.37,854.73,861.73,859.33,859.33,872.5,856.3
8/3/2016,857.22,848.84,857.45,853.32,853.32,872.9,856.84
8/2/2016,865.15,852.82,865.81,853.81,853.81,873.3,857.4
8/1/2016,881.3,866.54,881.78,868.18,868.18,873.74,857.76
7/29/2016,872.48,869.58,876.01,876.01,876.01,874.13,857.45
7/28/2016,874.71,869.48,878.88,869.48,869.48,874.38,857.07
7/27/2016,876.81,876.19,883.04,877.75,877.75,874.57,856.58
7/26/2016,869.64,864.85,874.11,872.44,872.44,874.7,856.09
7/25/2016,870.14,867.36,876.57,870.51,870.51,874.89,855.65
7/22/2016,864.79,861.39,870.25,869.31,869.31,875.08,855.3
7/21/2016,869.11,860.83,870.46,867.31,867.31,875.25,855
7/20/2016,864.64,860.77,870.5,867.93,867.93,875.36,854.66
7/19/2016,862.16,855.19,864.06,860.46,860.46,875.5,854.4
7/18/2016,865.62,859.83,871.1,863.78,863.78,875.7,854.38
7/15/2016,864.08,859.5,866.67,864.82,864.82,875.91,854.18
7/14/2016,867.89,862.82,871.06,867.68,867.68,876.08,853.89
7/13/2016,859.72,858.55,864.71,860.53,860.53,876.24,853.59
7/12/2016,852.59,852.17,863.11,861.23,861.23,876.42,853.38
7/11/2016,844.34,840.57,852.41,850.98,850.98,876.56,853.34
7/8/2016,822.77,822.27,841.79,838.75,838.75,876.61,853.78
7/7/2016,823.99,823.79,833.73,825.62,825.62,876.68,854.4
7/6/2016,826.77,813.39,831.66,818.81,818.81,876.84,855.74
7/5/2016,840.57,830.74,843.21,833.32,833.32,876.94,857.2
7/4/2016,855.76,845.12,856.74,845.95,845.95,877,858.29
7/1/2016,850.84,843.86,856.54,853.16,853.16,877.1,859.14
6/30/2016,833.66,829.44,848.23,846.47,846.47,877.03,859.96
6/29/2016,823.07,821.83,835.89,835.89,835.89,877.08,860.97
6/28/2016,813.11,811,820.26,813.19,813.19,877.19,862.28
6/27/2016,813.61,791.44,820.22,795.6,795.6,877.54,863.97
6/24/2016,819.67,797.49,837,819.99,819.99,877.95,865.76
6/23/2016,868.96,867.59,885.82,879.08,879.08,878.33,867.03
6/22/2016,868.95,863.44,871.74,865.16,865.16,878.41,867.14
6/21/2016,856.45,854.06,866.16,863.24,863.24,878.48,867.45
6/20/2016,849.38,848.62,859.85,857.36,857.36,878.51,867.32
6/17/2016,827.69,825.61,835.32,829.88,829.88,878.61,867.19
6/16/2016,816.09,814.96,824.64,822.64,822.64,878.89,867.57
6/15/2016,826.07,824.43,832.18,826.32,826.32,879.27,867.9
6/14/2016,827.08,818.49,830.6,818.82,818.82,879.58,868.28
6/13/2016,843.49,836.3,845.57,836.3,836.3,879.88,868.71
6/10/2016,869.14,851.52,869.14,852.1,852.1,880.07,869.12
6/9/2016,877.45,869.84,878.19,871.88,871.88,880.3,869.16
6/8/2016,881.08,877.19,883.39,879.7,879.7,880.34,869.01
6/7/2016,877.84,877.16,885.78,884.33,884.33,880.34,868.95
6/6/2016,870.76,870.76,876.31,874.07,874.07,880.42,868.53
6/3/2016,882.72,868.51,885.66,872.61,872.61,880.57,868.18
6/2/2016,880.24,877.06,883.75,880.09,880.09,880.71,867.87
6/1/2016,884.07,876.05,885.16,880.09,880.09,880.66,867.4
5/31/2016,889.9,882.31,890.39,884.17,884.17,880.69,867.23
5/30/2016,885.58,883.46,889.13,888.98,888.98,880.52,866.97
5/27/2016,883.31,882.51,886.63,886.5,886.5,880.55,866.61
5/26/2016,880.94,880.69,886.89,886.62,886.62,880.75,866.38
5/25/2016,876.64,874.55,883.51,881.3,881.3,881.06,866.03
5/24/2016,849.97,848.14,873.62,871.4,871.4,881.47,865.84
5/23/2016,856,848.11,858.8,852.66,852.66,881.93,865.86
5/20/2016,852.65,850.88,857.39,857.39,857.39,882.47,866.38
5/19/2016,847.93,842.94,850.88,844.79,844.79,883.01,866.72
5/18/2016,845.24,844.26,853.63,853.5,853.5,883.58,866.82
5/17/2016,855.82,846.27,861.7,850.11,850.11,884.25,867.01
5/16/2016,847.84,844.41,853.82,852.97,852.97,885.03,867.16
5/13/2016,844.15,842.3,856.37,854.23,854.23,885.76,867.41
5/12/2016,850.66,846.51,864.12,850.61,850.61,886.52,867.72
5/11/2016,858.22,850.29,858.77,855.09,855.09,887.31,867.94
5/10/2016,858.33,855.48,865.92,859.14,859.14,888.01,868.12
5/9/2016,854.32,851.21,862.44,853.98,853.98,888.7,868.2
5/6/2016,847.94,841.12,852.69,850.41,850.41,889.37,868.12
5/5/2016,850.93,848.75,856.19,852.72,852.72,890.04,867.96
5/4/2016,855.51,848.56,859.6,849.78,849.78,890.68,867.52
5/3/2016,870.57,856.58,870.83,859.31,859.31,891.29,866.87
5/2/2016,874.5,870.07,875.01,872.68,872.68,891.82,866.35
4/29/2016,882.51,869.57,883.43,869.89,869.89,892.39,865.78
4/28/2016,885.88,877.3,892.52,892.52,892.52,893.02,864.98
4/27/2016,887.85,886.32,893.34,892.17,892.17,893.54,863.81
4/26/2016,891.97,884.94,895.49,887.66,887.66,894.08,862.68
4/25/2016,892.92,885.01,894.84,888.32,888.32,894.68,861.21
4/22/2016,895.29,891.49,896.46,894.32,894.32,895.26,859.71
4/21/2016,903.85,890.89,903.85,897.01,897.01,895.81,857.62
4/20/2016,894.9,893.06,902.13,901.24,901.24,896.28,855.11
4/19/2016,888.23,888.23,899.11,897.82,897.82,896.7,853.08
4/18/2016,871.43,870.51,886.74,885.14,885.14,897.11,850.93
4/15/2016,882.7,881.29,886.78,883.59,883.59,897.5,849.29
4/14/2016,879.85,877.85,885.56,884.54,884.54,897.77,848.24
4/13/2016,867.27,867.21,880.58,880.58,880.58,897.91,847.31
4/12/2016,852.34,843.56,857.37,856.56,856.56,898.05,846.49
4/11/2016,847.3,842.12,855.92,851.15,851.15,898.41,846.4
4/8/2016,841.45,841.45,850.54,848.91,848.91,898.87,846.78
4/7/2016,845.91,836.25,850.51,838.9,838.9,899.37,847.29
4/6/2016,842.83,837.9,845.26,845.24,845.24,899.97,847.57
4/5/2016,846.46,838.58,846.93,840.27,840.27,900.45,847.94
4/4/2016,850.73,845.47,864.03,856.85,856.85,901.02,848.31
4/1/2016,854.47,842.54,855.21,854.07,854.07,901.68,848.19
3/31/2016,870.7,863.77,871.12,864.41,864.41,902.35,848.18
3/30/2016,867.92,867.92,881.01,876.76,876.76,902.96,847.44
3/29/2016,861.99,858.24,866.98,863.44,863.44,903.53,846.1
3/28/2016,856.7,856.7,856.7,856.7,856.7,904.11,845.59
3/25/2016,856.7,856.7,856.7,856.7,856.7,904.56,844.91
3/24/2016,865.49,855.03,866.09,856.68,856.68,904.99,844.32
3/23/2016,873.36,867.12,878.66,871.8,871.8,905.4,844.1
3/22/2016,866.24,858.25,871.19,871.19,871.19,905.79,843.87
3/21/2016,868.89,867.19,878.79,870.84,870.84,906.15,843.61
3/18/2016,872.04,865.79,877.5,874.94,874.94,906.59,843.17
3/17/2016,878.38,853.61,878.44,869.23,869.23,907.07,842.67
3/16/2016,874.66,867.74,877.6,871.67,871.67,907.55,842.58
3/15/2016,873.14,868.83,875.57,872.45,872.45,907.94,842.74
3/14/2016,878.64,875.47,883.17,878.53,878.53,908.33,843.1
3/11/2016,863.95,863.02,875.69,874.66,874.66,908.74,843.23
3/10/2016,864.52,849.71,891.94,849.72,849.72,909.24,843.86
3/9/2016,858.81,857.61,868.91,863,863,909.9,844.99
3/8/2016,858.41,850.61,863.63,857.78,857.78,910.48,846.01
3/7/2016,866.21,859.28,869.37,865.19,865.19,911.12,847.22
3/4/2016,866.31,862.26,874.54,869.65,869.65,911.71,847.97
3/3/2016,866.31,858.15,866.31,861.69,861.69,912.39,848.77
3/2/2016,866.82,856.84,869.41,864.15,864.15,913.13,849.76
3/1/2016,847.7,845.58,863.14,863.14,863.14,913.78,850.26
2/29/2016,836.35,832.17,850.4,849.95,849.95,914.48,850.76
2/26/2016,839.72,839.72,849.9,842.42,842.42,915.26,851.76
2/25/2016,827.57,822.35,835.28,830.93,830.93,916.08,853.11
2/24/2016,832.84,810.96,832.84,816.98,816.98,916.96,854.45
2/23/2016,839.03,833.26,844.66,833.52,833.52,917.88,856.02
2/22/2016,837.37,836.94,845.58,844.3,844.3,918.62,856.73
2/19/2016,832.44,822.54,836.85,829.49,829.49,919.3,857.55
2/18/2016,839.3,831.51,843.71,834.36,834.36,920.07,859.01
2/17/2016,815.47,814.61,836.17,835.66,835.66,920.76,860.43
2/16/2016,821.27,809.26,822.45,813.83,813.83,921.46,861.95
2/15/2016,807.29,805.88,818.68,813.66,813.66,922.31,864.21
2/12/2016,780.54,776.99,789.73,789.73,789.73,923.19,866.32
2/11/2016,788,769.25,789.11,771.43,771.43,924.07,868.99
2/10/2016,795.23,788.01,810.64,800.03,800.03,925.05,872.66
2/9/2016,803.47,781.05,808.29,790.3,790.3,925.89,875.77
2/8/2016,834.23,799.32,834.81,803.03,803.03,926.89,879.2
2/5/2016,838.46,828.68,844.59,830.87,830.87,927.79,882.34
2/4/2016,848.14,831.06,849.09,838.28,838.28,928.55,884.96
2/3/2016,851.55,830.24,853.46,839.34,839.34,929.27,887.22
2/2/2016,867.23,846.17,867.32,852,852,930.12,889.19
2/1/2016,875.13,862.38,875.47,870.41,870.41,930.99,891.14
1/29/2016,864.89,857,874.3,874.3,874.3,931.71,892.77
1/28/2016,860.34,846.33,867.74,852.85,852.85,932.38,894.34
1/27/2016,857.16,851.18,863.73,863.73,863.73,933.19,896.29
1/26/2016,836.94,834.21,860.69,858.94,858.94,933.94,898.09
1/25/2016,858.64,846.96,858.64,851,851,934.7,899.5
1/22/2016,844.07,841.62,859.02,853.47,853.47,935.45,901.04
1/21/2016,811.71,809.33,831.89,827.26,827.26,936.27,902.71
1/20/2016,819.3,802.77,821.25,809.65,809.65,937.26,905.25
1/19/2016,838.56,834.35,844.52,837.98,837.98,938.32,907.96
1/18/2016,827.75,817.82,835.56,822.65,822.65,939.26,910.1
1/15/2016,844.24,821.51,847.4,827.53,827.53,940.27,912.79
1/14/2016,850.79,831.34,852.26,845.29,845.29,941.22,915.32
1/13/2016,866.59,857.28,874.75,860.59,860.59,942.01,917.46
1/12/2016,848.77,846.74,867.16,858.18,858.18,942.74,919.23
1/11/2016,850.05,848.38,859.92,848.76,848.76,943.42,920.97
1/8/2016,864.54,850.02,871.32,850.02,850.02,944.12,922.83
1/7/2016,855.08,849.11,869.21,864.86,864.86,944.79,924.64
1/6/2016,888.62,871.86,889.49,879.27,879.27,945.44,926.15
1/5/2016,894.94,879.04,895.33,890.53,890.53,945.95,927.22
1/4/2016,897.31,879.78,897.56,885,885,946.39,928.23
1/1/2016,906.33,906.33,906.33,906.33,906.33,946.88,929.46
12/31/2015,911.96,906.07,912.4,906.33,906.33,947.33,929.85
12/30/2015,916.04,912.94,919.3,914.11,914.11,947.75,929.87
12/29/2015,907.58,907.58,918.11,918.11,918.11,948.17,929.69
12/28/2015,911.01,900.81,911.24,902.45,902.45,948.52,929.53
12/24/2015,909.91,907.57,910.66,910.01,910.01,948.95,929.64
12/23/2015,898.35,898.35,912.94,910.94,910.94,949.35,929.5
12/22/2015,893.71,881.9,895.24,889.39,889.39,949.77,929.08
12/21/2015,898.42,888.12,907.29,888.13,888.13,950.25,929.2
12/18/2015,901.28,895.44,908.19,899.75,899.75,950.72,929.47
12/17/2015,917.31,908.67,922.03,909.96,909.96,951.15,929.56
12/16/2015,896.55,891.82,904.86,898.14,898.14,951.41,929.37
12/15/2015,877.34,876.66,896.86,895.06,895.06,951.79,929.39
12/14/2015,889.08,868.75,896.87,869.24,869.24,952.22,929.43
12/11/2015,900.07,881.14,901.34,885.04,885.04,952.77,929.83
12/10/2015,901.45,897.05,908.43,902.67,902.67,953.19,929.32
12/9/2015,914.72,901.88,917.76,905.29,905.29,953.48,928.33
12/8/2015,925.88,907.9,927.02,911.97,911.97,953.81,927.4
12/7/2015,925.78,923.39,936.38,926.47,926.47,954.11,925.93
12/4/2015,920.4,912.33,923.38,919.26,919.26,954.32,924.29
12/3/2015,953.74,923.24,967.02,923.26,923.26,954.52,923.22
12/2/2015,957.32,952.42,961.16,955.18,955.18,954.71,921.55
12/1/2015,963.55,952.41,964.87,955.47,955.47,954.71,919.59
11/30/2015,957.71,954.69,966.56,961.87,961.87,954.67,917.61
11/27/2015,957.15,955.33,965.19,959.88,959.88,954.6,916.07
11/26/2015,950.45,950.34,962.52,961.8,961.8,954.5,914.39
11/25/2015,939.12,937.94,954.29,951.22,951.22,954.36,913.08
11/24/2015,944.73,929.19,944.73,937.73,937.73,954.26,911.96
11/23/2015,950.39,943.31,952.27,949.43,949.43,954.24,910.78
11/20/2015,954.7,946.41,956.12,952.1,952.1,954.13,909.2
11/19/2015,956.87,950.4,960.64,952.68,952.68,953.98,907.68
11/18/2015,947.93,945.36,952.34,950.38,950.38,953.82,906.35
11/17/2015,937.8,936.2,954.1,954.1,954.1,953.64,905.33
11/16/2015,919.43,918.55,932.35,929.13,929.13,953.47,904
11/13/2015,934.08,920.45,937.03,928.17,928.17,953.44,903
11/12/2015,951.72,936.18,956.55,937.11,937.11,953.41,901.92
11/11/2015,946.93,946.77,957.24,954.05,954.05,953.32,901.15
11/10/2015,949.2,937.64,950.31,945.27,945.27,953.09,899.68
11/9/2015,958,943.85,958.72,944.87,944.87,952.89,898.34
11/6/2015,951.82,946.95,961.93,957.25,957.25,952.73,897.45
11/5/2015,955.55,948.47,960.01,953.81,953.81,952.49,896.39
